be.yildiz-games	module-compression	1.0.0		86121283bbf7d7b708b1b27e4dbac8df18b42398
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200120-90a6448-NIGHTLY		f05bbedc49127121317a0b130b6567695cf29140
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200121-54ab00e-NIGHTLY		6f5cc3f5cf53d3a278d57e8eac514b9e6aca780e
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200122-5a86c1f-NIGHTLY		5f0d14e6a623e4f0f473627e2834e7ee39c6585b
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200123-9982f0d-NIGHTLY		a708d83a86a669199419e186c7b72709b1f905e7
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200124-c4f6fee-NIGHTLY		447ff713cbefcfe96ff4478af9129e17fae5e06a
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200125-c8371e4-NIGHTLY		52644c1d4822a8e9d883c2b36edc8b53c80ff3d3
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200127-f00fa72-NIGHTLY		7cea3ebea0671a2da221edd8e09cc26c6ce79d08
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200128-e7a0f80-NIGHTLY		135a46ca7644d55760520bcff8eaf0d10629126b
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200129-c1612fa-NIGHTLY		c171c5e959d411f3db737838877ecf3bd862841b
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200201-c4c847f-NIGHTLY		cdef8972c13b2fed92cd1cc99851e8c439edf153
ch.epfl.lamp	dotty-interfaces	0.22.0-bin-20200202-c2478a3-NIGHTLY		7f0524c6e4c377a692fcc1f06d7d0b25adf0d70f
ch.epfl.lamp	dotty-interfaces	0.23.0		80c271fa08393c63a8a82cb54da47edfc3479282
ch.epfl.lamp	dotty-interfaces	0.23.0-RC1		300189b968c7703e9d5eea564665e10f0fffe74c
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200203-2ced64f-NIGHTLY		c5f1a2159aab2d00bdf7e9dfae6fc101a374885b
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200204-46aec62-NIGHTLY		a54123493f6aac85adbf745032f22305e4ff5ec0
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200205-3f919dd-NIGHTLY		8f2dc5531875dca8f0f118891f1ec54f03b48448
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200206-4d2ef01-NIGHTLY		1b8eba127346a851813b9e5bf0698ff2176d4184
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200207-5674066-NIGHTLY		a06d8ef95c72a55267939b0205ca291d9459c779
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200208-ce39ddb-NIGHTLY		36c99c2322389f8db937a34fc7c18aa65eb4fb18
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200209-25cdd9e-NIGHTLY		4682d605d4841ace0b977b1f658a6c478dd422d2
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200210-0dc07b0-NIGHTLY		9240e399ec500b9935707e7f513f4b1df8174bab
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200211-5b006fb-NIGHTLY		49436bb3766f831b8c1ef735f6e5ffb6f7ead250
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200212-0aaa769-NIGHTLY		fb25a09ab0f6ce5850a76a8c71eac2b08b1e5d96
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200213-26de50a-NIGHTLY		26a4ed98218017f04d13069e4af2a9d2516ef839
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200214-5374d91-NIGHTLY		42c24fa46788cd697ca332d9d24705fe04ec1c0c
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200216-b4e037c-NIGHTLY		4a98b6c6cda0c994593cc31db4194a8fe023e8a9
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200217-e8fa408-NIGHTLY		616b9578d660acf4e4e821c7b63d89ac5e11f0f1
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200218-98103a2-NIGHTLY		77360057d2b92fd8fdc6ad0f77517e4477cf7e06
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200219-dd7b841-NIGHTLY		f0a3630513e8d468acad78a34c1a6818581f685b
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200220-228e593-NIGHTLY		d5e398789ad21d5c332966d257e4ebac0ca1b2ff
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200222-811dc19-NIGHTLY		acb28a7fb9cc50bcbd1f4caf33755c19b704a5f4
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200224-3e68e93-NIGHTLY		0117ea7fec87190e883736170db6b5027dd6fcc6
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200225-04d5068-NIGHTLY		2ef5a9311a0388e17a4a91b5f78573bf9535e7f5
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200226-1955f75-NIGHTLY		5655d89af350f65742e53fc1358ff8aa89ad8e55
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200227-63343d2-NIGHTLY		96516bb5a0b689b0886b880e444d2a8f3019bff5
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200228-d37a543-NIGHTLY		11b8abb6cbcfd444d48c8a059cd978bcc58d2700
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200229-58a5620-NIGHTLY		89b50666ab20dc205edad78692d24e5faa6bed57
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200301-d989caf-NIGHTLY		763c649348d5f4b97ec7dda6726c8c6d08c83fca
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200302-f6e057c-NIGHTLY		3df9acc2e18e31b3efefba9efd02bf2f5a1ad26a
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200303-df0bb24-NIGHTLY		ec4d18631e3713275906304e6d3447cdc0eed8f0
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200304-16c30fb-NIGHTLY		20317ebe72b7ef8a7dc304180e7004ead602a2e1
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200305-84f2e41-NIGHTLY		47dc6ad698f7672fe442585d09cbf12bd4b84c2d
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200312-b64b8a9-NIGHTLY		e8d00a053843eb496d2f69c844dd13f030d17c32
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200313-ea27651-NIGHTLY		5c74c48c491109c259990a81ee8c6f8406dd9c22
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200314-b08d746-NIGHTLY		5f8be9dbc2352a14b2156c90ce598fc9b4536c83
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200315-adc44da-NIGHTLY		eb9b446ade196faef676a11f06b5c54145a192d4
ch.epfl.lamp	dotty-interfaces	0.23.0-bin-20200316-6948038-NIGHTLY		7dcc7c364c16ca69aa8075af61042fb7bb34ef67
ch.epfl.lamp	dotty-interfaces	0.24.0		bbc8d07667172d637190376c40a10a9908ae82a0
ch.epfl.lamp	dotty-interfaces	0.24.0-RC1		9e18fb8d7af7643b92d6352abc883308e8e0c5c0
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200318-7a4f8ad-NIGHTLY		921c18bb16d891c57d40e1fd1e6ea690298f3524
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200318-d9df0a2-NIGHTLY		66f99ba4ab5a43f48b452eb6aeeeb25f4af08f54
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200319-97c3a1e-NIGHTLY		745f5e76c45f2c7f88a0dafd21fabc630c03477e
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200320-30f8c6f-NIGHTLY		7f9846eb10703c21a01f6c55689bec95b24b0793
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200321-4df9b6f-NIGHTLY		e1435755c84c595c34a89dcd3d3b8df5bb3e53cb
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200322-42932dc-NIGHTLY		e15dfcceda6adddabe83b45c08c47b860f91241b
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200323-16b74d8-NIGHTLY		d86613bcc15bbd5c73f50c7d2f8548961e008b41
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200324-6cd3a9d-NIGHTLY		fb57178fc35d3373699cf079db66bb0205c181d9
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200325-37eec14-NIGHTLY		672b927c28c020a1266ff2470a06ddc41f08e5a9
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200326-a324502-NIGHTLY		f02fc4efc5653371881ca0278d2499c442d66542
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200327-64d6536-NIGHTLY		7227cc02ac1e92b85b2c900ec035e78dc5a02311
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200328-3d17b02-NIGHTLY		4918a190b43a72c03ccb4a922bde741b64a3fd4e
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200329-2dfb359-NIGHTLY		891d343cfecc54f41fca8b0070f741d6f3268024
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200330-3eafc18-NIGHTLY		fb2ea17f2ed6fd07844c65460fcec146f5f8f79b
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200331-7a28eef-NIGHTLY		603db51719a0bd1383b80e38aeaccb2ab69abee9
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200401-0bd0fcf-NIGHTLY		ce1a0be2b742a689810618fe0fae082c4dfc2d79
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200402-3e888f2-NIGHTLY		08fbbeef243d53430b8ca94874e660207edd5ef4
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200403-2c3212b-NIGHTLY		4017383b729a8f5a91f28a39b2311f4be5179491
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200404-3d26c53-NIGHTLY		c3d53a219eff71c314339b679eed7e88206ca655
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200405-060a3ec-NIGHTLY		f4935f8c9f270482814d821ad3c4b88d9d81d9ee
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200406-eff5496-NIGHTLY		99e0498a895741efcd1d291a9224a191eec597ba
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200407-2352d90-NIGHTLY		97ec9c92b503038d397f4a05c8afef480d5ea3b6
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200408-4cc224b-NIGHTLY		6597135959d3c736a7a432f129478acc8dceb156
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200409-f64e879-NIGHTLY		4ce58d224b3f3de2190e37493334efa483e14e60
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200410-85ab20f-NIGHTLY		bf2811bd4204e7104bb309c4ad800f39e6d8f3ec
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200412-bd1fff2-NIGHTLY		946fdb744cbe7af8c34aab0149f111056332b44b
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200416-979d097-NIGHTLY		8dc0a7328fba4015d4c35374f9c0dc5b08669eed
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200417-8884ec0-NIGHTLY		a0bf69535b8794f86b28f817c4cd88fa434f1828
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200418-06a118e-NIGHTLY		717cf6ac0427ec9f4fe8c1b69383ca5545740d91
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200420-c560211-NIGHTLY		c40a619becee0eb81cda5aace50a754423224938
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200421-5ec51f2-NIGHTLY		5fec3ea6503b43852824c25acb21612e309bbb78
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200422-0db5976-NIGHTLY		795a1824921d91e814598c861be1efea48f8f779
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200423-38cb5e3-NIGHTLY		89bb328559c66914108a1833c41408e661a021e4
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200424-17d1633-NIGHTLY		69e4dec41790885cc437115baf1201c3cd3f7b4f
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200425-f2e5fd0-NIGHTLY		b91914e16fbb4d0d8a0b743ec691981ff3b2b7fb
ch.epfl.lamp	dotty-interfaces	0.24.0-bin-20200426-1be5c23-NIGHTLY		10a7cbed66fe956fdb5bf6eb80228854fea59266
ch.epfl.lamp	dotty-interfaces	0.25.0		67bfa071aa21a8c5248d1b679bfb58964b588b9f
ch.epfl.lamp	dotty-interfaces	0.25.0-RC1		1b0fba641274112558c1f263d685787f0ffdebb2
ch.epfl.lamp	dotty-interfaces	0.25.0-RC2		bdf1a1d1157597718484a81894428283ecb1930c
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200427-66f335c-NIGHTLY		80f39de67fd1ab7c4ff79c61ffe80a7fd29f7cca
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200428-d436677-NIGHTLY		b4074338931fcd4b9e859c2a7d54b200b8eb9fde
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200429-c5a76f0-NIGHTLY		5209cb7a00ccba257e1e3fdee3da55a60fede7b1
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200430-6f51dbb-NIGHTLY		2dd25d604d820726e596b958921c79078c92664b
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200501-d1185c3-NIGHTLY		a46fb3b2666a536d3185dbdfd0f984028afdca54
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200502-1f9bca3-NIGHTLY		479dabef355b7a9dda63d8be6fd2ac34e8fbb15f
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200504-11760ea-NIGHTLY		159db4b0486e5ed4cd35035732808d81deda91f0
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200506-4da1f25-NIGHTLY		9f470242a69fdff1fed54117390d72b0f319e9ea
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200506-93ef012-NIGHTLY		12b163dd2803a859d317d4cc0e8440861bdc326b
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200507-0e5f9dd-NIGHTLY		f0359c3677353e96c7142899002e1b991f79bea0
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200508-f5b1d79-NIGHTLY		41af25f095dc2a8b6ee6891347c361b8bb139727
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200510-3937ddb-NIGHTLY		c87b0cf08ad3e0955e294cd7e65b7fea232acbb7
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200510-5154641-NIGHTLY		40119cc8fe9c10c0e1e858555479c58e380eb8af
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200511-5fb865b-NIGHTLY		85818182b9ea754c0c7c5e1ae43f4ff85678c6b2
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200512-f807eee-NIGHTLY		e01a01c324f19c104ac7d69db119d29d7a00450a
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200513-363dd03-NIGHTLY		168b745d47e36158dbde6969c6e77c688186ccc1
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200516-9450bf2-NIGHTLY		1a7ae9c85b564177988b1af90901506216a76bbe
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200518-b5eded6-NIGHTLY		c1863f69f000e114cfb20dd88c5a3bab64f302ad
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200523-5358651-NIGHTLY		6e76216c519bf3173dd83d5c54ca04b26a6aae16
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200603-cc8d6c3-NIGHTLY		86934fcc4d9afb07af10d59a278c8e8cd2b65114
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200604-2fbefb0-NIGHTLY		f20f7329fd71c9843aeecf69b66e8030169b8ade
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200606-31879e5-NIGHTLY		f8657162af38e190b6f687b34af3f0160f4c84f7
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200607-345c8bc-NIGHTLY		6f54226f763083636e5d66d099a8155ae3c106eb
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200608-fa84627-NIGHTLY		fcf13ab4903ae2c3fde544c44af92c19272485b5
ch.epfl.lamp	dotty-interfaces	0.25.0-bin-20200609-a3b417b-NIGHTLY		f2b26c58c80025f43b497841ef3935791e9904ee
ch.epfl.lamp	dotty-interfaces	0.26.0		e48ff84e2bad0773eb4856767cb579919e480a8f
ch.epfl.lamp	dotty-interfaces	0.26.0-RC1		a1ee92a28c790223ff3e04603dae1f43437f336e
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200610-4b39622-NIGHTLY		09af757ffac513b7efb546149ccf1d8687aeed8f
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200611-eb34c6c-NIGHTLY		43e0a754903a60d715a2a799e5c07765fac02895
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200612-0ee0557-NIGHTLY		2fa328d4e34e351ed144fc324e3d89a555c961aa
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200614-b5b41b4-NIGHTLY		6107cd200296b84a873af65750b52c447ccb8af8
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200615-a8c27ee-NIGHTLY		abd60a264e2190ee730d8dc2b48fad3af1237f0a
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200616-348e9db-NIGHTLY		38cba057d63d9c32897e503c02d10a8496d1317f
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200617-6b03fbd-NIGHTLY		5dd79a5d6dd675a6d4d660d693547ea3b872f659
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200618-de75713-NIGHTLY		6ac2c1b64c13b00bc01f728b4d2aa79cc3f81506
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200622-a3543f2-NIGHTLY		fd258b603dbc3b38442f948028245ce1de8f91e0
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200623-a938fc8-NIGHTLY		240899fedeb3d6a5a97c24be2265e7aa26051a6b
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200624-3a4f2ee-NIGHTLY		6c0116ddfd2faadac6418bedf0310da7e6cea016
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200625-3112800-NIGHTLY		7a2859779aca000e5dd4fcbd2f06f1047325f943
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200627-50df4d2-NIGHTLY		b11333263c4bc0a2176d37bd9c99131b8ae6a2b5
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200629-8c5a58f-NIGHTLY		93adf2976db17dfead93954cf05917c006dea322
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200630-6cbb458-NIGHTLY		ad09d239f60fb76e02864144970651142ef802b4
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200702-ffd6a58-NIGHTLY		5055fe1b1ecb9279195a2ef07eba55f56845110c
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200703-2dd1c93-NIGHTLY		106a5437d5ec3e4784667a2fefc16f149a8e0f20
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200706-7723864-NIGHTLY		c93239305afdb8f4181a01b5b14869ffa863fb8b
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200707-25a48dd-NIGHTLY		f128bd1d8b4fa361150a1c08f7128aed1f669998
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200708-78ba7d5-NIGHTLY		6566bbcb9491c3f09f219636ba39ae711dcc302b
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200709-480f95f-NIGHTLY		3e537808d91fd18890532c548c473ddbfc169355
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200710-a162b7b-NIGHTLY		793c3febf4bdfb03ff94d686cffcc9be2ba276ad
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200712-3456e85-NIGHTLY		e9d1b899995999141dd2d59dec5550f388846a65
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200713-5cdfd31-NIGHTLY		7916381cae309abf84d1fdb4244fd7238698b19b
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200714-001817c-NIGHTLY		186660344781765cd9710363ec0c2a99dbb98f44
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200716-03aa171-NIGHTLY		16c1c8faca7c7266460ea032ae4b8d390e1f7b7d
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200717-86cc7f8-NIGHTLY		0746f6e780e55f6bd9c8b1692862b147eee70510
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200718-c753ca3-NIGHTLY		820ec7811ca6023796b8b91c2885c93f492fb88b
ch.epfl.lamp	dotty-interfaces	0.26.0-bin-20200719-21a90aa-NIGHTLY		e0d2429baef81136b1594412df1848729e54e940
ch.epfl.lamp	dotty-interfaces	0.27.0-RC1		58f02c41ff2746e5869cdbd23c132cb6736a43be
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200723-eb3b0ac-NIGHTLY		106c076813d2ec21ef81a211c913440b7abb6004
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200724-fd18546-NIGHTLY		a1737b54240c096c713faa1567dbcdef4d3f3f9f
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200725-89f42f4-NIGHTLY		103ca738d1844ebaab65f91ef273e062a6e50635
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200727-e24a0b7-NIGHTLY		76bd05333fd408f28ed2137290e6cadf4cafb001
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200728-63b84cb-NIGHTLY		aab18d8196b7595502ac15941e5a17606de2d393
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200729-86a92e4-NIGHTLY		8d015dcf64710743d55b2272e87b427415c41bed
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200730-316d218-NIGHTLY		8a81e698e357d6c22a7abc8b92e6d82ef7ead547
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200731-bb23fea-NIGHTLY		c0558bf092089f3046001b592cc8521406ecc1b3
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200803-0655346-NIGHTLY		186ca914f0c216ed99699e5161979833e18061a9
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200804-0cdf13a-NIGHTLY		787188b2a5240cdab769bf1a1d6dcfc47e5f5783
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200805-64cecda-NIGHTLY		3d2ada648e0b9bb599931653126d741c67ae1609
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200806-b8825a2-NIGHTLY		378091112c136bab1f04e7ae6cbbe0024c0a0b82
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200807-dfcc0b1-NIGHTLY		c21517decd0491de698b32fcc59cb1ad6a66edc7
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200810-74ba21c-NIGHTLY		01f699ea6769cd1782f0838cc2c67e1afc928b20
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200811-56c8e7b-NIGHTLY		dbdb493cbf6ecd752c3a78278f85642b10020f6a
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200812-28069b6-NIGHTLY		8de63ba2f6684be7a5c107f402b2352fa78aa643
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200813-550e969-NIGHTLY		bb957b50596228b4d5bc88e6fb75d7b0c8782b2a
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200814-a92473b-NIGHTLY		b28a7c92c7acac0911d0c8a3ee27735ac9c247f4
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200815-0e67451-NIGHTLY		21fda84e67a87693ca90c08d74be65983fde7371
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200816-15a6c8b-NIGHTLY		5aa04ab75abdacfc42f3c736f5144d4473c916c8
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200817-15ae0aa-NIGHTLY		e576032b62c5123df00554a3104e46dfe2bbbbb4
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200818-64a239f-NIGHTLY		9f547700dd927a311a6298a562ea81fa652bcdc1
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200819-6e6f67b-NIGHTLY		c0ccbe24e887281b5b1873b588b5743a183e28b7
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200820-1431be2-NIGHTLY		be34d4f6d9199512b3f34d07d169f129ecdaa05d
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200821-387c562-NIGHTLY		0aae71bc0000c25207f4a6d4c1e16e114e9cf9e0
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200822-0d36979-NIGHTLY		bb7a9c1147eda30d3849d68a4b22b2f4bc5a2e92
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200824-239254a-NIGHTLY		f0c180762e0e7dceb07a55ad140f3e40f30eb8cc
ch.epfl.lamp	dotty-interfaces	0.27.0-bin-20200826-2e58a66-NIGHTLY		0da54f3909ea98d573c488fe36833b396cb7795e
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200827-757e431-NIGHTLY		fed25a261d072aa9a96d16616df9bee9dba24e4b
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200828-4c99388-NIGHTLY		7691a5bec4a234e6dfae372901e5abe4b63cef70
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200901-0d22c74-NIGHTLY		78460b2e56cc652fc6364d3dce3875b289b0f6f0
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200902-95a6b44-NIGHTLY		16c367d6f33860591ece3a6b09d759aa87858074
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200903-b3f908d-NIGHTLY		f7dd92824b40cda89d570d5738930f0ca364e28b
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200904-1ab71c1-NIGHTLY		6b0b15870e908e3b2adac158a81cddb7110d483b
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200905-8c94870-NIGHTLY		983172b2b4f1b1a986c388134a06692dca20d6de
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200907-101e620-NIGHTLY		fedc6e94fe0d21d5a64282e31037728e7635c422
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200908-ce48f5a-NIGHTLY		8f03807a115261d922cd7cbd54443c7d48c142c3
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200911-b226ff1-NIGHTLY		b0ad3bd78aa59bde3b7a84355bbc85e4f4b4db1a
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200914-cbb05c8-NIGHTLY		ff8a980a7ef55724504d6abaee1b67ba4ae44f19
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200915-5c422e2-NIGHTLY		9b2c296ccf47553815f36263bb7d379c44d7a1bd
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200916-a05fc4b-NIGHTLY		86f29851ca6ce6147afb1a5630057290a4b05bcd
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200918-333ab8e-NIGHTLY		4fe006d6280546b1f82f582f2a2d76c7e880faeb
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200920-e99793e-NIGHTLY		8465cb9c5128d5098085206bd808b00aba66cf25
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200921-18578b3-NIGHTLY		8891566f290538bf5998e2aeb65ac65d6d92b467
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200923-af1b4a0-NIGHTLY		fa8a810928646a08c9bca00364d117c0859faa58
ch.epfl.lamp	dotty-interfaces	0.28.0-bin-20200924-7ee3a20-NIGHTLY		9bf7574bf599f1fcb324fe1a174f096e811db843
