aero.champ	cargojson	1.0	-	f37a0a83adfd408d8cf44059ac4b1a57e8dc7eee
org.talend.sdk.component	component-runtime-junit-base	1.31.1	-	80e3fb4e3c6d2cb0e6bc275f83181989ff1346dc
org.talend.sdk.component	component-runtime-junit-base	1.31.2	-	4f2df755f9d222d8313d10e11b87209d7335fc71
org.talend.sdk.component	component-runtime-junit-base	1.32.0	-	4e8ce93585fa139e9e1e7c4dda60b69cc35d09b2
org.talend.sdk.component	component-runtime-junit-base	1.32.1	-	2efebfe700cdc73e8af0188815c978b1be88a476
org.talend.sdk.component	component-runtime-junit-base	1.32.2	-	17ae449d42822234a03a313525d310b2cc406569
org.talend.sdk.component	component-runtime-junit-base	1.33.0	-	74dd8e3b7278b567228f40d6e0be2ffaada62716
org.talend.sdk.component	component-runtime-junit-base	1.33.1	-	a3df029d9110be4ae2ebd4fecabea05f16e183ca
org.talend.sdk.component	component-runtime-junit-base	1.33.2	-	f3cfb084b2a46767fc62a84ced786db1dd69db64
org.talend.sdk.component	component-runtime-junit-base	1.34.0	-	714147157df666daa6f83e2abd0625cc7a34845a
org.talend.sdk.component	component-runtime-junit-base	1.34.1	-	704ac2196dc129f2e083ffb2f99e1ce2ffcd8a02
org.talend.sdk.component	component-runtime-junit-base	1.35.0	-	39c39a9d8d7f42e606ff79449b063f54d7c969c7
org.talend.sdk.component	component-runtime-junit-base	1.35.1	-	451710acc29df247a8bd530601a3a309468d24cc
org.talend.sdk.component	component-runtime-junit-base	1.36.0	-	c75bbdd8cd9bab051d556fa64ffac4b0a1f4934a
org.talend.sdk.component	component-runtime-junit-base	1.36.1	-	656c9b031727f80881829cf5d046f98746d136c8
org.talend.sdk.component	component-runtime-junit-base	1.37.0	-	f8238c2432757bf3d8a4baad4712d69c3be9d6a8
org.talend.sdk.component	component-runtime-junit-base	1.37.1	-	a78fad07ee711b45dd5c55a0b142ece4a1bea5ac
org.talend.sdk.component	component-runtime-junit-base	1.38.0	-	14aae5ba51024253fcfd2077ee50b5c2751574b1
org.talend.sdk.component	component-runtime-junit-base	1.38.1	-	7eefb89af417299fc20eb851563b584e917de1bb
org.talend.sdk.component	component-runtime-junit-base	1.38.10	-	2e268c822e552dd8efa2d8db585639d337e0eeed
org.talend.sdk.component	component-runtime-junit-base	1.38.11	-	32d512f81f768fb8adf47533905993f7399bbec5
org.talend.sdk.component	component-runtime-junit-base	1.38.12	-	a7d46d7f3261931c40a8e930097bfc5ef99804f9
org.talend.sdk.component	component-runtime-junit-base	1.38.13	-	94c81b46056180b31c67ea68a346e7858f9a1930
org.talend.sdk.component	component-runtime-junit-base	1.38.14	-	59191aca4944d4e3f7a9f7013527aadf3e67b40f
org.talend.sdk.component	component-runtime-junit-base	1.38.15	-	844f73414448665647036b5963a73f1f05017bb1
org.talend.sdk.component	component-runtime-junit-base	1.38.16	-	30527e364541c9bf997a61bbf5ed68cdf6a3d6bc
org.talend.sdk.component	component-runtime-junit-base	1.38.2	-	6adf90196f76cdf149a1a225b0016b8fa2ec07e5
org.talend.sdk.component	component-runtime-junit-base	1.38.3	-	cf9f5fd32d13056bfe83a9f3e254e9c71f18ccf0
org.talend.sdk.component	component-runtime-junit-base	1.38.4	-	56fb1abc647ac3051cc5bcd57f4515b3d0ac4b09
org.talend.sdk.component	component-runtime-junit-base	1.38.5	-	86469cbb8b8ec7d299abf2abcfbcefcb6e54a631
org.talend.sdk.component	component-runtime-junit-base	1.38.6	-	8fe3ab42a6b0d9e4454cb7011a8661f813290ba4
org.talend.sdk.component	component-runtime-junit-base	1.38.7	-	3f815c165e2fe005aa7d98798bdbf5fc2a2c8512
org.talend.sdk.component	component-runtime-junit-base	1.38.8	-	4a9353f4f7108829992d2ce79519cd97f87eeeb0
org.talend.sdk.component	component-runtime-junit-base	1.38.9	-	a87dea3e7f1213759668f3cf13e59aabffd27d60
org.talend.sdk.component	component-runtime-junit-base	1.39.0	-	1058e535e3701698940fcf739a04653fa11abec5
org.talend.sdk.component	component-runtime-junit-base	1.39.1	-	a9081115297aa239bdef5c9a63289d12fb395af7
org.talend.sdk.component	component-runtime-junit-base	1.39.2	-	4a7bea70f68e5a41b9a53d72087fb36b7d9eea24
org.talend.sdk.component	component-runtime-junit-base	1.39.3	-	2dbc0323923ba2ce7d6332b8871ffe9397678f4a
org.talend.sdk.component	component-runtime-junit-base	1.40.0	-	e263a7f613d7cd547a947c964d85f59e5cff8cd4
org.talend.sdk.component	component-runtime-junit-base	1.41.0	-	a1c6b4e995f60ff7dea56ecbda196790e43cba5c
org.talend.sdk.component	component-runtime-junit-base	1.41.1	-	67e9140cc4c044bf6624746bc3c5483bed6e1341
org.talend.sdk.component	component-runtime-junit-base	1.42.0	-	189cdb41de117f5d62350f85841714044b4603c5
org.talend.sdk.component	component-runtime-junit-base	1.43.0	-	c8fb4785508c4dee51b0e3e4625b019328eda777
org.talend.sdk.component	component-runtime-junit-base	1.43.1	-	dde5dbf8a7712a9e504375266a8e5c84dbd6cf95
org.talend.sdk.component	component-runtime-junit-base	1.44.0	-	c352d0887cb12f5268831a6b6da016653a3373ad
org.talend.sdk.component	component-runtime-junit-base	1.44.1	-	4ff76df44c4d8f56dd0a1f10f4208f28efdfa810
org.talend.sdk.component	component-runtime-junit-base	1.44.2	-	d5a5468d9ea70c6af58c573cec548dbd7148928c
org.talend.sdk.component	component-runtime-junit-base	1.44.3	-	853d02251dc9c68073bef52502ca9f9bb80ce8ea
org.talend.sdk.component	component-runtime-junit-base	1.45.0	-	089b3d2fdc7910c50762d2a39058f18704d11bba
org.talend.sdk.component	component-runtime-junit-base	1.45.1	-	2a78d6fbd42865f1872dbd4679b40bc38d46fa25
org.talend.sdk.component	component-runtime-junit-base	1.45.2	-	52014186b159f41b10b2b2000565d2f2ede664b0
org.talend.sdk.component	component-runtime-junit-base	1.46.0	-	b82320c48db63638ff23e6e90ce961705d545adb
org.talend.sdk.component	component-runtime-junit-base	1.46.1	-	55c10a4f632e4d9b82c5377bbc085c9b0fd38af6
org.talend.sdk.component	component-runtime-junit-base	1.47.0	-	af38ea6f067bf33de629ff6d78e42713a2366e47
org.talend.sdk.component	component-runtime-junit-base	1.47.1	-	85dab950b6f02e197831e89753c2474f87a38c96
org.talend.sdk.component	component-runtime-junit-base	1.48.0	-	688ade30c79c4fa8e892efa3ce0e99be1268a084
org.talend.sdk.component	component-runtime-junit-base	1.48.1	-	3a22330d6b9124eecd53395c1a10f4c99f068303
org.talend.sdk.component	component-runtime-junit-base	1.49.0	-	27a89e68b5b2399396ee8a42fba09018a1382045
org.talend.sdk.component	component-runtime-junit-base	1.49.1	-	57a23ab4543782894d4cecc49b83ccacae7b80a4
org.talend.sdk.component	component-runtime-junit-base	1.50.0	-	b644544c076bc1b62ae0c102cf62263b8f42347d
org.talend.sdk.component	component-runtime-junit-base	1.50.1	-	e9846b66ff5381e867b03684c3294f9abf792b03
org.talend.sdk.component	component-runtime-junit-base	1.50.2	-	65077356f70a796a46fdd65943cb6a1ed425d8ef
org.talend.sdk.component	component-runtime-junit-base	1.50.3	-	3f73b8625ece1e51f720e93770da3eeab957706a
org.talend.sdk.component	component-runtime-junit-base	1.50.4	-	ebd7df5940141461ef6b112352467175bcbb651a
org.talend.sdk.component	component-runtime-junit-base	1.51.0	-	542676ce6ddd92a65641c9d190a20363f6045034
org.talend.sdk.component	component-runtime-junit-base	1.51.1	-	a3f846a051324dc88a1642bb8f01b58f6c936993
org.talend.sdk.component	component-runtime-junit-base	1.51.2	-	61ae756701c6387d25a1fcd5fcaa802e3408adba
org.talend.sdk.component	component-runtime-junit-base	1.51.3	-	3f3da662cd62fc12729c74b00e1ced02774f161b
org.talend.sdk.component	component-runtime-junit-base	1.51.4	-	80ec94f6b1f753a3b1786ee10cd07740f41527ff
org.talend.sdk.component	component-runtime-junit-base	1.52.0	-	ff3ac9800ee904acab29d83344de26611021fb27
org.talend.sdk.component	component-runtime-junit-base	1.52.1	-	1cc25980d1ccb862ac634dbb855d6acceb28bc6f
org.talend.sdk.component	component-runtime-junit-base	1.53.0	-	edf63caf28a783117a2f9214d0b71c3a3f0e7823
org.talend.sdk.component	component-runtime-junit-base	1.53.1	-	9d9e7a98a59226e9c9e7829fbab72e014692dc2b
org.talend.sdk.component	component-runtime-junit-base	1.54.0	-	9ff2b05235619effab8d2b35d77a3bca70734a8c
org.talend.sdk.component	component-runtime-junit-base	1.54.1	-	1a0cb5db6e004460d2e0048458a5ba7892f0da75
org.talend.sdk.component	component-runtime-junit-base	1.55.0	-	6ff60949c437d80032857bb8517ab2fcca612c6f
org.talend.sdk.component	component-runtime-junit-base	1.55.1	-	5dca3609c8f4d6c2550b3e969708e84c3dffe1d3
org.talend.sdk.component	component-runtime-junit-base	1.55.2	-	c1c4f064662cbec3bdd96eec6d2186e5f3c5ee72
org.talend.sdk.component	component-runtime-junit-base	1.56.0	-	7e4b652f3b479a887aabf5752b1d0c47d662bf59
org.talend.sdk.component	component-runtime-junit-base	1.56.1	-	622bc462a153c325589e32a65a4a867cb7daec58
org.talend.sdk.component	component-runtime-junit-base	1.56.2	-	68e7b6bb6c29976196d512a84a6ee1b5a1e3f6ab
org.talend.sdk.component	component-runtime-junit-base	1.56.3	-	731a42e4d75e57813b2b750fdff291dd1072f586
org.talend.sdk.component	component-runtime-junit-base	1.57.0	-	5829235b0420d38688f67937b8a23587d5588a3e
org.talend.sdk.component	component-runtime-junit-base	1.57.1	-	f9bf0fb87ed74e2e13c4b77933dcaf5febc68f75
org.talend.sdk.component	component-runtime-junit-base	1.57.2	-	a6ae2726eefd8701b10cf507a1066dc445ccec25
org.talend.sdk.component	component-runtime-junit-base	1.58.0	-	e2c3f5de935893559a42142b69a3dc22e1ae66be
org.talend.sdk.component	component-runtime-junit-base	1.59.0	-	2443aca587eff52b996d55df123757d22929f91c
org.talend.sdk.component	component-runtime-junit-base	1.60.0	-	e14517bad17707d64836c3e1fbd8f145905218f3
org.talend.sdk.component	component-runtime-junit-base	1.61.0	-	9da76b6880427e0c396316f863be9428db523bed
org.talend.sdk.component	component-runtime-junit-base	1.61.1	-	5253a08584e13c9dc57cd242a369b3909634c1e7
org.talend.sdk.component	component-runtime-junit-base	1.61.2	-	3e1e7ae441e73025a5841b64023dfa85ca1ad5d6
org.talend.sdk.component	component-runtime-junit-base	1.62.0	-	b2aa6cfa0529c0865cc2c208cbabdc89a55f0244
org.talend.sdk.component	component-runtime-junit-base	1.62.1	-	c70509f9ea28ed34b0cc69835869bfccbc531b85
org.talend.sdk.component	component-runtime-junit-base	1.63.0	-	edf770db0af730c7a5410742c47e7f0a678554a9
org.talend.sdk.component	component-runtime-junit-base	1.64.0	-	3042aafdb715d38fe721848919fb75d6bce6a737
org.talend.sdk.component	component-runtime-junit-base	1.64.1	-	89d0655429eb505c5f67c6bd50951afc5e6198ff
org.talend.sdk.component	component-runtime-junit-base	1.64.2	-	506520c3c9e62ff823f46cc9bafa8bb061379f4e
org.talend.sdk.component	component-runtime-junit-base	1.64.3	-	4e38147c7313ef2a5f538dc38b961b4f4b2579df
org.talend.sdk.component	component-runtime-junit-base	1.64.4	-	45f46c72a55acba9c323aec703f6e6351ac21b33
org.talend.sdk.component	component-runtime-junit-base	1.64.5	-	b7b7ce95e04d04f585025b4950d3af19f000ba80
org.talend.sdk.component	component-runtime-junit-base	1.64.6	-	33a377db5c088d83350be76b9032abddbcb619a5
org.talend.sdk.component	component-runtime-junit-base	1.64.7	-	fb3dbe0ba4b1a5bf2ea75d1f7bbce87ffaf063a7
org.talend.sdk.component	component-runtime-junit-base	1.64.8	-	e1f1378bc4e8b8389503173fc3d35c2897378d06
org.talend.sdk.component	component-runtime-junit-base	1.65.0	-	5c3f231468519423cb145f6d4b6db0fd32a442fe
org.talend.sdk.component	component-runtime-junit-base	1.65.0M1	-	609607430d8d4a8443e529012bef083fcc79b096
org.talend.sdk.component	component-runtime-junit-base	1.65.0M2	-	3e44567bf669813e9a707589dbb2f4f4980f5cc2
org.talend.sdk.component	component-runtime-junit-base	1.65.0M3	-	57acbe330073aba8f2b2ae725f1d8338a859a3ca
org.talend.sdk.component	component-runtime-junit-base	1.65.0M5	-	f20ba4742a082efc07a0565ab02af944e501ccf4
org.talend.sdk.component	component-runtime-junit-base	1.65.0M6	-	359021d33baa016d4e19a4e64eba1db25e779bf9
org.talend.sdk.component	component-runtime-junit-base	1.65.0M7	-	9e58becbc3a90fb36525b021be3ffd5230964fd8
org.talend.sdk.component	component-runtime-junit-base	1.66.0	-	5d4b064611612b19b55b53558613935c0f92a045
org.talend.sdk.component	component-runtime-junit-base	1.67.0	-	1bee128de9f65d61cebcfc6e9f95d8f497d4d1c4
org.talend.sdk.component	component-runtime-junit-base	1.78.0	-	ef3f6575c57618671c99d8cabb768127dfe484ce
org.talend.sdk.component	component-runtime-junit-base	1.78.1	-	6aa1ba7b70438e4ba64602af645daa7aee0df20c
org.talend.sdk.component	component-runtime-junit-base	1.79.0	-	c07baedde82481495ecb984aadc9996485ee7d8b
org.talend.sdk.component	component-runtime-junit-base	1.80.0	-	ef2aa5151c3c491d6ada49589630cc6e76a225b1
org.talend.sdk.component	component-runtime-junit-base	10.57.0	-	b86b127c6c83139dc52a796e371a5e7a7e6932d8
org.testifyproject.resources	zookeeper	0.9.2	-	7c051f21d136028d927b373817c0402b1bf905e7
org.testifyproject.resources	zookeeper	0.9.2	0.9.2-3.3.0	7c051f21d136028d927b373817c0402b1bf905e7
org.testifyproject.resources	zookeeper	0.9.3	-	c1cd3dbd474ed51b5b37bdcd3b3739b72b049a51
org.testifyproject.resources	zookeeper	0.9.3	0.9.3-3.3.0	c1cd3dbd474ed51b5b37bdcd3b3739b72b049a51
org.testifyproject.resources	zookeeper	0.9.4	-	cdd17b6ce94f9a267056a750e2d9eb1e20bfd59c
org.testifyproject.resources	zookeeper	0.9.4	0.9.4-3.3.0	cdd17b6ce94f9a267056a750e2d9eb1e20bfd59c
org.testifyproject.resources	zookeeper	0.9.5	-	72f926dc782d3066449dc68b8f90d19c13a4e29a
org.testifyproject.resources	zookeeper	0.9.5	0.9.5-3.3.0	72f926dc782d3066449dc68b8f90d19c13a4e29a
org.testingisdocumenting.znai	znai-website-gen	1.35	-	99c6fbedc2a8e29acd3b9efbc409f5206ffbb851
org.testingisdocumenting.znai	znai-website-gen	1.36	-	906e378ea2f56db30de2cf77448b34c6f3c77631
org.testingisdocumenting.znai	znai-website-gen	1.37	-	80b4b28910afbb397473cf8b37b5e7f04c81feb0
org.testingisdocumenting.znai	znai-website-gen	1.38	-	d556ceb624c8f2a896a75175e11edd3548702ef4
org.testingisdocumenting.znai	znai-website-gen	1.39	-	a11a672b935769f1815c4467b1b257ff9c303640
org.testingisdocumenting.znai	znai-website-gen	1.40	-	cb988118c11eb55a05b787897b2902e59c155764
org.testingisdocumenting.znai	znai-website-gen	1.40.1	-	e3c2abc01a549c39214fc62adde06849f2563524
org.testingisdocumenting.znai	znai-website-gen	1.40.2	-	269bb9fecf080f3831ff196c17639ddd0ba3e60b
org.testingisdocumenting.znai	znai-website-gen	1.41	-	b969d061a1a27e8d499f08bf995c48b7f1b9ade6
org.testingisdocumenting.znai	znai-website-gen	1.42	-	9c303c3685e3d20a070eeb2ff0322528cf2bba09
org.testingisdocumenting.znai	znai-website-gen	1.43	-	dd618b7d458dda8e12bb1ad9df606758bd55dc8c
org.testingisdocumenting.znai	znai-website-gen	1.43.1	-	49f5dfa0491c4b7143e6584c6da6fe09a23745f6
org.testingisdocumenting.znai	znai-website-gen	1.44	-	fc75eb06ffa43d2b9cc96334713877928995b5b9
org.testingisdocumenting.znai	znai-website-gen	1.45.1	-	deebec261673462de4799a030878bc1658efc4f2
org.testingisdocumenting.znai	znai-website-gen	1.46	-	b3b4f238da09b4230008fbcb5eea536d05abdfbb
org.testingisdocumenting.znai	znai-website-gen	1.47	-	b7251a931f01d9b2760fedc5309544147b92c937
org.testingisdocumenting.znai	znai-website-gen	1.48	-	442a0a05e5c61f3385fb6faff369c09dab327a49
org.testingisdocumenting.znai	znai-website-gen	1.49	-	2f84a2ac8c474132e64bf0ae77115950b2630c42
org.testingisdocumenting.znai	znai-website-gen	1.50	-	f7a243480fe08b4879cef809698df32854fb663b
org.testingisdocumenting.znai	znai-website-gen	1.51	-	a436a8549eb8722f8c510475f47c8b58a73bc0bb
org.testingisdocumenting.znai	znai-website-gen	1.52	-	2789abc55428a6bf29fd325349398999f56a1c2a
org.testingisdocumenting.znai	znai-website-gen	1.53	-	f0c28c9a509f97d0f0d675073666553bf94c4b0d
org.testingisdocumenting.znai	znai-website-gen	1.54	-	fc0d55d28fff3b98d8402ee5cc19695e8c104fe2
org.testingisdocumenting.znai	znai-website-gen	1.55	-	c6592b3f85a44b077ae89ec55d15f5dc42c2cdfe
org.testingisdocumenting.znai	znai-website-gen	1.56	-	ee65f1f4761d09a65427df757a18f6fdd1b1783d
org.testingisdocumenting.znai	znai-website-gen	1.57	-	70ceb8ddba805e8a66f32110929c481f19bb795a
org.testingisdocumenting.znai	znai-website-gen	1.58	-	8d7d2828df7d63cad63acdd9fddc3025b49417f4
org.testingisdocumenting.znai	znai-website-gen	1.59	-	f870ed07df46da4053709af6b2d4b881a226b204
org.testingisdocumenting.znai	znai-website-gen	1.59.1	-	735dcc6e6dae9830b227ca317031ea2485019772
org.testingisdocumenting.znai	znai-website-gen	1.60	-	bc47e809c6d82ea2971c96d52d8c242c40d55614
org.testingisdocumenting.znai	znai-website-gen	1.61	-	7b58fc7249a17370e508129063b1e99dc74e8da3
org.testingisdocumenting.znai	znai-website-gen	1.61.1	-	1b603e4e19238a52cc272e789035d3b62ef709ae
org.testingisdocumenting.znai	znai-website-gen	1.61.2	-	280469c1ff4816b82c768f22561365eaf75d050d
org.testingisdocumenting.znai	znai-website-gen	1.62	-	08ccdb5c4f903d87006190203a9ce0ff2204004f
org.testingisdocumenting.znai	znai-website-gen	1.63	-	ed2df25380298da9b708db6e31ae828d05d0157e
org.testingisdocumenting.znai	znai-website-gen	1.64	-	23d48186a07f2caf3fefe79d5c23c5d938495e6d
org.testingisdocumenting.znai	znai-website-gen	1.65	-	5b3283d2cec77d18e40a8295a5066a35f9d23512
org.testingisdocumenting.znai	znai-website-gen	1.66	-	117ac78772e718d32702d1c2dc25823393b8196a
org.testingisdocumenting.znai	znai-website-gen	1.67	-	f92745a33d47d3c58576e9e73bfe4f0c9ed6e4e8
org.testingisdocumenting.znai	znai-website-gen	1.68	-	72a4e980ef300dd25a4ac135ad386f68f3a3f82e
org.testingisdocumenting.znai	znai-website-gen	1.69	-	992c8154f79b4ce8eb09463dbbcb98ee28ffc695
org.testingisdocumenting.znai	znai-website-gen	1.70	-	3621b3f9f01e5869d1b3634baf419a074263074c
org.testingisdocumenting.znai	znai-website-gen	1.71	-	d63a84038e02b1409185581003fe93e4ea1f3e87
org.testingisdocumenting.znai	znai-website-gen	1.72	-	c7f4a2915b2945c8dfb762d06ace136674260fda
org.testingisdocumenting.znai	znai-website-gen	1.73	-	842a53244045718b22240e99d38352e41ff61b84
org.thingsboard	springfox-swagger2	3.0.1	-	9d409515e2becce227b5e752659c59ef496e1307
org.thingsboard	springfox-swagger2	3.0.2	-	b52c236a5a3526e64f7600ab23aa0303a0a79b04
org.thingsboard	springfox-swagger2	3.0.3	-	fc3f049570456d6a4a7c1b7bf798033cc724ce8c
org.thingsboard	springfox-swagger2	3.0.4	-	f6b97a57de05a9a9ab4be4253d6c0b6dd527c6b3
org.tinygroup	pluginmgt	0.0.3	-	f1e2cb3df7068b043dd3961188368874f10d3275
org.tinygroup	pluginmgt	0.0.4	-	48ac498184bdddff6489b366c0f60ac501ffe6f6
org.tinygroup	pluginmgt	0.0.8	-	2a6552b6e1f058d8da9192b135177bef102538f8
org.tinygroup	pluginmgt	0.0.9	-	49b946cde1c351e341fb113af81abeb0e4e395cd
org.tweetyproject.arg	delp	1.18	-	79e7b2ec6fafd60f21bfbb74a5db10860c96eb39
org.tweetyproject.arg	delp	1.19	-	566720df28d647fdd1fbcf55d1dfd2ff19b44dd1
org.tweetyproject.arg	delp	1.20	-	7a0f049987821ecff7836ce5ee789f760c75fa81
org.tweetyproject.arg	delp	1.21	-	42c4bf73136c5bfcafc8c9f00cdd170e72ab7448
org.tweetyproject.arg	delp	1.22	-	bba4f33a2ce3d097f6e31f6fd67f74177a707c3d
org.tweetyproject.arg	delp	1.23	-	9ab40530e32394a423c21992f404a8ec3d7ea120
org.tweetyproject.arg	delp	1.24	-	9843d77468992ed506ecbd29a9c684bb8c1509b2
org.tweetyproject.arg	delp	1.25	-	9240839eb18c4e7ec488fd3d9baa94aef6344c5f
org.tweetyproject.arg	delp	1.27	-	69961622da7f23edc124358e7b49bdb1b376bb7a
org.tweetyproject.arg	delp	1.28	-	95150fab381393252bf3c7d4b3490249c336bfbc
org.typelevel	cats-effect-laws_2.13	2.0.0	-	4cfed07cf485c0759da361e99e4cf723295fa6f3
org.typelevel	cats-effect-laws_2.13	2.0.0-M4	-	4837a177a298c5e4ef2c8410046905994d938efa
org.typelevel	cats-effect-laws_2.13	2.0.0-M5	-	4a104b91961e13589efa3f74c5570467c1bd5ae3
org.typelevel	cats-effect-laws_2.13	2.0.0-RC1	-	24ab6be574d518f2ffdcc0a584bad4a87eeadbdb
org.typelevel	cats-effect-laws_2.13	2.0.0-RC2	-	c3b42d6944408ee3d848608bb1b4023d32732e76
org.typelevel	cats-effect-laws_2.13	2.1.0	-	d2104e8343e90472db98f0e87a7c780c6fec5a3c
org.typelevel	cats-effect-laws_2.13	2.1.1	-	dd4e844b2d0e90ad8e7693712e79b2c5f456f681
org.typelevel	cats-effect-laws_2.13	2.1.2	-	74eeff1ca73f7b012d916808b6e326d1ccaba347
org.typelevel	cats-effect-laws_2.13	2.1.3	-	16965dd96e20248aeb10805a69cb87926b452cd9
org.typelevel	cats-effect-laws_2.13	2.1.4	-	36e96a8a12bc01663c75d940fb96d287b63f6f4c
org.typelevel	cats-effect-laws_2.13	2.2.0	-	261f7184838ed0ab5500b9aaa8447960fddb2b86
org.typelevel	cats-effect-laws_2.13	2.2.0-RC1	-	f632adac06e66822becb52a0d8bfb447d151d42a
org.typelevel	cats-effect-laws_2.13	2.2.0-RC2	-	42734c2fd7de8724c4a550c57b4c5fcb52d55d57
org.typelevel	cats-effect-laws_2.13	2.2.0-RC3	-	7be42c1df1c0a45fb2235dce7b2a535e81c4fde2
org.typelevel	cats-effect-laws_2.13	2.3.0	-	9c861ed8dd4dc65b4927dd4161c8270ae7185481
org.typelevel	cats-effect-laws_2.13	2.3.0-M1	-	e934b0d4b0f51d77c33f91cdda282cc2d7900a93
org.typelevel	cats-effect-laws_2.13	2.3.1	-	61e6178e701c764cb55f177317b82b7dd7e674d1
org.typelevel	cats-effect-laws_2.13	2.3.2	-	8a758048510c9f4599b99ffc6bbdd8c6ba0dcc6d
org.typelevel	cats-effect-laws_2.13	2.3.3	-	959475477c5bda70e2573f829a2ebf8e5aa5406c
org.typelevel	cats-effect-laws_2.13	2.4.0	-	a65e35adbc16d293137df40c7ed70dc18b74cb26
org.typelevel	cats-effect-laws_2.13	2.4.1	-	39969f8a78e7eefee16ae91bdb81276a3782973a
org.typelevel	cats-effect-laws_2.13	2.5.0	-	f860af7dff8aa33b440e4bd3669ce5aaf780759b
org.typelevel	cats-effect-laws_2.13	2.5.1	-	6084715917c462e4bf527d44722b9caa1b94fb20
org.typelevel	cats-effect-laws_2.13	2.5.2	-	95135731c1695a5bc42240cf1e84368a0d224c30
org.typelevel	cats-effect-laws_2.13	2.5.3	-	e1923452db7cb0e97a7c877a738ccf1d7a0ccbfa
org.typelevel	cats-effect-laws_2.13	2.5.4	-	93b7fc0eb3cb7c153f972969b80de1ddb0113fe1
org.typelevel	cats-effect-laws_2.13	2.5.5	-	ab93ae83b5417b193d9b0b3279ea77ff8761ca22
org.typelevel	cats-effect-laws_2.13	3.0-0c02c7f	-	5c7d3387cebc532f52a6d90a7dfbb1c28cbdcce1
org.typelevel	cats-effect-laws_2.13	3.0-137-0edddb5	-	3f60c89418f6d576abc29a1cda8d5920ebe2c3eb
org.typelevel	cats-effect-laws_2.13	3.0-193-3231190	-	406ae26a2347b341f7b1fe1ad06a02f96f828656
org.typelevel	cats-effect-laws_2.13	3.0-26ef642	-	1f2e73703ce39eabb2bb5991cd3c25ac50c73b22
org.typelevel	cats-effect-laws_2.13	3.0-27-4e31907	-	b6b4a63d3cd59a24184df191a086cd00d2f01604
org.typelevel	cats-effect-laws_2.13	3.0-3f2b25c	-	8d62fc9ebc2e78a8ac393090e253ac56db11b177
org.typelevel	cats-effect-laws_2.13	3.0-42-83f5c56	-	0be7c0a741312450d54985d1f5607eab8947f533
org.typelevel	cats-effect-laws_2.13	3.0-64ae949	-	99480583fd70c9e6a486f5cb3d4ea1e4c24cc993
org.typelevel	cats-effect-laws_2.13	3.0-65-7c98c86	-	251cd8b618ecb708a7ae26dbfa68ff71fa5b3bbe
org.typelevel	cats-effect-laws_2.13	3.0-8006968	-	583f9b8baee2ecbf4fe719eca82f000b25aee887
org.typelevel	cats-effect-laws_2.13	3.0-805b021	-	4ff84614d1305e175bbb13c87f51cb61a6aa78a4
org.typelevel	cats-effect-laws_2.13	3.0-8096649	-	e42b38ce876f026ee79fe392c8789b6b70aeb4a8
org.typelevel	cats-effect-laws_2.13	3.0-80f5cc5	-	810ce00d74d09e41f2b47e21a1a7b4e168b5750b
org.typelevel	cats-effect-laws_2.13	3.0-87c19b5	-	96e678deec118befced0a6257a8bbca7e24d28e5
org.typelevel	cats-effect-laws_2.13	3.0-8a09def	-	b5d676ca547f390ad87842fa21e5cb4ac968bc5b
org.typelevel	cats-effect-laws_2.13	3.0-ac83d13	-	b46d9dc44f3065cbde84dd7b14588f7b76393936
org.typelevel	cats-effect-laws_2.13	3.0-bb20d55	-	01cad7c6bf6d7a92f417237f0c4086f17be1a7a2
