br.com.jbugbrasil.bot	telegram-api-parent	1.0-Beta		N/A
com.squarespace.template	template-core	2.8.32		9832932308dd4fc00c7c7702697389981629a2cd
com.squarespace.template	template-core	2.8.34		6bd482d5e683022a084d969da7571f8f2d58456e
com.squarespace.template	template-core	2.8.35		5d64d4cd515a7f748cedea86cc0da5e98b361ca6
com.squarespace.template	template-core	2.8.36		913c5efda72a7609f5349dc8299d40efc834d88a
com.squarespace.template	template-core	2.8.37		b3e556bda5586e423f492047d61ad6f53cfec55d
com.squarespace.template	template-core	2.8.38		cca50574398649fb5928c3dbf3a1d25b062f293d
com.squarespace.template	template-core	2.8.39		e30ccaec45a6d0ac006e28216c4916f7c79ac308
com.squarespace.template	template-core	2.8.4		0bdee8bdaef667a9cdf5594835329033c798d2db
com.squarespace.template	template-core	2.8.40		4b7475901c9ca59e33cd6e6cce1d89bd44aacf82
com.squarespace.template	template-core	2.8.41		271fa8cde6848df5c9ed1f8ab61d49ac524f329e
com.squarespace.template	template-core	2.8.42		125bec6418e80fc55b4d665ad5eba775c812ac94
com.squarespace.template	template-core	2.8.43		205bc4bd4bb2de30f5080e6361356bf2495fab48
com.squarespace.template	template-core	2.9.0		6b825eda53acbec0e4811de38c890c1772e10808
com.squarespace.template	template-core	2.9.1		82fef025fd2fd89d1101e0fcff302c261f2acb6d
com.squarespace.template	template-core	2.9.10		3dbda2f5e61666858326bbfad55c49d7e7f1b2eb
com.squarespace.template	template-core	2.9.2		10879a22d1da3025f30983eefc38cdb3bba9447c
com.squarespace.template	template-core	2.9.3		f6dc473e9e6478e57be3c4ba5c040abbfa17836a
com.squarespace.template	template-core	2.9.4		20e8af5cb357a1aab30fe792bdc40fd55f190c22
com.squarespace.template	template-core	2.9.5		183e1d8b4f36c51c583e4a0cdd70db7d2cba5d9f
com.squarespace.template	template-core	2.9.6		aa90a2d30028c25f03a5beffdf259a003e4ec74c
com.squarespace.template	template-core	2.9.7		0dd31eb5bcd8887d90949cbb8fc01ca9886a6c11
com.squarespace.template	template-core	2.9.8		3dffe0ebabe2221c560d11a87c21f9a1f35c24f7
com.squarespace.template	template-core	2.9.9		1eb1aca35c3185d64c32b411e66d10a613eaa22a
com.telefonica	tweaks	1.0.0		N/A
com.telefonica	tweaks	1.0.1		N/A
com.telefonica	tweaks	1.0.2		N/A
com.telefonica	tweaks	1.0.3		N/A
com.telefonica	tweaks	1.0.4		N/A
com.telefonica	tweaks	1.0.5		N/A
com.telefonica	tweaks	1.0.6		N/A
com.telefonica	tweaks	1.1.0		N/A
com.telefonica	tweaks	1.2.0		N/A
com.telefonica	tweaks	1.3.0		N/A
com.telefonica	tweaks	2.0.0		N/A
com.telefonica	tweaks	2.0.1		N/A
com.telefonica	tweaks	2.0.2		N/A
com.telefonica	tweaks	2.1.0		N/A
com.telefonica	tweaks	2.1.1		N/A
com.telefonica	tweaks	2.2.0		N/A
com.telefonica	tweaks	2.2.1		N/A
com.telefonica	tweaks	2.2.2		N/A
com.telefonica	tweaks	2.2.3		N/A
com.telefonica	tweaks	2.3.0		N/A
com.telefonica	tweaks	2.3.1		N/A
com.telefonica	tweaks	2.3.2		N/A
com.telefonica	tweaks	2.3.3		N/A
com.telefonica	tweaks	2.4.0		N/A
com.telefonica	tweaks	3.0.0		N/A
com.telefonica	tweaks	3.1.0		N/A
com.telefonica	tweaks	4.0.0		N/A
com.telefonica	tweaks	4.0.1		N/A
com.telefonica	tweaks	4.1.0		N/A
com.telefonica	tweaks	4.1.1		N/A
com.telefonica	tweaks	4.1.2		N/A
com.telefonica	tweaks	5.0.0		N/A
com.telefonica	tweaks	5.0.1		N/A
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0		50b1263f051f4365e881721a6a952f6ef1ebef81
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M1		91b6cf038e7f581fb7eac58fef9a75119f4a0aeb
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M2		fa692db667bdecf012101db17b1ca080cbb6df25
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M3		950128863a1fbaa6d5776d1955acec7f68d30a0c
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M4		52121204c8974d3532b711766d6a86d85ac8f76c
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M5		74be21d611ff2cf83afcb811515c5517667e78e3
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M6		ae1996e33d3b6b42bd3f6139a7028f77aca25e6b
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.0-M7		d4ffb207da72eafd310efa855bc6af69fb2cf0ba
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.1		7732ad5ba58528a97ec9d50e6e59b0d13d2e68a9
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10		88cc1902386f010ec7cc47d7999c0bc3f8bfa12d
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview1		b3b9165a16a01208d483022830c01b050755f9cb
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview10		91d8bf4627e1da5c15d7a6e313db6a2d643c5fbd
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview11		8c23b54307e9c209c91ee5920b47f13f7826823b
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview12		397ada8bdf3804d0fa68cb43c4f7b0615de7a94b
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview14		bb56737ed1cb00a69b2c7544259c55ba97e40472
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview2		56e91579cc68481ec9351d1ad69a1f840128e10d
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview3		48c1ea006887195a525800899700f2e4055315da
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview4		6f89787e86a3af38573a1c7e120e7127d7ba0103
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview5		ee5146c1a6d79275fd13f635b64ec580c369166e
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview6		a87b4232e176e8f49b68e81baa8b0bf7d8c69078
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview7		be1a0fe5a42779a0fb94c629541610472a93bdc7
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview8		a5c11d9d4b5ea9828e02a19a6bb3fcc300c72423
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.10-preview9		7c95753af1e859108e3d119c3065e728a47b3f3d
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.11		4938d027a79c1896d9914843cfc8065a32c52fbd
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.2		7d4a5514e40ba3bf0775dd6ba649782314e2ce4a
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.3		a3e28cf2f4719949c349746d28ac09e94f063f0b
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.4		939bcc227c216aa9a9a5449f83776f7f0d6fea94
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.4.tmp8		0738cd761c394d7a98774769d189c98cddd3eaf1
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.4.tmp9		82fec2be75b614b6b282db7f45241728d90365af
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.5		39dc75ba8733d8a5a4aebcd968f0d133d49e8f49
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.6		d99d9407ebb6554863d8041252b551a1367e3bf9
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.7		332e8e166e61f7381e1dcd9610d36cc51a15581a
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.8		ee30ef5f5a735c82bad9acc906858570981ff275
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.10.9		ab7a5afe8db0674ecb6305b1fece3986cd121b72
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.11.0-M1		d8d967d1cd435a6d917c9f73a5018ca9e6ba0bec
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0		c08a9622890ebb257a5becbef4c2fa98c749e7ab
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc1		a5c5b28e692363d147fdd31d08efa407ddd9f96a
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc2		6b423300ff86844c4635eaa4b2bfc4c9023ef31c
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc3		3bb770a2f19dc31da3bb1294b1125391cc64ab6f
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc4		840905ece90db2d0306dd8d2a965a2bbb1d99437
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc5		b1f32d726fa4f079e276ebf079572db554b62b3a
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc6		bbd583fb8bedab2ddf1eb3560a9834e9d74c32b0
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.0-rc7		a2dd4b6c106cc258c2dd82d5634d8dbcfa58dfa7
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.1		636350804771e7d31270ebdd82e06d8b39c423be
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.2		de86a50a552077116a5274168614d30d97cfd8a2
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.3		950af8f1cac6cbdde2a6543f0bc339f549637422
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.7.4		b4640810515002faeb1014dd61965d966e5e428f
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.0		ea76f9ff5cd16ee8910196749b588fe53ec40cef
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.0-RC1		cf9d681d84389b5cd0b3d65c8565d194166cf845
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.0-RC2		94284a0b75c8cf79de502e402d558b02cfec15f0
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.1		a3941467fd4e30382cfb5fc1dc5b75b1d5e2e8da
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.2		971e20ea4d3a8ee786c021ebe78607a5c0a53e61
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.3		0c188af33e8ee60931aadcc053f0db53f4267c25
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.8.4		966e32bb8de88c4f4cd61c3ed82dfecc76ec49d6
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0		844e66e6bb6dcf9d2d825a9a186c8f525e898833
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M1		54c0905148306942f533b2fa316702efb6956b64
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M2		15ffe68c7bb14deaf89dea6fad0cdf4282570687
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M3		a337c516309cd5115f942997bd13a650e670daff
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M4		4acd1f4dc7f819129fbf4f545979b1ccd8d68a5b
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M5		51638719c91067616bd280379052b274588ed8ae
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M6		6937d5bb88812da37c3ee2a279bc091656ccc690
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-M7		eac0af83525e747b6c04e0fdf36a373b77c26669
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.0-RC1		21834f9d11b71b348667c1d9fbe8af0f1128b780
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.1		612e7cec8b51e8e0baa65f64f6ab331af9de9c5c
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.2		07cfa33483978f195818c74ab10af5830ecdebd7
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.3		dcd9495ef883e10621efb19d90e315d22bf49957
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.4		08b562b4c7a68e6bfaf6d1e7217d76a99e295160
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.5		fc43ee67472b42f256b797aa9025a3cc27c78b46
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.6		2ae0212af8d17dce21cfccfa713bef3f588c3d9f
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.7		a91c09a326bf78f539ef35d380d150d0eaf1a4c0
com.thesamet.scalapb	compilerplugin-shaded_2.12	0.9.8		db6aede96f1f9b2fb68b7399357c657a76f3b396
com.typesafe.play	twirl-compiler_2.13.0-M3	1.3.15		ba2f02fe33e94015880ed67a803d2e8150274eab
com.typesafe.play	twirl-compiler_2.13.0-M3	1.3.16		83cf4dbfb55bcbed29e2f6766bac23dcbec1735d
com.typesafe.play	twirl-compiler_2.13.0-M3	1.4.0		06e63bc2a2d98d68d4087d7cbd35d5e04d6c531e
com.typesafe.play	twirl-compiler_2.13.0-M3	1.4.0-M2		a735bc5c6062f17285accab92e0ea13000aae22d
com.typesafe.play	twirl-compiler_2.13.0-M3	1.4.0-RC1		25361a5e02bbe0a7917ac8d4ba720f94d88149b3
com.typesafe.play	twirl-compiler_2.13.0-M3	1.4.0-RC2		8f6a63a95a1cc4aca366f84e0bc60f74fb469bbe
com.typesafe.play	twirl-compiler_2.13.0-M3	1.4.0-RC3		f28eb86d352714434d568abf40d0b115ec6d4b71
com.typesafe.play	twirl-compiler_2.13.0-M3	1.4.0-RC4		92110cddc1065c07f9725daee8db220bc0aa2834
com.ubirch.key	config_2.11	0.1.0		80914dddd02c13a06d3122c45b2593ed55295617
com.ubirch.key	config_2.11	0.1.1		2b5b1be6ca8f9e593f995e3691e72705b9bf30ad
com.ubirch.key	config_2.11	0.1.10		7b20456e958ed63b62dd453f93e4c13215bc72e7
com.ubirch.key	config_2.11	0.1.11		de2e9bc0ffb893051097ac6498921c4ff50befde
com.ubirch.key	config_2.11	0.1.12		c16c710c5f98f370e71fb3484e9ff6350ff72888
com.ubirch.key	config_2.11	0.1.13		57a1814aea3671db3515bb9cf82c40a982a203cb
com.ubirch.key	config_2.11	0.1.2		649beca82b7bd3146c9da265aabdfce174c98b4d
com.ubirch.key	config_2.11	0.1.3		bf508f11c1754048a86986e05788be592ed071cf
com.ubirch.key	config_2.11	0.1.4		59f1cda8a5d0c2f349727efafa7dc3fbf4171b4d
com.ubirch.key	config_2.11	0.1.5		30407b2bd32e29fc3f4f68912a009c87c6c469e6
com.ubirch.key	config_2.11	0.1.6		12435ce9be3c917b946e97f05f892f1b02559b61
com.ubirch.key	config_2.11	0.1.7		dfad95ded1b6dfeef12dccdbd3db6abc5bb5961a
com.ubirch.key	config_2.11	0.1.8		a0e4930f053bce08407b6d4dd773a8f4b6b4ee3e
com.ubirch.key	config_2.11	0.1.9		1078d7356c714e4c3589118df8b0c57ed89d3bae
com.ubirch.key	config_2.11	0.10.0		fd54dcb76a310829e37f91d7b3655a6baf0863d3
com.ubirch.key	config_2.11	0.11.0		dfb04a972baeaab44b0b610a492b4e75fd3c924d
com.ubirch.key	config_2.11	0.11.1		8647bbb567ad2289f920c18682cb1e846c6ef20c
com.ubirch.key	config_2.11	0.11.2		ec7a82b26893a765590e9b7bf0461222f7b69f24
com.ubirch.key	config_2.11	0.2.0		66f93302e7e8a104e6f0d0b63390e07db44a6b7e
com.ubirch.key	config_2.11	0.2.1		7ead12c816cad0d600039d1219a7725aae64f4e6
com.ubirch.key	config_2.11	0.2.2		877acf5882eb3a1561fefc937c6a9bb6f7290f9b
com.ubirch.key	config_2.11	0.3.0		2d47a8d5fdf3eb7d44cb7dcd15f2d64db0c5a09e
com.ubirch.key	config_2.11	0.4.0		25385faf8ff92eb4ea77e83412560c9844e97a45
com.ubirch.key	config_2.11	0.5.0		f75a568697fcc30e999a8cc0d6d927173ca066e9
com.ubirch.key	config_2.11	0.6.0		5dd11b59e02a352c593eae71ca6248524f0fbcd6
com.ubirch.key	config_2.11	0.7.0		95665c9dd1e4d4cbe249d8f6e874afab2aa2f815
com.ubirch.key	config_2.11	0.8.0		12ece79bd5792aa647fb9edd2c516139d27bf0cc
com.ubirch.key	config_2.11	0.8.1		695b9d7d5dc6a766b6b4d501b11e41a9e7d55fd3
com.ubirch.key	config_2.11	0.9.0		26a3f72226b0d927a34f4b2cf1a49285e3e9bb1c
com.wesleyhome.johksoftware.resource	jboss-vfs2-resource-loader	1.0.1		6c42bd85b6894b264a14792979e2204ba064a0e3
com.wesleyhome.johksoftware.resource	jboss-vfs2-resource-loader	2.0.0		7216a6874ce0361f70775d17fe941fe7b862ef40
com.wudgaby.platform	rate-limiter-core	1.0.0		9b6988982a01e6f415a73f6950fd584187afb8fd
com.wudgaby.platform	rate-limiter-core	1.0.2		cc68463c7d21f2e63b21c43a9b5683dcf3039dad
com.wudgaby.platform	rate-limiter-core	1.0.4		5491018ee70a2ac9b63c1fadb6ae55f30fa35af3
com.wudgaby.platform	rate-limiter-core	1.0.5		d36befe324a24ed29a468ce7b18bc201be1997b0
com.wudgaby.platform	rate-limiter-core	1.0.7		1c16c7f9466a5894e1915df2ea0d0eaec6b44679
com.wudgaby.platform	rate-limiter-core	1.1.0		6b58aba64950c03a5bb2e43bd9c0bfb05287bbb7
com.wudgaby.platform	rate-limiter-core	1.1.2		d7c52535bc6cd22a692ec21973a86f81e5645cf0
com.yeskery.nut	nut-tomcat	1.0.10		N/A
com.yeskery.nut	nut-tomcat	1.0.11		N/A
com.yeskery.nut	nut-tomcat	1.0.12		N/A
com.yeskery.nut	nut-tomcat	1.0.13		N/A
com.yeskery.nut	nut-tomcat	1.0.14		N/A
com.yeskery.nut	nut-tomcat	1.0.15		N/A
com.yeskery.nut	nut-tomcat	1.0.16		N/A
com.yeskery.nut	nut-tomcat	1.0.17		N/A
com.yeskery.nut	nut-tomcat	1.0.18		N/A
com.yeskery.nut	nut-tomcat	1.0.19		N/A
com.yeskery.nut	nut-tomcat	1.0.20		N/A
com.yeskery.nut	nut-tomcat	1.0.21		N/A
com.yeskery.nut	nut-tomcat	1.0.22		N/A
com.yeskery.nut	nut-tomcat	1.0.23		N/A
com.yeskery.nut	nut-tomcat	1.0.24		N/A
com.yeskery.nut	nut-tomcat	1.0.25		N/A
com.yeskery.nut	nut-tomcat	1.0.26		N/A
com.yeskery.nut	nut-tomcat	1.0.27		N/A
com.yeskery.nut	nut-tomcat	1.0.28		N/A
com.yeskery.nut	nut-tomcat	1.0.29		N/A
com.yeskery.nut	nut-tomcat	1.0.30		N/A
com.yeskery.nut	nut-tomcat	1.0.31		N/A
com.yeskery.nut	nut-tomcat	1.0.32		N/A
cz.vutbr.fit.layout	fitlayout-patterns	2.0.2		c891bc879d10fc3cc848ef2f0d13b7c2f2d689fd
cz.vutbr.fit.layout	fitlayout-patterns	2.0.3		bc01bbeca92495eb2a8e3038356778fb219d6e6d
cz.vutbr.fit.layout	fitlayout-patterns	2.0.4		4a384c008f3fd0f7a2f8eb0dbaecb0e67d5a9949
cz.vutbr.fit.layout	fitlayout-patterns	2.0.5		eb04d28636b5fe16c23a8ef250e49a66bbdffe7a
cz.vutbr.fit.layout	fitlayout-patterns	2.0.6		7eb1cef092f490698ef4290e926620763d44909a
de.akquinet.jbosscc	jbosscc-javaee6-modular-ear-archetype	1.0		6e0eede61dab454fc53ba07b2454a0d67c5c9c11
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.0.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.0.0	metadata	e12192f1239b01853a57a1b1c1e6cf571fbaf255
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.1.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.1.0	metadata	896da9c440cf92d09ef3a8dbed59b9f83b80594d
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.1.1		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.1.1	metadata	94d24c894ffcbc674bf271a62e8242a829ce557e
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.2.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.2.0	metadata	09e519c94802b2f695b559fc03b175c3eab88a4c
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.2.1		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.2.1	metadata	8bf49fce3b6bf050a51cb36deffc40ecee57ae68
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.3.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.3.0	metadata	b858c63cbcde0f72b79828f3be1cd9b92f81c508
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.3.1		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.3.1	metadata	f12adc108260d8f19c19f55254dbde58a8ce02b4
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.3.2		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.3.2	metadata	e61afd3bf58de94788e142019608cd181caa10a6
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.4.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.4.0	metadata	42bd2323406b44809a270782f867f076bf74ff18
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.5.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.5.0	metadata	ffb2c198ee9b6cad45611937bba9ad6c59715cfe
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.5.1		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.5.1	metadata	e0467e39541719130022f7822d3bd3e489fab65f
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.5.2		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.5.2	metadata	e964e08d02b1c2baf94efdf7877cff7b81eb5cf6
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.0	metadata	2f9d32372a03a880480a802a074645d45ca61c28
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.1		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.1	metadata	846cdc32edb43e1ed2f0cacadfdf7496a38fc5b4
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.2		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.2	metadata	66ff884ce5711e80228dc36122d7feabc968fb00
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.3		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.3	metadata	b00ba8c5f2656f3f059f785b034f3c8ebfa48aae
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.4		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.4	metadata	7c3f0646ec68f7e20a6fa8c0939cc87a80a3b1ae
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.5		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.6.5	metadata	18095034a7d449229dd9c94c674d74bacbf34c9f
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.7.0		N/A
dev.datlag.tooling	tooling-async-tvossimulatorarm64	1.7.0	metadata	118b75d6b898aabedb4188f4d7c948eee31f208c
dev.elide	elide-http-jvm	1.0.0-alpha10		5312c882ee568c53bced091b9cbb8c7367d41583
dev.elide	elide-http-jvm	1.0.0-alpha11		5312c882ee568c53bced091b9cbb8c7367d41583
dev.elide	elide-http-jvm	1.0.0-alpha12		5312c882ee568c53bced091b9cbb8c7367d41583
dev.elide	elide-http-jvm	1.0.0-alpha13		5312c882ee568c53bced091b9cbb8c7367d41583
dev.elide	elide-http-jvm	1.0.0-alpha8		5312c882ee568c53bced091b9cbb8c7367d41583
dev.elide	elide-http-jvm	1.0.0-alpha9		5312c882ee568c53bced091b9cbb8c7367d41583
dev.elide	elide-http-jvm	1.0.0-beta2		04d9611e9a531e907b3117f28ef6f84bda7c843e
hu.simplexion.adaptive	adaptive-lib-auth-iosarm64	2024.07.19		N/A
hu.simplexion.adaptive	adaptive-lib-auth-iosarm64	2024.07.19	metadata	12484c67c404df5958cba48d3746719b16306aaf
io.aubay.fase	modules-keyword	0.1.0		3ff44452c0558c5d3e3a62aa4cd529e71e5df748
io.aubay.fase	modules-keyword	0.1.1		0c8f9ddc8953b3b1502ee94bdd4e90245df1cd96
io.aubay.fase	modules-keyword	0.2.0		1026627c8b170f50a3dfe924f7b4dbe64a5e6cf8
io.aubay.fase	modules-keyword	0.2.1		444daa0cc4234777e72a8684585db26d34e0b35c
io.aubay.fase	modules-keyword	0.3.0		b4569369edaa503acc86d532b4bb3194373415e2
io.aubay.fase	modules-keyword	0.3.1		791234d5b3397f2227a9a01bc48861f92678eae6
io.aubay.fase	modules-keyword	0.3.2		865044e3728f2cb2ac7a9bd61a4d13a0cec3185d
io.aubay.fase	modules-keyword	0.3.3		e36c4a8582dc65ea25536c072fcdbad87f77914e
io.aubay.fase	modules-keyword	0.3.4		04fcaab797668c4326d79571df61c547ca6ed09f
io.aubay.fase	modules-keyword	0.3.5		15958edf5f8955b4f2597eabb96cb766e394468b
io.aubay.fase	modules-keyword	0.3.6		07b8389022824f4677b8fb6e9e64c338809497c3
io.aubay.fase	modules-keyword	0.3.7		7696a9a83a2b69830d0e4216dcb6eb0106a295e2
io.dylemma	spac-core_2.12	0.10.0		7af54c2aedddd759e130df7d25021be50b096f36
io.dylemma	spac-core_2.12	0.11.0		4881269f2aa20f2f900f40cb34474d293ed095ce
io.dylemma	spac-core_2.12	0.12.0		961a2f2cbebe64d7c355b0bbb8988e71975d9a4a
io.dylemma	spac-core_2.12	0.12.1		b311e41a27a012937867653b84a6a8c28458504a
io.dylemma	spac-core_2.12	0.6		29046eef912ea527c3650128f1694b366bf3bd37
io.dylemma	spac-core_2.12	0.7		4c739dc6d3f90c831b6533894661b664410a3dc0
io.dylemma	spac-core_2.12	0.8		c04dd51461a27118631d5787c64d9df0e64f3559
io.dylemma	spac-core_2.12	0.9		456a8ed66654c607e4e785b50e4bb456d4824b44
io.dylemma	spac-core_2.12	0.9.1		f9a2cd360db5345281567e3b77dda06d23a81d97
io.dylemma	spac-core_2.12	0.9.2		406d6391e87dffdfbb982c020f129cb5a4bf3a56
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.0		4efa45e9bfffc499aad88ed2435a9b93da0b3e30
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.1		0e4a2f4e845a88c63b9b031b26f4d6b3fc22d4da
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.2		31cfd8f604f15664b33557fe04f21856bd018b55
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.3		bb08f1d471a628d1fe00e1b6da702fd96441789a
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.4		6f37ea161f9596a373f8d0bcc5e842350e0d2161
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.5		4c2fb4a5234ba16a023a8ff57bd934df1828a80c
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.6		040998aaed3a9d982c3fabbdf5b7dc6e49642a9c
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.7		76d4ab4f42b1407d1dccc27df588a218bb62829f
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.8		1a5db8aa75b1a576bdff24131399a79b8ed675a7
io.github.bes2008.solution.easyjson	easyjson-jackson	4.0.9		f15fc173ddb4b5b81f1758168f538b57d233505f
io.github.bes2008.solution.easyjson	easyjson-jackson	4.1.0		00af9d9e7127f0bebab581d53af686940b9bd51e
io.github.bes2008.solution.easyjson	easyjson-jackson	4.1.1		3ec0a67b725d93f715ab819ddda4f34e78c7ce89
io.github.bes2008.solution.easyjson	easyjson-jackson	4.1.2		25dc7e1067a687b8fd2001d857f6b83b4d1ae543
