avalon-http	avalon	http		N/A
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.52.0		393fb6d5eec4ecfc9373897a95c8ef426a45ae00
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.53.0		6a1cedceb2474887e69bde6d5ac112c0495806ed
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.54.0		34120aff8efcaa0af2b165b59dc475853d2ab617
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.55.1		32dbbec89ea328d3029c59d91793654268405e16
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.56.0		5ad28944d490584cd401414729611aaff2bff592
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.57.0		b91416825adba5bf1df374c089c58abc7f53c69d
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.58.0		5c42a9be87af2b8d14d71e236bfbf8e614c71778
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.59.0		d2cc3dea65bf9d2d039c1ae19222b7a75ceb184b
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.60.0		bde7c8539c51e496a31cc60f46ad31e4d9499871
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.61.0		5a4ae230577899f236afa6e1d558e57bd18f16fc
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.62.0		0589bdaccb5c352401b43b170b1004dc2695a076
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.63.0		4e0ceca61ee36fdcc4a75b90b0341111d1bfd21c
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.64.0		8a22c198cc63e9d2dc2053b0a8074f82f057f555
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.65.0		a334009f523a3f588a897d1f356eb027e11f98d9
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.66.0		d732089a856fadc3e2e16375a4623d170b855468
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.67.0		73fd054e6ef7ff13e12b4459bbee46569d4603c9
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.68.0		d430818b336874ab9cffc02c48100f1fe7d279f5
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.69.0		0d92c24b8de505121329f66ed49d67bb48443f9a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.70.0		bf9e08c223e5385710f9a7034e59706b48ea15cc
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.71.0		45f0d067e80913cf0059bf5aeae9eb61cc0cfdf8
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.72.0		4d99feaa8affdb46f60fff18225b1333671ea3f4
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.73.0		76684dd06c7044167f99ff8c5289b01c0657171b
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.74.0		e0c25ca5c0648f561261dad911ad0cc4ae5ac40f
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.75.0		52aa4583c8394532801f64120115139408d6879d
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.76.0		794b5a876fbc9a003dcea7847905dc05f5da056d
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.77.0		a556efaec37382d8bcdaddc92997ee9d3519ce1a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	3.78.0		a7b8e846c6b8fe3d8130e1ca5b5961c70de939c7
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.0.0		1684d0b520f00f39516838fe30b3c97daf0444d0
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.1.0		45e7af87211f224501d0339f339c1121227de720
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.10.0		3a5d09d998df44706e0ab3053e5d43f11c0030de
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.11.0		340fe3ee63cb7cfaa8ebd30b077ec1cbc6399e66
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.12.0		8221597686105c52ac9b5e78defb0002e0d1c077
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.13.0		cd39e7bcf1cd565d662703bf4840b0468a91cf94
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.14.0		28601e58bf98e5ebe78527000846936274427e71
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.15.0		4759ec3e4c769b6d75a9fe634fbca9e6bb496221
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.16.0		41bb0d636d1d362b5b20810035bb465f0c25371a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.17.0		79b1ee437e92e0b99e5307453997eef894143d8f
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.18.0		4763ea536882a41fa813198f34e59700e07961a1
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.19.0		84d707f7fd79d8005fdf066304688183e5ab5f17
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.2.0		62e8f4d8fee6c115c98268b877ce61efba73ffe5
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.20.0		945acfedd33ed4894a8e8d91bdf2e62cb4008a7a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.21.0		28fada473f5d4151c52bcbfa661b530b9507b261
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.22.0		e8f71fc71e1aaca3714e4258c15f5ab6af0de145
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.23.0		64fdf90fcd8127ca325488c63c99b2de06afad54
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.24.0		7221e4d56c8bd6b8e9416265787c65fa321cb1cf
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.25.0		b068b6ccff9e8ff7c93525e61039714e14930384
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.26.0		5aae0d7f967bf1e91d280a503a8609aaca0e10ad
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.27.0		f44221126874e56892a38489faf1b1f371b31354
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.28.0		917a7ae18b8d9c075e183f125f45de7d4ff65089
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.29.0		14258f04e6b3fcd9cf1427ab33edbb99230f053c
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.3.0		8aacb401122623c713afd28d39ff318476af71b9
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.30.0		cb6f3f9be7a3d43888887177b86d58ca2b8d5e08
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.31.0		262e27431539a637bb9fbcb49955593f04b9646c
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.32.0		1d72ee6588a48accd2a7388a20dd02880c1ca140
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.4.0		71a71c3627149153463f9dddc4b5ba02c4bffe33
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.5.0		7189d2248d887147b6c6f37ccb7d8982363246ff
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.6.0		e89345c3b9dca18d61ee000ff9e73a18a415c4fc
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.7.0		a10368687241dddb4f69f4dc764cca77a832c0c5
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.8.0		ae6a2b2ff06ca5259500aecb2f6c43ee5063c98c
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	4.9.0		e2168898b4975bc239349541491f8a76dc088325
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.0.0		294c92fd1217201a85465ac73b0db2434ea7d80a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.1.0		3e3b02390032e268efb11fd4268faccb368a15e7
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.10.0		1028e66b850b8e1b4e9b32e4fe77bbc12c21ff7d
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.11.0		7cf7a9743c206e997e282c62719611a8b26db562
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.12.0		3113bbdea23bfc63e069141818804ed591448c87
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.13.0		0d5a46634f8c93728fb04287a1fca90f6bf58b58
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.14.0		f2afa699939cba9bccee8770a652ce252f5960a3
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.15.0		6d1b21c9e7e2912db5847f6af3f5bca38d3c3bc3
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.16.0		00d812321ae71d4cb5e0582374be2bfd66c8c76a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.17.0		8112b8dc9f7ec5e4d5baefda50b43a97307dff9a
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.18.0		c2987b3b552cb899142e0b7cf208cff2bb461ab8
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.2.0		eef58d44e423bda920586355a14bc2a7afce81a4
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.3.0		699554b607b3701ddc8a5aa1794c6aaea12a644e
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.4.0		c93d3b0e73658d75c6ad528c70c8555c0b1aa759
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.5.0		07ca920d8f4ad61a253e11e6cf20a7aab740b294
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.6.0		d5c54c19ded6f3f96d76f5ab189cbe6b47d12162
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.7.0		6808291553fd90441ddf82762cab75c0af01350e
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.8.0		5625c01e2cd3274f74819a77d99fb5492301d235
com.sap.cloud.sdk.datamodel	openapi-generator-maven-plugin	5.9.0		7a904fac9496420a4e519af78879204d9a13d2ca
com.simiacryptus	tf-gpt-2	1.7.1		4dc97b3bb5da1b3c3b134e16cda0b2da203f45cb
com.simiacryptus	tf-gpt-2	1.7.2		0bfaea3c79755c646dff9c78b4e28d7e2e0fd517
com.simiacryptus	tf-gpt-2	1.8.0		f3d6f62e1af6c8d0707d01294000ee1b3746b2ee
com.simiacryptus	tf-gpt-2	2.0.0		02139c125cb49b5d31b3bb90e232e0a53f3d9a3a
com.simiacryptus	tf-gpt-2	2.1.0		3c80a707d411a940254c96b428fcf289c6503937
com.simprokdigital	simproknavigation	1.0.0		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.1		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.2		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.3		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.4		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.5		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.6		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.7		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.0.8		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.1.0		N/A
com.societegenerale.ci-droid	ci-droid-parent	1.1.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.0-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.0-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.0-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.1-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.1-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.1-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.2-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.2-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.2-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.3-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.3-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.10.3-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.0-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.0-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.0-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.1-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.1-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.1-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.10-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.2-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.2-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.2-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.3-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.4-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.4-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.4-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.4-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.5-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.6-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.7-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.7-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.7-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.7-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.8-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.8-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.8-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.8-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.9-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.9-2021.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.9-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.11.9-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.0-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.0-2021.0.8		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.0-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.0-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.1-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.1-2021.0.8		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.1-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.1-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.2-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.2-2021.0.8		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.2-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.2-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.3-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.3-2021.0.8		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.3-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.3-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.4-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.4-2021.0.8		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.4-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.4-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.12.5-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.0-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.0-2021.0.9		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.0-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.0-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.1-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.1-2021.0.9		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.1-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.1-2023.0.0		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.1-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.2-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.2-2021.0.9		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.2-2022.0.4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.2-2023.0.0		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.2-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.3-2021.0.9		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.3-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.13.4-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-2022.0.5-RC2		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-2022.0.5.RC1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-2023.0.0-RC1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-2023.0.0-RC2		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-Hoxton.SR12-RC1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-Hoxton.SR12-RC2		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.14.0-Hoxton.SR12-RC3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.7.0-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.7.0-2021.0.3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.7.0-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.7.1-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.0-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.0-2021.0.3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.1-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.1-2021.0.3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.1-2022.0.0-RC2		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.1-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.2-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.2-2021.0.3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.2-2022.0.0		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.2-2022.0.0-RC2		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.2-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.3-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.3-2021.0.3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.3-2022.0.0		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.3-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.4-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.4-2022.0.0		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.4-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.5-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.5-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.6-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.8.7-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.0-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.0-2021.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.0-2022.0.1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.0-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.1-2020.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.1-2021.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	1.9.1-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2020.0.6		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2021.0.9		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2021.0.9-RC1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2022.0.5		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2022.0.5-RC1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2022.0.5-RC2		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2022.0.5-RC3		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-2022.0.5-RC4		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.0-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.0.1-Hoxton.SR12		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.1.0-2021.0.9-RC1		N/A
com.tencent.cloud	spring-cloud-tencent-plugin-starters	2.0.1.0-2021.0.9-RC2		N/A
de.muenchen.oss.digiwf	digiwf-message	0.18.1		N/A
de.muenchen.oss.digiwf	digiwf-message	0.18.2		N/A
de.muenchen.oss.digiwf	digiwf-message	0.18.3		N/A
de.muenchen.oss.digiwf	digiwf-message	1.0.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.1.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.1.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.1.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.10.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.10.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.10.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.10.3		N/A
de.muenchen.oss.digiwf	digiwf-message	1.10.4		N/A
de.muenchen.oss.digiwf	digiwf-message	1.11.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.11.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.11.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.12.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.13.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.13.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.13.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.13.3		N/A
de.muenchen.oss.digiwf	digiwf-message	1.13.4		N/A
de.muenchen.oss.digiwf	digiwf-message	1.14.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.14.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.2.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.3.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.3		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.4		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.5		N/A
de.muenchen.oss.digiwf	digiwf-message	1.4.6		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.0		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.3		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.4		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.5		N/A
de.muenchen.oss.digiwf	digiwf-message	1.5.6		N/A
de.muenchen.oss.digiwf	digiwf-message	1.6.1		N/A
de.muenchen.oss.digiwf	digiwf-message	1.7.2		N/A
de.muenchen.oss.digiwf	digiwf-message	1.9.1		N/A
de.vatrasoft.vatralib	vatralib-gfxbinding-api	1.0.0		adbabb6b45c44b98f743418fc8f9b0274e17a76a
de.vatrasoft.vatralib	vatralib-gfxbinding-api	1.0.1		7c986632e503e0d477c5a456c1a2aea3b2f7ce9c
dev.inmo	tgbotapi.extensions.utils-js	0.29.0		20542b389576694008c94473d6ecac2c913487f3
dev.inmo	tgbotapi.extensions.utils-js	0.29.4		79870a900cf23885ee62efb54e1220e2d8b2f7c9
dev.inmo	tgbotapi.extensions.utils-js	0.30.0		b986af52a27a20dcb3981bce7f0b15700d6a49b2
dev.inmo	tgbotapi.extensions.utils-js	0.32.4		22cf640d95b47f6a699f4c9c9956555dc75416b8
dev.inmo	tgbotapi.extensions.utils-js	0.32.5		add37958155b9b580562e9c9a903c510fd8034a2
dev.inmo	tgbotapi.extensions.utils-js	0.32.6		4d444fe884f8454b46eda858053eeba2febc91be
dev.inmo	tgbotapi.extensions.utils-js	0.32.7		cc0702d9f2196d237970f7facd0affb56f7f92e9
dev.inmo	tgbotapi.extensions.utils-js	0.32.8		0366afe4cf4d0f1c325e5d642cece335d89f233d
dev.inmo	tgbotapi.extensions.utils-js	0.32.9		911a8bc82470dc63248ac85e9e1358be12f62e83
dev.inmo	tgbotapi.extensions.utils-js	0.33.0		56bed48b63135394b8013b9ab3b3b9a852fdbe05
dev.inmo	tgbotapi.extensions.utils-js	0.33.1		3e6a949ad57366a07aa50de2c69a3acb699ef6c6
dev.inmo	tgbotapi.extensions.utils-js	0.33.2		e776d5528a7c46f5caf7b1e3ad6f878638408481
