br.com.objectos.finos	cvm-cia	0.1.0		3ad60b83e67beb2d1fa9a7d6f6ad6c120c3c2920
com.outworkers	phantom-jdk8_2.12	2.13.0		1f937c4a81b6ab84c072b6bf6f1e95dbe07d2579
com.outworkers	phantom-jdk8_2.12	2.13.3		6c46cdb4e812f24be2d4ae2f0c3232373d274f23
com.outworkers	phantom-jdk8_2.12	2.13.4		117c34495e127ab295a8371b11a4b9469e344423
com.outworkers	phantom-jdk8_2.12	2.13.5		e6bdeed326def247b2a89a49bdc40cd03ab8e0e1
com.outworkers	phantom-jdk8_2.12	2.14.0		3b5a92040144e3284a5f6aaf80e0467ad270b385
com.outworkers	phantom-jdk8_2.12	2.14.1		f4cea29957178b8d586eb281f8de053e9d1366f5
com.outworkers	phantom-jdk8_2.12	2.14.2		e45f7d4feaa8fb8b45aab8997ed7111e934e7b57
com.outworkers	phantom-jdk8_2.12	2.14.3		e86484b49fd3bfaff8798f6b97de9ec405c7756d
com.outworkers	phantom-jdk8_2.12	2.14.4		a0383d4bc77c852a64014f75c8a93eb573f8d761
com.outworkers	phantom-jdk8_2.12	2.14.5		d76d54726ef479bb1de7956e090b4bbe5686eba5
com.outworkers	phantom-jdk8_2.12	2.15.2		1d4cdcc278c6123f3983c693efd8a5d674db8753
com.outworkers	phantom-jdk8_2.12	2.15.3		381e1b4e4475d680d4e902c6dbe8123fca66c4af
com.outworkers	phantom-jdk8_2.12	2.15.4		92be329cae4e4cac4a3d363d939db899bdb3c92a
com.outworkers	phantom-jdk8_2.12	2.15.5		0060cf4ceb167d076b3bfe16891ea948686a2bdc
com.outworkers	phantom-jdk8_2.12	2.16.1		b3c6420260ebaa377b1e7770d4f19d8aec2b9634
com.outworkers	phantom-jdk8_2.12	2.16.4		284894e28e69e911756f4db2d4cdb970012b7244
com.outworkers	phantom-jdk8_2.12	2.17.0		93fbbf74f999abf7fc2a0089c809d7aa0bfcfa1a
com.outworkers	phantom-jdk8_2.12	2.18.0		be35e4f18d146a006f49cd3f09fb4de696e69c6f
com.outworkers	phantom-jdk8_2.12	2.19.0		27aa7562dcea4928e9f9c010ee10462687c07b11
com.outworkers	phantom-jdk8_2.12	2.19.1		47f172f0c69313b0fb9743e9231844163acb48dc
com.outworkers	phantom-jdk8_2.12	2.2.0		2312a551697abd5126041a0d2f7cf70598dd0d3c
com.outworkers	phantom-jdk8_2.12	2.2.1		706c0310420001c694acda4c4cecc3d284ca578b
com.outworkers	phantom-jdk8_2.12	2.2.2		4eecbd5695a5c28a6b8efd6900401b22ecdc89a4
com.outworkers	phantom-jdk8_2.12	2.2.3		c19ec900af75c87d2d725d063ee76444eb7b64dc
com.outworkers	phantom-jdk8_2.12	2.20.0		6c5b7fbef35304acd31725b410b41b306aecbb4a
com.outworkers	phantom-jdk8_2.12	2.20.1		dd0bbfb58be6568188af8d98e8d0e98b3379ed23
com.outworkers	phantom-jdk8_2.12	2.20.2		48692cca59d93bbe6e08923cb4d45ede385a6d28
com.outworkers	phantom-jdk8_2.12	2.21.0		71c5e9ded9761a102d2237b9453bbbea4561b978
com.outworkers	phantom-jdk8_2.12	2.22.0		7f781f476fd2f5736ab5590d9d1866e4b7c576e0
com.outworkers	phantom-jdk8_2.12	2.23.0		7e70cda9167abe9c8a9a96f1def3645da6dbc5fb
com.outworkers	phantom-jdk8_2.12	2.24.0		d5f88e910aefd08995d10099d7682f3591cffa87
com.outworkers	phantom-jdk8_2.12	2.24.1		d2d011ba75405a96b8ca9667054d5035d9480185
com.outworkers	phantom-jdk8_2.12	2.24.10		edf3ee3000e891a48a2b26ccee3ae0c08f84c5ed
com.outworkers	phantom-jdk8_2.12	2.24.2		e0120fac7ce8c09fcb365d768574b15a39d42a25
com.outworkers	phantom-jdk8_2.12	2.24.3		9b788f078259c2d391a97c594e9c8522503a3376
com.outworkers	phantom-jdk8_2.12	2.24.4		28f3cd841c763e39604729ce33b7f441e714d0c7
com.outworkers	phantom-jdk8_2.12	2.24.5		250491079c3b66459116ff50e3d00857aee1c6ed
com.outworkers	phantom-jdk8_2.12	2.24.6		afdedf314529110076ee54eedb084e54b6cf5a12
com.outworkers	phantom-jdk8_2.12	2.24.8		4f87f3ff020ff90138f1d8a0a7339a3ff1725902
com.outworkers	phantom-jdk8_2.12	2.25.0		b288a0dc5f463a1169b2ed99eb3a94d503afc9b4
com.outworkers	phantom-jdk8_2.12	2.25.1		b39e8de44703051bf378f507d7d912a41eb6ffe1
com.outworkers	phantom-jdk8_2.12	2.26.1		2d0bc6c61079ab7bbceae51b8783a165547d448c
com.outworkers	phantom-jdk8_2.12	2.27.0		4dbab5aae7ae9219c9a3555f2f1d23f1beecd6de
com.outworkers	phantom-jdk8_2.12	2.28.0		b954c286349edb01fe3ef7d80e03fce4321f86c9
com.outworkers	phantom-jdk8_2.12	2.29.0		dd51df55e0a756536b7b26e5fab941d53a63acdb
com.outworkers	phantom-jdk8_2.12	2.3.0		be50b8a9cb3c9cd7be7d9e22ef7c2e6bb9244bce
com.outworkers	phantom-jdk8_2.12	2.3.1		05e839ace96724d280e09cc09e11f29d634e4ea4
com.outworkers	phantom-jdk8_2.12	2.30.0		01024795bc8f9ecfaacea9406b6670770e77f245
com.outworkers	phantom-jdk8_2.12	2.31.0		68afb7f599415d938e729ef81221861ff8d49ec4
com.outworkers	phantom-jdk8_2.12	2.32.0		bad18fe3df7e4ba4aca34beb52e6f11cb476055c
com.outworkers	phantom-jdk8_2.12	2.33.0		597d853f3b25f4a289e3793a20a9ea1f9bf12538
com.outworkers	phantom-jdk8_2.12	2.34.4		cb12924d74a7bc38575bca64fe8a0905de1dd0a7
com.outworkers	phantom-jdk8_2.12	2.35.0		55cdb9592b4b6567433c6e470489b33769a4a0ec
com.outworkers	phantom-jdk8_2.12	2.36.0		145f10d693114ee08072c7f6b36480ed81cb776c
com.outworkers	phantom-jdk8_2.12	2.37.0		4d3c985c5a906a4ce9a0bce52938c2ad32748571
com.outworkers	phantom-jdk8_2.12	2.38.0		9b7ef316ea86a1c3f86ed090f3b7ca1976fd2266
com.outworkers	phantom-jdk8_2.12	2.39.0		c38df6136d22e8337ead5f4148d307b88017d28c
com.outworkers	phantom-jdk8_2.12	2.4.0		2d492532a0195f38eb581e4f01b28cb280f60d8d
com.outworkers	phantom-jdk8_2.12	2.40.0		f512f615047f3c35899cac0de0b88cfc4776d9e8
com.outworkers	phantom-jdk8_2.12	2.41.0		112413407a72ac087208765cf4e183559db84eff
com.outworkers	phantom-jdk8_2.12	2.42.0		0df9781bf6b8aee7827fac84a8d1be974421802b
com.outworkers	phantom-jdk8_2.12	2.5.0		b9ee6164fb4c7e1b0a619bc42392e7f8a5fb264e
com.outworkers	phantom-jdk8_2.12	2.6.1		2944188082005f7cf33a5ad14f7612cdbde5b47f
com.outworkers	phantom-jdk8_2.12	2.6.2		f4255c4495c6b0d65e7be02afe52c4185ad186a3
com.outworkers	phantom-jdk8_2.12	2.6.3		cfd48976fa4cffc87b17a23af2ab09ebc4bbd084
com.outworkers	phantom-jdk8_2.12	2.6.4		ec8c8af01819021f11dfadec56a90625968ea5ce
com.outworkers	phantom-jdk8_2.12	2.6.5		e7fccd20bd72bf371971c7e77272f0a6a5824b2c
com.outworkers	phantom-jdk8_2.12	2.7.0		638082f2f7ff1092374869cdaf4036aee9d09fc0
com.outworkers	phantom-jdk8_2.12	2.7.1		16fc4c4532e018aeeae50b827d4c092eaf2a5c09
com.outworkers	phantom-jdk8_2.12	2.7.2		98eae671b8dae4270b935c7ba643ab5879bb9548
com.outworkers	phantom-jdk8_2.12	2.7.3		4c07f332572daa8154192f61bcfd1cd7af0c555a
com.outworkers	phantom-jdk8_2.12	2.7.4		d0da17ca9da9d9b9139d4d57e0343509999a7f06
com.outworkers	phantom-jdk8_2.12	2.7.5		3503429d6b3e7789b6e10059a478e213fa628e2e
com.outworkers	phantom-jdk8_2.12	2.7.6		19544f1e6960e441073f399280cc421fe4e39525
com.outworkers	phantom-jdk8_2.12	2.7.7		19078e5d9c3b0cfa5b896430e5ef0fdb0ebeb4db
com.outworkers	phantom-jdk8_2.12	2.8.0		dc74dbe519384bcd37d6a2ee79241af96446d4d8
com.outworkers	phantom-jdk8_2.12	2.8.1		6bca0f123dd1ce9bb8fe0fe3d63202b004e67e98
com.outworkers	phantom-jdk8_2.12	2.9.0		4c6e4c88bdd601eeb5af7f08a95188d221231664
com.outworkers	phantom-jdk8_2.12	2.9.1		ff705ed2abc23996f4b7b4c7e282346aec602367
com.outworkers	phantom-jdk8_2.12	2.9.2		ab2fac9f3dbe6a32bc7782883de858a43eac97e0
com.pkware.truth-android	truth-android-appcompat	2.0.0		N/A
com.pragmaticobjects.oo.data	data-alltogether	0.0.0		5587d3cb640090608af648e41ee2b8a1ae99de33
com.pragmaticobjects.oo.data	data-alltogether	0.0.1		adddcc79f9fc77950303f8ed9d3ce162740cf99c
com.pragmaticobjects.oo.data	data-alltogether	0.0.2		b270aad105b5373e836b1dd04999b6e1187b1757
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4		60f6a52fcc67d9e106f6a0401874f7046b3bb8cf
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.1		d4f56a414d9f85260bfd0ffc036c459feba53318
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.2		151e6acb42446613fa16a99e313bd1baac2ff305
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.3		e40a3228061b4bdf613968e04b71da9f7a121a2a
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.4		c1fafd3c0ec9f5b105801d582bfe81321e5e5004
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.5		a66cac91bcc5e65fa866407abed563b633f3e671
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.6		8e49c10fd75548a02bc1478c6b3a52371d44f737
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.7		2f42098fe567888921be0c485e0a3744537c8bd6
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.8		7dbcd184745e0a7ab95d9c48c841d29cce0136e3
com.prezi.spaghetti	gradle-spaghetti-plugin	1.4.9		01bd8821ba7f3ab527be208301269ae2bc2769a0
com.prezi.spaghetti	gradle-spaghetti-plugin	2.0		a1d98ecb0ee4bc890ebc3cd799fb11ac8f326aa8
com.prezi.spaghetti	gradle-spaghetti-plugin	2.0-rc4		e27f6c4476bd3afda9eeb586047ce339da0eecc1
com.prezi.spaghetti	gradle-spaghetti-plugin	2.0-rc7		41904e15afe9fe4e096190f542c67691c5adea29
com.prezi.spaghetti	gradle-spaghetti-plugin	2.0-rc8		b22e3f0a6b97dd6225ee390297e044347f17ab72
com.prezi.spaghetti	gradle-spaghetti-plugin	2.1		c6bb6451f40f5ac3ea780cd58fc858a90af73c2f
com.prezi.spaghetti	gradle-spaghetti-plugin	2.1-alpha-1		21fd22ff732d5422b7fb3e8fe35b7c6d4f377793
com.prezi.spaghetti	gradle-spaghetti-plugin	2.1-alpha-2		3b82a047f097182dc264d301e45603e358b8ef05
com.prezi.spaghetti	gradle-spaghetti-plugin	2.1-rc-1		96b4b4b9a5fde5f39416a70548804c40fa09580c
com.soywiz.korge	korlibs-crypto-linuxx64	5.3.0		N/A
com.soywiz.korge	korlibs-crypto-linuxx64	5.3.1		N/A
com.soywiz.korge	korlibs-crypto-linuxx64	5.3.2		N/A
com.soywiz.korge	korlibs-crypto-linuxx64	5.4.0		N/A
com.spotify	hamcrest-util	1.0.0		4c00167c7680fb6c17614550548c856f270881ac
com.spotify	hamcrest-util	1.0.1		fa31a7045362eec28018aff7f530129f6b8de5d2
com.spotify	hamcrest-util	1.0.2		d2ce746ef3a4c8fa2ff2563147c63065957487a2
com.spotify	hamcrest-util	1.1.0		c98b54625510902241cc791b810a3d2bd1abfb34
com.spotify	hamcrest-util	1.1.1		273259fa153bada4123df6bdea59d7cb455e1619
com.spotify	hamcrest-util	1.1.2		8f3f3ce5b3247691ec2e3e2683bcc1adcc7d0556
com.spotify	hamcrest-util	1.1.3		fed6476d6310b5317e8063316c9a2370528fad5d
com.spotify	hamcrest-util	1.1.4		1710ed041aa07e2e5913841d6a6dc4f36217da39
com.spotify	hamcrest-util	1.1.5		77c4b3daf81868c523f20cd1a4b16ca4099d8eff
com.spotify	hamcrest-util	1.2.0		bd652a50fed7209b1eb1fb2f5a1ccdf3b263464a
com.spotify	hamcrest-util	1.3.1		5cf8fe86ca75631ac1f8d75c3bc4803ecb57a8a3
com.spotify	hamcrest-util	1.3.2		4f6ff69b919605cf101ff832f3658bb2bd4bdecd
com.tencent.linkboost	mpacc	1.5.0		N/A
com.tencent.linkboost	mpacc	1.5.1		N/A
com.tencent.linkboost	mpacc	1.5.2		N/A
com.tencent.linkboost	mpacc	1.5.3		N/A
com.tencent.linkboost	mpacc	2.2.0		N/A
com.tencent.linkboost	mpacc	2.2.1		N/A
com.tencent.linkboost	mpacc	2.2.2		N/A
com.tencent.linkboost	mpacc	2.3.0		N/A
com.tencent.linkboost	mpacc	2.4.0		N/A
com.tencent.linkboost	mpacc	2.4.1		N/A
com.tencent.linkboost	mpacc	2.4.2		N/A
com.tencent.linkboost	mpacc	2.5.0		N/A
com.tencent.linkboost	mpacc	2.5.1		N/A
com.tencent.linkboost	mpacc	2.5.2		N/A
com.tencent.linkboost	mpacc	2.5.3		N/A
com.tencent.linkboost	mpacc	2.5.4		N/A
com.tencent.linkboost	mpacc	2.5.5		N/A
com.tencent.linkboost	mpacc	2.6.0		N/A
com.tencent.linkboost	mpacc	2.6.1		N/A
com.tencent.linkboost	mpacc	2.6.2		N/A
com.tencent.linkboost	mpacc	2.7.0		N/A
com.tencent.linkboost	mpacc	2.7.1		N/A
com.tencent.linkboost	mpacc	2.7.2		N/A
com.tencent.linkboost	mpacc	2.8.0		N/A
com.tencent.linkboost	mpacc	2.8.1		N/A
com.tencent.linkboost	mpacc	2.8.2		N/A
com.tencent.linkboost	mpacc	2.8.3		N/A
com.tencent.linkboost	mpacc	2.8.4		N/A
com.terheyden	validate2	0.1.1		31868cbaf8ca1f069275d0f5c56074fa7d5e6ffe
com.terheyden	validate2	0.1.2		b2324242d5272390ba170119291d236d362ef647
com.terheyden	validate2	0.1.3		cc6a518ccb8259775d72e6a4a4191816eb2a0b89
com.terheyden	validate2	0.1.4		eb8cbee2b7d34e918dbeeca22254c30ecc310839
com.tidal.networktime	networktime-macosarm64	1.0.0		N/A
com.tidal.networktime	networktime-macosarm64	1.0.0	metadata	07a378af3cece606d9436827e160fc1419621eb5
com.tidal.networktime	networktime-macosarm64	1.0.1		N/A
com.tidal.networktime	networktime-macosarm64	1.0.1	metadata	8c4f40ae9fdd551ec5dac890eccfcc4965a9b80d
com.tidal.networktime	networktime-macosarm64	1.0.2		N/A
com.tidal.networktime	networktime-macosarm64	1.0.2	metadata	3562a7c7f70bcdeceabb1ddd870915cfbf16f7ac
com.tidal.networktime	networktime-macosarm64	1.1.0		N/A
com.tidal.networktime	networktime-macosarm64	1.1.0	metadata	57ea2b0bad3021b581bbf2de591a0798a98f7d42
com.tidal.networktime	networktime-macosarm64	1.1.1		N/A
com.tidal.networktime	networktime-macosarm64	1.1.1	metadata	9cfd257b78419fc4927010e40214b091e860b236
com.tidal.networktime	networktime-macosarm64	1.1.2		N/A
com.tidal.networktime	networktime-macosarm64	1.1.2	metadata	52e4bee561701b19d75688b92bba5d033688ef81
com.uchicom	iciql	2.2.1		f5af851f8723f0e7ce7034ba50b510fa249c255a
com.uchicom	iciql	2.2.1.1		7afe85e3e04df14d013a956ec042140f20b1bb16
com.uchicom	iciql	2.2.1.2		ed65f35290b9064b6b93c958f01e6ce5d7c97f35
com.uchicom	iciql	2.2.1.3		568c40a89429ecfab894f58c692defc5eca6440f
com.uchicom	iciql	2.2.1.4		c73fb5b40b04dd72e4f41eb3552eb011759eb22b
com.vaadin	flow-lit-template	2.10.0		b8213fd93f71ad5cc965fbdbcd82e2f80909306d
com.vaadin	flow-lit-template	2.10.1		4e4dbb61d2295c4e72be7fc01d3a9e11ae56f513
com.vaadin	flow-lit-template	2.10.2		3a4d0403ce7635b27aecbff7c875078faf54b182
com.vaadin	flow-lit-template	2.10.3		adf2fdabe563bebeaaf3ffbf6e670eba543878fa
com.vaadin	flow-lit-template	2.10.4		5430ee6fdb2c85ceba73d1d209adc3dd5de6d8ac
com.vaadin	flow-lit-template	2.10.5		982f6a9e59330d94c5558b0eec6c0d18289b47c5
com.vaadin	flow-lit-template	2.11.0		20b1ef2f311dff96dc6bf19400949a0b9e09a9da
com.vaadin	flow-lit-template	2.11.1		cff52477d8407c59db5878d354cd84786744dbbd
com.vaadin	flow-lit-template	2.11.2		1163b903fdeeb01e7434a176b60fecb9f1c66314
com.vaadin	flow-lit-template	2.11.3		9c50acf526d7bd0bdfe618a70db8ba68cdcf02cd
com.vaadin	flow-lit-template	2.11.4		6cc11bc52ffb9fd7e318cc45d99322cc99bf8d96
com.vaadin	flow-lit-template	2.11.5		05c2c9acf1f4b7d20a96872a3d2f696dc4a733e4
com.vaadin	flow-lit-template	2.5.0		8e98b16830c471d21f0446dfba58a9221825cce3
com.vaadin	flow-lit-template	2.5.1		d5ca67fa267fd0c6ad905b9577be148e3e6d1dd9
com.vaadin	flow-lit-template	2.5.2		d22d56e54232c2a1bbb7dc2ecb21796885f9d7bc
com.vaadin	flow-lit-template	2.5.3		990df20862d9d03c325fc77046d27fbac51181f2
com.vaadin	flow-lit-template	2.5.4		e1fb28371a63d9e409cb035c2fca459333978da9
com.vaadin	flow-lit-template	2.6.0		48805850d5374c945e45be336741a8e75020cf7e
com.vaadin	flow-lit-template	2.6.1		f9fb937141b00763b52bcd16d83a5de24d94a101
com.vaadin	flow-lit-template	2.6.2		643b2224d5acb78a0837bcfbb54c3dd574e2a2e7
com.vaadin	flow-lit-template	2.6.3		aa41b507cff5edd6799c0c39c2e469666e1237a0
com.vaadin	flow-lit-template	2.6.4		19bd9c4d748f123d5a9eec553ac608d5f1f89c93
com.vaadin	flow-lit-template	2.6.5		eeebc40083206ef1ec328a70e3515efc7938e79b
com.vaadin	flow-lit-template	2.6.6		5cd401593b2c3b641d32f6f681007eb16a7d7e71
com.vaadin	flow-lit-template	2.6.7		9d820d251f7e4a39c709570a4cd050973675d163
com.vaadin	flow-lit-template	2.6.8		00f73bc650e4b47dc47c92e93cecb3fad8a5c074
com.vaadin	flow-lit-template	2.7.0		c8713345132a34de2f05b17a49c3fe03a46b4bd7
com.vaadin	flow-lit-template	2.7.1		fbd0d1f2a8c1501ccb92c30e5dac66731fe61377
com.vaadin	flow-lit-template	2.7.10		7797edc1446e39ad4f134c5dab30714ec31b3149
com.vaadin	flow-lit-template	2.7.11		fe6408aa34f67e4d8c2743aa152a40fb7c349c88
com.vaadin	flow-lit-template	2.7.12		3a7ad0f193daab030e8bad6e9c0586f4574ef49e
com.vaadin	flow-lit-template	2.7.13		36a06960cd5f89039e6aea49d73f61df8d8c3730
com.vaadin	flow-lit-template	2.7.14		1bba64db691c9072845a80e601f530cb98b52cad
com.vaadin	flow-lit-template	2.7.15		47514e73a91b6d0da05807a6d6e19f98011b2601
com.vaadin	flow-lit-template	2.7.16		b40ab0c929d3c92961b88ac8607b6cc7051265df
com.vaadin	flow-lit-template	2.7.17		7acf2063aee27fe2b89ef39c619485b2a92fdef2
com.vaadin	flow-lit-template	2.7.18		e7def4f1742e181d7d307d396382cf1749a7eff2
com.vaadin	flow-lit-template	2.7.19		8ac0b022662898b4046d5614df413ca761054929
com.vaadin	flow-lit-template	2.7.2		e03d67150f7ba5f838b9549dc11a2df1ae41dace
com.vaadin	flow-lit-template	2.7.20		9b1d4b71e69283b2bc41ee421ba58babe72ce5c7
com.vaadin	flow-lit-template	2.7.21		4f33d59da43f468ff85f9f32f917e3b769caf800
com.vaadin	flow-lit-template	2.7.22		75a20174f21f274d8fc71df9f613fcef3c0aeb89
com.vaadin	flow-lit-template	2.7.23		5c921c4b21206d982fd0211508b949661757de6e
com.vaadin	flow-lit-template	2.7.3		de111a949cebef9989c25e0ec7a87a508979d093
com.vaadin	flow-lit-template	2.7.4		7ee1638f069418563163004e3cb198519ea015fc
com.vaadin	flow-lit-template	2.7.5		f927ca9c900d3197994226be50ddbc235b36c111
com.vaadin	flow-lit-template	2.7.6		894131830c903abbcd22054cb58d7c68e2b182e8
com.vaadin	flow-lit-template	2.7.7		94708c297c335c9908ab66908f1e8386b33b36b2
com.vaadin	flow-lit-template	2.7.8		c42b0bda89824b2c0e420ee1e6d84ac3bcb19385
com.vaadin	flow-lit-template	2.7.9		b002b7bc25d6df02fc10ce7610100a27f342010c
com.vaadin	flow-lit-template	2.8.0		4f6914dbba012e3237ab88c4e4ab976b09cbed8b
com.vaadin	flow-lit-template	2.8.1		b0f9e047d3cc249235fb23212d53fd383031975c
com.vaadin	flow-lit-template	2.8.10		ba7dbadd42153f1e3dcf2d6c12f7b187d527998f
com.vaadin	flow-lit-template	2.8.11		b50de7f1eb9aeec4d1932847094eae61d9ca9778
com.vaadin	flow-lit-template	2.8.2		fcd7d9bafb71bf9e69930c99f66273de944d867f
com.vaadin	flow-lit-template	2.8.3		5ed45174a1b0812c6c009c4d704c7ffc0e48b155
com.vaadin	flow-lit-template	2.8.4		993c861aaee10c6dddad8db8e5219eded2e43a8a
com.vaadin	flow-lit-template	2.8.5		e509850abf86255041a7ee81f0480ecbdf1fcf4b
com.vaadin	flow-lit-template	2.8.6		9faa3450d3d7626ebc50e54a4381c872cf2908fe
com.vaadin	flow-lit-template	2.8.7		1b3f09c70c86b7f20ab96b51429f903252be0419
com.vaadin	flow-lit-template	2.8.8		911956a0cdaddf7b979bcfa32cbaa92a917749a4
com.vaadin	flow-lit-template	2.8.9		fe263a1f7f2bc6d999a6b6a278922453058d4401
com.vaadin	flow-lit-template	2.9.0		8cbed823809598f2bdd0fd901d7931b737e7f44d
com.vaadin	flow-lit-template	2.9.1		6e376e3306849505da60e9ad3d9d2fd33c74d680
com.vaadin	flow-lit-template	2.9.10		8cca67ba404361b239a6d7d68317a59793143b10
com.vaadin	flow-lit-template	2.9.11		f3fad5f0882e83927866c15310317a7fa4838a4a
com.vaadin	flow-lit-template	2.9.12		782b5eff0550d07202d610f913f4cb3c867845f8
com.vaadin	flow-lit-template	2.9.2		f28f3a44855b5efd8826a5577f1c80d3cdaa7a90
com.vaadin	flow-lit-template	2.9.3		9996dc35d49738b8d3a5b2ac9bc6759dac3bde08
com.vaadin	flow-lit-template	2.9.4		83d08822987b586102b6a2237d7fb5034ae4a6bf
com.vaadin	flow-lit-template	2.9.5		12261bbed9465625adf18c420ca1366408c35e46
com.vaadin	flow-lit-template	2.9.6		b6c82f56564af7c7410800be7e3ab4afed9f959e
com.vaadin	flow-lit-template	2.9.7		5a4c582d46399daa70179f1c0dcad8a74d67eb8b
com.vaadin	flow-lit-template	2.9.8		b91e8bc3a7736ff17844cbd5875cfc4b622f6c4d
com.vaadin	flow-lit-template	2.9.9		2201d3ae98b9e5c8bce61eaacf3fb91e39849558
com.vaadin	flow-lit-template	23.0.0		f82226b7e90680c7a607c108d1b909b713d78d6f
com.vaadin	flow-lit-template	23.0.1		4f94e0e4f341a912264f96f7fd7d1094642c2b05
com.vaadin	flow-lit-template	23.0.10		2e3a61bd59cf6f7e832522ab2b65183a94cd1133
com.vaadin	flow-lit-template	23.0.11		b280dd63a8e732ac0d0e5fa092e03164bb3ef53d
com.vaadin	flow-lit-template	23.0.12		14777c1e17d40e736bd2d233621fa113eae48202
com.vaadin	flow-lit-template	23.0.13		f279b99d6383e9c9b074224774e16bd4d598a6be
com.vaadin	flow-lit-template	23.0.14		dcc746cf104d44e72aca117a1ee93b642e474e6a
com.vaadin	flow-lit-template	23.0.2		ce695e31ef794ff072a573234f02010a8de3ed94
com.vaadin	flow-lit-template	23.0.3		f09b4b9a4f5eb767c9f74f3a497ab570b4404216
com.vaadin	flow-lit-template	23.0.4		547050ce00d5dc08363bce21435748fdb4a8be8f
com.vaadin	flow-lit-template	23.0.5		4d3ead1b4869a45b90f9f80fe9a2e6a289324b2b
com.vaadin	flow-lit-template	23.0.6		a62f736e3587ff2bd62b8ceab781d93bb07f6560
com.vaadin	flow-lit-template	23.0.7		38fcf3b60aed5964cd189bfbae7356f1a2f7bd48
com.vaadin	flow-lit-template	23.0.8		6b4c8355b0c8e4bc800061d74e7963858552c7c9
com.vaadin	flow-lit-template	23.0.9		1ce2f30de584d35d4272a1f421ef48346898359d
com.vaadin	flow-lit-template	23.1.0		a53c555c62ef519bf98a5049e1e61429038d4b29
com.vaadin	flow-lit-template	23.1.1		aeebb89c2b220c8e8cb552e707958c15ca4a4ff1
com.vaadin	flow-lit-template	23.1.10		66fa24a2ed01e1558ad1256a936bebf979a0bf06
com.vaadin	flow-lit-template	23.1.11		26e7255b637fe21cfcf86265e730b92d66443e58
com.vaadin	flow-lit-template	23.1.12		6f2cfb2d2cd36d6b3a5f752e308dfe95c6d14c64
com.vaadin	flow-lit-template	23.1.2		b9be038322c7d584f4647145e2d58cd7dcbd5048
com.vaadin	flow-lit-template	23.1.3		9ec4ac76c05a3b3a51b1dc00781620e9df290ff5
com.vaadin	flow-lit-template	23.1.4		e6131c6532782e9cc53e0b73c0f54a7213132e6f
com.vaadin	flow-lit-template	23.1.5		40faea07250843b003f386f69b1120a6b3a1800e
com.vaadin	flow-lit-template	23.1.6		84802b6e06d4cec52114613605c4d7984c193a33
com.vaadin	flow-lit-template	23.1.7		b2780d9ceffa745aa00af1d5d621ddaac5e8b5d5
com.vaadin	flow-lit-template	23.1.8		52631d3c271ba752f6628ec163ed93e451fa0d39
com.vaadin	flow-lit-template	23.1.9		c7bab36aca62434b777042d023d93392c2ed1b8b
com.vaadin	flow-lit-template	23.2.0		69f87efd12aa8263cd3221f14cb70aa7422e554d
com.vaadin	flow-lit-template	23.2.1		87f04850b5dc184e5ab9c3d2fa7480d89011eb60
com.vaadin	flow-lit-template	23.2.10		211008f95e32954df156e29f1071918d5e7423c6
com.vaadin	flow-lit-template	23.2.11		57324d2ba702db1adec5b9e149583e6aedb6ce41
com.vaadin	flow-lit-template	23.2.2		c703e2a84b7ca929172946570a6956542b9d051a
com.vaadin	flow-lit-template	23.2.3		2f66cf568bb889447e807bd67ed4226ced08d28d
com.vaadin	flow-lit-template	23.2.4		9dadaceab98cc581389516b3b2a784d415ff5ff1
com.vaadin	flow-lit-template	23.2.5		ddc35e7e0cc571bdc2b291034866f300f8e0e5dc
com.vaadin	flow-lit-template	23.2.6		27df0b2cf2d9b16b8215d003f9eaff49eb40547d
com.vaadin	flow-lit-template	23.2.7		95232662413f75b0bcdb7c776ba1f308b87103d6
com.vaadin	flow-lit-template	23.2.8		9cc26b72b9784b728102df6ae27c85df1d8c8fb5
com.vaadin	flow-lit-template	23.2.9		425f0ff9a24397a9c4aa2d4d2d6d2f8ab897897b
com.vaadin	flow-lit-template	23.3.0		ca65da35d0ad57f0967683268b6e555cde8c5810
com.vaadin	flow-lit-template	23.3.1		201444226161ef4ec0dcad8499eae4e760065aec
com.vaadin	flow-lit-template	23.3.10		e70d5b53a720bc7e6c84c27ea560af43d19ccd3f
com.vaadin	flow-lit-template	23.3.11		1c3915563266944fd99b092eee75fcba465ec4be
com.vaadin	flow-lit-template	23.3.12		6446a5cf95241e4c71beb94b89a27c8508235823
com.vaadin	flow-lit-template	23.3.13		216266bc4534ce8c0957928f3afba6afe1439e49
com.vaadin	flow-lit-template	23.3.14		96ea73f3f953143e9f435bb35153e7b82e7372b6
com.vaadin	flow-lit-template	23.3.15		215f6e94721729d3fd291742d7d92695ecea115f
com.vaadin	flow-lit-template	23.3.16		c1a84cda99e00a70498439eec662ab037117e43a
