at.released.weh	bindings-chasm-wasip1-mingwx64	0.1		N/A
com.github.lamba92	core-tvosx64	1.0.0-RC.4		N/A
com.github.lamba92	core-tvosx64	1.0.0-RC.4	metadata	bf172245f2d2e253fb05c66e78a5987a1e5b0427
com.github.lamba92	core-tvosx64	1.0.1		N/A
com.github.lamba92	core-tvosx64	1.0.1	metadata	4bdd74401d4bd31d7746ab817f4ff47fb8285698
com.github.lamba92	core-tvosx64	1.0.2		N/A
com.github.lamba92	core-tvosx64	1.0.2	metadata	84c76764abb126a08e3a97f62af3159a0c9fa08a
com.github.lamba92	core-tvosx64	1.0.3		N/A
com.github.lamba92	core-tvosx64	1.0.3	metadata	b0185a9b703d184635e5ca71ef63a717656694eb
com.github.lamba92	core-tvosx64	1.0.4		N/A
com.github.lamba92	core-tvosx64	1.0.4	metadata	eeb6a8ac0c329f09e75de6f1447a77679bd48df4
com.graphql-java	graphql-spring-boot-test-autoconfigure	5.0.2		318c15a7c79743f20947294342258944ef75b7a1
com.javaoffers	brief-sqlstatement	3.6.2		6096b380788285296cda5f565184368d5622d57b
com.javaoffers	brief-sqlstatement	3.6.3		6278b8c8caf033fb3145554c48357f1b65531498
com.javaoffers	brief-sqlstatement	3.6.4		d9513e0e6ecfddb9c5189d9cfcae90667b9863b8
com.javaoffers	brief-sqlstatement	3.6.5		5af3eece29d3d4c932edc384b5165e90249ad990
com.javaoffers	brief-sqlstatement	3.6.6		889db4ba809cbad3c87ff15950f4341d099e4291
com.javaoffers	brief-sqlstatement	3.6.8		6192acdeb2dbb843406aae5ca2ea497dee660f46
com.javax0.geci	javageci-api	1.0.0		f4a903b3ef236f44d354b12486c878759c2cb986
com.javax0.geci	javageci-api	1.1.0		3d04df9443f1682930d8911523f33cd86a8a34f3
com.javax0.geci	javageci-api	1.1.1		3a0f404784a583a87e6a58022c0bcfe26a6176f3
com.javax0.geci	javageci-api	1.2.0		2d1bb33b137d848d8fcf26e92c238e641526ec2a
com.javax0.geci	javageci-api	1.3.0		e63ebadbc69a9dc857acb1f19cc3a6e5e87028d9
com.javax0.geci	javageci-api	1.3.0-JVM8		d86914819f2a07ed9c5d1079d6caeb1930257107
com.javax0.geci	javageci-api	1.4.0		f99be6f228b996ca4d2e01275bdba7f04d7574cd
com.javax0.geci	javageci-api	1.4.0-JVM8		e2fa655f91fb7ebaf6a1f9e3420412ec7160634a
com.javax0.geci	javageci-api	1.5.0		db087b761de369e5cf3287186d73d1fbf113d0f6
com.javax0.geci	javageci-api	1.5.0-JVM8		27dc9160960d72773e760af31bd9582db9b188c4
com.javax0.geci	javageci-api	1.6.0		2f6806581bdfd8a2803a7e9adcc03e01b1476224
com.javax0.geci	javageci-api	1.6.1		c7233f8fb40a5241a6444df2a1027e228a89e812
com.javax0.geci	javageci-api	1.6.2		a484821d7f6ef8f53d4c610a2fa5dc082f6f2900
com.javax0.geci	javageci-api	1.6.2.1		db11f6f87f4b44be34b92c3bb10674e11c7f02ff
com.javax0.geci	javageci-api	1.6.3		b022b8de9604d191ab1bb66664afefcf99190b70
com.javax0.geci	javageci-api	1.6.4		c5d08e67fab12c3ad43da3919060c60e3aba40a5
com.javax0.geci	javageci-api	1.6.5		3313ae05df9750f68ddeac3ed062a78386291d8b
com.jwebmp.jre10	jwebmp-angular-touch	0.58.0.21-RCTEST		e5e2ece5b317cd26bddc16c19e02ca44635327c8
com.jwebmp.jre10	jwebmp-angular-touch	0.59.0.14		475a5221340d35f7fb776bfef967018a249a4d71
com.pairwiseltd	casecheckgen_2.13	0.1.0		73d461d6269e67b9614721e236cc482517e304b6
com.palantir.hadoop-crypto	hadoop-crypto	1.0.0		7c6ff7c4aa6f574d391d5bfeb982f57d27250f8f
com.palantir.hadoop-crypto	hadoop-crypto	1.0.1		1d7e01618d9da2343cd0632f3f9d516177fba9d4
com.palantir.hadoop-crypto	hadoop-crypto	1.1.0		b422222220cb501c584380ede0d7881cc83b75cd
com.palantir.hadoop-crypto	hadoop-crypto	1.1.1		d1a31d7f05a58d34a16ec3e35d8aac1c1f98391c
com.palantir.hadoop-crypto	hadoop-crypto	2.0.0-rc1		381fb2a1ff7d70da34554b0baf49f599387a3341
com.palantir.hadoop-crypto	hadoop-crypto	2.0.0-rc2		1a92c33ddcfdfe19f8d4f49f9d709a515a187bf7
com.palantir.hadoop-crypto	hadoop-crypto	2.0.0-rc3		588a2d6b9ce8568b5d7d40ff42013986f74e7c81
com.palantir.hadoop-crypto	hadoop-crypto	2.0.0-rc4		20bd5725e71135df495663b7b5bfb5e39d11e2da
com.reprezen.genflow	rapidml-wadl	0.0.10		ff62afac5d8d6412d8b7ffb28b47912d012f5445
com.reprezen.genflow	rapidml-wadl	0.0.11		705739c74e93257a3c97d0b407ad85663d09cae4
com.reprezen.genflow	rapidml-wadl	0.0.12		323ce2136851fead4ac46a9e394c886a1c9ff4a9
com.reprezen.genflow	rapidml-wadl	0.0.13		5bdaac0cfa546df7fe63e9141270a7bd0328d1c9
com.reprezen.genflow	rapidml-wadl	0.0.14		18a5b3543e902e1b8632740ead0b96f62af8e970
com.reprezen.genflow	rapidml-wadl	0.0.15		d8e7018b7df11433648b7e2ae1503a6aa85081c9
com.reprezen.genflow	rapidml-wadl	0.0.16		1d38598d5c027c1d3dd83a7c78e72a0d3fe4190f
com.reprezen.genflow	rapidml-wadl	0.0.17		564abf00c533d37898f2c5473abfb8c003eeb929
com.reprezen.genflow	rapidml-wadl	0.0.18		687d9f37d4689e739c09d06ee37152b3e109ea3d
com.reprezen.genflow	rapidml-wadl	0.0.19		353cea938a599ef40c86af490cae281734843f51
com.reprezen.genflow	rapidml-wadl	0.0.20		4d1c86679299abd68d3e5bd1b378bd81c67f3a44
com.reprezen.genflow	rapidml-wadl	0.0.23		c099fd1c871c1883d46b78c4ffaaf98d3a3e25bc
com.reprezen.genflow	rapidml-wadl	0.0.24		3bd90679d84097a87aee7e6d4a0ba18ae299a803
com.reprezen.genflow	rapidml-wadl	0.0.25		02115bc00e60606c75eff6764b4446a7d0882643
com.reprezen.genflow	rapidml-wadl	0.0.26		ca58c11b8e603f97b61a56bd623815be29a38a60
com.reprezen.genflow	rapidml-wadl	0.0.9		c97d80cd94bbb9bb528ffe2429bfb0edd59ed2c7
com.reprezen.genflow	rapidml-wadl	1.0.0		2b435ec8647430345665f19acdb11002605cb82f
com.reprezen.genflow	rapidml-wadl	1.0.1		e6f1cb9eaf923c9d402327f0bc9ab103bd7e66f4
com.reprezen.genflow	rapidml-wadl	1.1.0		44b5071917df4f4e9d36df98663c21161045f7d0
com.reprezen.genflow	rapidml-wadl	1.2.0		2d5733a521b988035a79195b807df945a9c435a9
com.reprezen.genflow	rapidml-wadl	1.3.0		d0ae9a0eb2dc28b1a40ede8a1e252667fc203b24
com.reprezen.genflow	rapidml-wadl	1.4.0		ea6550304b09806a73914b72c6c3c8bd0be7ab8c
com.reprezen.genflow	rapidml-wadl	1.4.1		2d45cc56f7be63b35004515cb766e9ce4257a676
com.reprezen.genflow	rapidml-wadl	1.4.2		6916580bb94591c01626aa7af5d7e0884f63ea98
com.saucesubfresh	open-rpc-server	1.0.0		3c4fd645309885d2c9db9f6fbf15b0c27966db47
com.saucesubfresh	open-rpc-server	1.0.1		786c75d0db72a1fe19889cf844c2066898b8308c
com.saucesubfresh	open-rpc-server	1.0.2		c9551a868ccee8367ffef69664e4536b4ce41615
com.saucesubfresh	open-rpc-server	1.0.3		f0e554891a6664907d7cc16f67b31387371ccb05
com.saucesubfresh	open-rpc-server	1.0.4		f9a880d369344c20b559e3aaa41f01d9cc67297a
com.saucesubfresh	open-rpc-server	1.0.6		7a5a3c5c69c004ae9ea489fe3f912c1627f6ab68
com.saucesubfresh	open-rpc-server	1.0.7		3ea2ced4640ca1433314002fd902058a2697d521
com.saucesubfresh	open-rpc-server	1.0.8		e75ba5e37dd215350f895daf1bca648e9c83074c
com.saucesubfresh	open-rpc-server	1.0.9		98dead8d2a3dac66e39abc4094ab3d44b0e2bb03
com.saucesubfresh	open-rpc-server	1.1.0		2eb7adac1f0ccc7eca2f9b18a82e5c07fced9981
com.saucesubfresh	open-rpc-server	1.2.0		68cb4dc184400b98372c80ab7a69b5954a0979c4
com.saucesubfresh	open-rpc-server	1.3.0		53035710f091de25298128987f4b30c0f1b90381
com.saucesubfresh	open-rpc-server	1.3.1		85f7000b6876ead12b4be19704ceae23fe2aa147
com.saucesubfresh	open-rpc-server	1.4.0		e4e9ca744e5e46997952a9c7994357ea4aec8c26
com.saucesubfresh	open-rpc-server	1.5.0		7a65def8d73cc3cf3c75ddb4faefd2f546992231
com.saucesubfresh	open-rpc-server	2.0.0		79f836fbec1202b879454b77cb323d8573d42f4a
com.saucesubfresh	open-rpc-server	2.1.0		49068ebea897657a4c7470ad5f091e812807b841
com.siashan	toolkit-sms-common-starter	1.2.0		eebefa283bbe48001c63a6d886e50e2a6436d727
com.siashan	toolkit-sms-common-starter	1.2.1		67c1ceae08d375548e4844053b274e7903e85706
com.siashan	toolkit-sms-common-starter	1.2.2		720f39989f3623a26adca21df4b3ec985ae857f7
com.siashan	toolkit-sms-common-starter	1.2.3		53f618a78cde202828c037b5e39e6329daa2c583
com.siashan	toolkit-sms-common-starter	1.2.4		5eb21cfa88ead7dc088f517b55b2d34e349986de
com.siashan	toolkit-sms-common-starter	1.2.5		2227c5824916888a769cc9da5a274ce8db1b6346
com.sirika.pymager	pymager-java-api	0.13		17be31d7a1562bb3027111378f0b57fc8d6ea977
com.sirika.pymager	pymager-java-api	0.14		dbbf3abbdaa1a9ffb70d5fe7d8896f55cd12a48f
com.squareup.wire	wire-grpc-client	3.0.0		f1b18fecaa47c4cffdcb5f44d257de37494a02aa
com.squareup.wire	wire-grpc-client	3.0.0-alpha01		03f2dd867ecf0adff1148323d70aea9058b06cab
com.squareup.wire	wire-grpc-client	3.0.0-alpha02		61ff859ba2740be0399016e0bb16bcf75b674c38
com.squareup.wire	wire-grpc-client	3.0.0-alpha03		d81664002bebbe0b672889a8363a39bbafcf8b83
com.squareup.wire	wire-grpc-client	3.0.0-rc01		bf77dfa60fc709d67c90e55b634f770859dfeb35
com.squareup.wire	wire-grpc-client	3.0.0-rc02		a729aadf6a93eda8f44dfbc90e9ee15706c28107
com.squareup.wire	wire-grpc-client	3.0.0-rc03		ae8416efee5cde6f6d48d17604c16a5dc7419456
com.squareup.wire	wire-grpc-client	3.0.1		4fc912a3af2e2c20ea8972fa92520eded375f26e
com.squareup.wire	wire-grpc-client	3.0.2		2900952f4aa537ebfed30cef44a36a13260f924a
com.squareup.wire	wire-grpc-client	3.0.3		ba84647b9858e9e691a427ccb19c0a5c55d0ab82
com.squareup.wire	wire-grpc-client	3.1.0		e1d229ff8da40d2b271c8235bdcfd3263a784387
com.squareup.wire	wire-grpc-client	3.2.0		afb6a0aec4e132048f0c349dcfbca4b6dd395352
com.squareup.wire	wire-grpc-client	3.2.1		d61bf975c8cd36afa2a3db8f671a642b1e28d72c
com.squareup.wire	wire-grpc-client	3.2.2		f91cf199f15d94c6750c29b50c3665c521d0377c
com.squareup.wire	wire-grpc-client	3.3.0		ad787951e339859461c044bfcc0d9b82aee861e4
com.squareup.wire	wire-grpc-client	3.3.0-alpha1		76604a40971ed86bce2e1bc322db8fe9de478420
com.squareup.wire	wire-grpc-client	3.4.0		9bfb3ced165747ab95750ab6ce2c081886d32fce
com.squareup.wire	wire-grpc-client	3.5.0		345b6b344293129d0c821077f30bbc71f13e1a63
com.squareup.wire	wire-grpc-client	3.6.0		fb3004bab559d53bc31e1b534bd3ad31323ff44a
com.squareup.wire	wire-grpc-client	3.6.1		7c79d11429d00cc364592ea338ff0f3aa97adce2
com.squareup.wire	wire-grpc-client	3.7.0		8c81a3eeb22e56d290dd56c2d822cc4120971215
com.squareup.wire	wire-grpc-client	3.7.1		a903ccd4c158a0f225b28d5e0a06faeda34173c3
com.squareup.wire	wire-grpc-client	4.0.0		6643fc5921fc4d89d2c8b7c5c3188120d3e811d3
com.squareup.wire	wire-grpc-client	4.0.0-alpha.1		7572f59f94155eba5e95c95de7e0752dc5cc0bb9
com.squareup.wire	wire-grpc-client	4.0.0-alpha.10		bbcf9b6d3138f54876590b1ac07866c40a6860fd
com.squareup.wire	wire-grpc-client	4.0.0-alpha.11		dcd651ac047927c44c7036e7237caa503fe0e35d
com.squareup.wire	wire-grpc-client	4.0.0-alpha.12		f30784a039827ac02c02b680ab9b95fe66cfb948
com.squareup.wire	wire-grpc-client	4.0.0-alpha.15		e0eb607923f6007326fbd070902c99f3f2626514
com.squareup.wire	wire-grpc-client	4.0.0-alpha.16		74434f0c19f4a682386585b89576e379768b25d7
com.squareup.wire	wire-grpc-client	4.0.0-alpha.17		67f45bf4f4421bb9ddc3d0eeaa6dbc0f7c33d5af
com.squareup.wire	wire-grpc-client	4.0.0-alpha.18		fd07a70cd578cf39331da6b4d37ddcc01280d00c
com.squareup.wire	wire-grpc-client	4.0.0-alpha.19		57e730cf70c5e306ac224f2f0691fc574639f9f2
com.squareup.wire	wire-grpc-client	4.0.0-alpha.2		8a69e324f396ff63ec0a9d7e017ef6942f7b50a7
com.squareup.wire	wire-grpc-client	4.0.0-alpha.20		7abe6699e5e3d86688c7a58f4c8e89f738c2a90b
com.squareup.wire	wire-grpc-client	4.0.0-alpha.3		3bbe99dcf86bfd6f39dca945900658c9da9ac092
com.squareup.wire	wire-grpc-client	4.0.0-alpha.4		2ec2e2a51d0ca548d2c8642e71bcd3a932d26c38
com.squareup.wire	wire-grpc-client	4.0.0-alpha.5		50ca4a655f58f3a3ffeda4ae3f5034f7ae1d85d2
com.squareup.wire	wire-grpc-client	4.0.0-alpha.6		37671208726c22a8f2925efc62e144e6c4d4c73b
com.squareup.wire	wire-grpc-client	4.0.0-alpha.7		1ecedf00dcd53d2728691d92dabe205420ea89e6
com.squareup.wire	wire-grpc-client	4.0.0-alpha.8		b00d02e9e181049469f9ababc66d503c47bbf737
com.squareup.wire	wire-grpc-client	4.0.0-alpha.9		22c69a5d31767c9805cfae923e39be2c833cb409
com.squareup.wire	wire-grpc-client	4.0.1		b2d311bd504223b7d3199aa8d5e4e7cdf2f41fc6
com.squareup.wire	wire-grpc-client	4.1.0		83ba5c27b08ee6ad01c0939dd7b990ddaa952511
com.squareup.wire	wire-grpc-client	4.1.1		5bad5d308a6329e9a7c84e1ddff0e96b32c69836
com.squareup.wire	wire-grpc-client	4.2.0		305f03dab2762cddbb12ddf6bc10abb53dc7a8cb
com.squareup.wire	wire-grpc-client	4.3.0		0f296e6f4870f7991415b90558902c72b1f1e3ea
com.squareup.wire	wire-grpc-client	4.4.0		878ed901b864bf23c0f70b3d15b3146928dd7bde
com.squareup.wire	wire-grpc-client	4.4.1		9f7635dd77691e155a75ca9b9494ae9692c9e4e1
com.squareup.wire	wire-grpc-client	4.4.2		50b2c988a14fd73ed36062da205ac2977d932f2c
com.squareup.wire	wire-grpc-client	4.4.3		2ce756cbf48650bc646fcf294204431783058e52
com.squareup.wire	wire-grpc-client	4.5.0		56262938e5b78c860d5c85ed40e5401a12572dcc
com.squareup.wire	wire-grpc-client	4.5.1		e53e63d6ff88b3a6a5976a3768bb12338548ccdb
com.squareup.wire	wire-grpc-client	4.5.2		6e7e0f54ecb35ba0d3e0c36f4691889e2ffe65b9
com.squareup.wire	wire-grpc-client	4.5.3		d1e4bfb88a3d16912ff08b5de30c6c380a8fbce6
com.squareup.wire	wire-grpc-client	4.5.4		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.5.5		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.5.6		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.6.0		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.6.1		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.6.2		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.7.0		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.7.1		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.7.2		045b011e0a86d2ab20f21c533435633298a5e08e
com.squareup.wire	wire-grpc-client	4.8.0		87acfaf01a78599c62de9a5b636dbfc5b32437c7
com.squareup.wire	wire-grpc-client	4.8.1		87acfaf01a78599c62de9a5b636dbfc5b32437c7
com.squareup.wire	wire-grpc-client	4.9.0		77260625f0c8077b7d308dae9d697e7cf9f18474
com.squareup.wire	wire-grpc-client	4.9.1		77260625f0c8077b7d308dae9d697e7cf9f18474
com.squareup.wire	wire-grpc-client	4.9.11		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.2		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.3		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.4		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.5		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.6		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.7		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.8		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	4.9.9		92dac80467a33669ec409cee78b396e65ee63ec9
com.squareup.wire	wire-grpc-client	5.0.0		bda4267bfbdafbd350978ce271580003f5aa484e
com.squareup.wire	wire-grpc-client	5.0.0-alpha01		494a06513e146df82578ce8d1aeebe3fae0abe86
com.squareup.wire	wire-grpc-client	5.0.0-alpha02		bda4267bfbdafbd350978ce271580003f5aa484e
com.squareup.wire	wire-grpc-client	5.0.0-alpha03		bda4267bfbdafbd350978ce271580003f5aa484e
com.squareup.wire	wire-grpc-client	5.0.0-alpha04		bda4267bfbdafbd350978ce271580003f5aa484e
com.squareup.wire	wire-grpc-client	5.1.0		5cdae6023030bc25fea5883e39d5a0135b16953b
com.squareup.wire	wire-grpc-client	5.2.0		db53d3ae23e30fa0e0293fa3e61c87c35bddf721
com.squareup.wire	wire-grpc-client	5.2.1		db53d3ae23e30fa0e0293fa3e61c87c35bddf721
com.squareup.wire	wire-grpc-client	5.3.0		db53d3ae23e30fa0e0293fa3e61c87c35bddf721
com.squareup.wire	wire-grpc-client	5.3.1		db53d3ae23e30fa0e0293fa3e61c87c35bddf721
com.thinkitcms	thinkit-common-utils	1.0		00b3d9ab9b25bbc8e92d3867e79863e7b07e23db
com.truward.kvdao	kvdao-xodus	0.0.1		88e9c0ed35d56090438576264f9926ff59b302d4
com.truward.kvdao	kvdao-xodus	0.0.2		1112987321ce38f7c5694e6e2dfa7c34e9644afd
com.zclibre	libre-core	1.0.0		4da8009146fad060045f76c04294f0b9b053c6a1
com.zclibre	libre-core	1.0.1		d427e35ecc94621d8fe3e65aeea76825bec857a8
com.zclibre	libre-core	1.0.2		c80e441ba4936846cea90fbe53757bf86ff046a8
com.zclibre	libre-core	1.0.4		705c634b9850f94fe85b63eb04f38bcf7bc18748
com.zclibre	libre-core	1.0.5		941742142031ae20504f14783bb9e11c2975bf11
com.zclibre	libre-core	1.0.6		4a8cc634ccd44d65ee334d8ed622368632d796ab
de.carne	gradle-java-plugin	1.0.0		6c8bc4f3e776beb7e43c7e9d7d7bb047fd22aa17
de.carne	gradle-java-plugin	1.1.0		53f2afdae7f77ba4f77a25e10ab5b92613447cfb
de.carne	gradle-java-plugin	1.1.1		0ef4c99ff38a1599de73cd4bea1cd0679aee360a
de.carne	gradle-java-plugin	1.1.2		ff0f0846e4d44448d72fb540e334b241095707e6
de.carne	gradle-java-plugin	1.2.0		c43bb66b3a08513a66b305950f95c400230f302c
de.jensklingenberg.cabret	cabret-log-android	1.0.1		N/A
de.jensklingenberg.cabret	cabret-log-android	1.0.2		N/A
de.jensklingenberg.cabret	cabret-log-android	1.0.3		N/A
de.jensklingenberg.cabret	cabret-log-android	1.0.4		N/A
de.jensklingenberg.cabret	cabret-log-android	1.0.4-RC		N/A
de.jensklingenberg.cabret	cabret-log-android	1.0.4-RC2		N/A
es.optsicom.lib	es.optsicom.lib.approx	0.1.0		b63d31d44d25157f0e4b8878904958cce23988c6
eu.geekplace.javapinning	java-pinning-jar	1.0.0		6feb983ced700334de25d254983d41f5994f6815
eu.geekplace.javapinning	java-pinning-jar	1.0.1		bdd2809fdc4b67c4fbcdaede96355825b57febcf
eu.geekplace.javapinning	java-pinning-jar	1.1.0		8ac7436301f3fd3ad27cb5f6d83dbd4c391db534
eu.geekplace.javapinning	java-pinning-jar	1.1.0-alpha1		20d795fe839fcbcd74ab8fd6fd0242c4d5000594
geronimo	geronimo-axis	1.0		e31d20c837fbf1a4cc5c73a92a3881811cf93851
geronimo	geronimo-axis	1.0-M2		708e55d6193c99d4aa682acad1f4d20d84dde95e
geronimo	geronimo-axis	1.0-M3		42adf47e3566a99e00d561b65f26d84af4c0711c
geronimo	geronimo-axis	1.0-M4		ab954372794abe9b407cc5e021ffab3bd7f7ef84
geronimo	geronimo-axis	1.0-M5		05f81fe72c6f0724b377fe252cfdd2c65b73a905
geronimo	geronimo-axis	1.1		1c5fc6525f811e100bafe5045500a101435dbbaf
geronimo	geronimo-axis	1.1.1		a5c82723b236b40d694ec2da67549dbd34350774
group.rxcloud	capa-spi-aws	1.0.1.RELEASE		74b52a46a90441665f76ca4a2bf75acae0f6e764
io.arkitik.travako	travako-starter-processor	v1.3.0		45801640cbb9ac84f73d6f7e64670fbfe224a739
io.arkitik.travako	travako-starter-processor	v2.0.0		03a4106ac649d06db160f6afd738d8c8b6c7f681
io.arkitik.travako	travako-starter-processor	v2.0.1		6e157fada4ce48c3440b8e6510217879b2adc0f3
io.arkitik.travako	travako-starter-processor	v2.1.0		8e94f3a8dc72fbbb1a2f664bb689e407ba8c5127
io.arkitik.travako	travako-starter-processor	v2.2.0		28d28248f303d2e9145c4f934f744fff37edcf9d
io.arkitik.travako	travako-starter-processor	v2.3.0		57e516908e4b26dd6b6d2e4cee9a0fb83ea0677f
io.arkitik.travako	travako-starter-processor	v2.3.1		a6fc37ba2ce3c528b28ab6d6698457e90d14708d
io.arkitik.travako	travako-starter-processor	v2.3.2		f9516b527d61d06cc09173b51028d1bd4178da86
io.github.247452312	my-rpc-spring-start	1.0.0.my		2d935c39dd660d75a51ec39e861a4566f16fe27a
io.github.247452312	my-rpc-spring-start	1.0.2.my		8bdc2f443c690b5d1fa2bf616e42401352653ef4
io.github.boswelja.datatypes	capacity-wasm-js	1.0.0		N/A
io.github.egonw.bacting	managers-rdf	0.0.10		fe535248f0bd10216a9c516df23b3796b71aeee9
io.github.egonw.bacting	managers-rdf	0.0.11		4bde624fd4d95062fcf279575d8c351c90708190
io.github.egonw.bacting	managers-rdf	0.0.12		a1e94655235b270f51b5cf7e3b4ddb46c8b479a6
io.github.egonw.bacting	managers-rdf	0.0.13		60b1aaaf501388eeb897a4c29baf27ae91f1402c
io.github.egonw.bacting	managers-rdf	0.0.14		29d47aa58aef052c4ed200943f801e65b204fffb
io.github.egonw.bacting	managers-rdf	0.0.15		79622108f629557c70f625ba52c962f06078d623
io.github.egonw.bacting	managers-rdf	0.0.16		5d93997607e56710d307d6017296eb9b4993777c
io.github.egonw.bacting	managers-rdf	0.0.17		31d51128b7e635b58a87aea3d880f24a9631513c
io.github.egonw.bacting	managers-rdf	0.0.18		9ed917a8a8834b4c4d63d7db12ff7dc548d49bcd
io.github.egonw.bacting	managers-rdf	0.0.19		c9aaf1ebc384e93613f2bb7a1c2b5f65ee7d941f
io.github.egonw.bacting	managers-rdf	0.0.20		890b7c2a2242c71431a68b391b00f80728dbd3ed
io.github.egonw.bacting	managers-rdf	0.0.21		bb5337eb47f7a2c3223e2cbbdae84af0fc169c96
io.github.egonw.bacting	managers-rdf	0.0.22		8fbcc79d56336796cbf309c389af6eda70e32f48
io.github.egonw.bacting	managers-rdf	0.0.23		b2228e8e1249af398c45478a0436bcba5f8f5e2f
io.github.egonw.bacting	managers-rdf	0.0.24		738c9e09abefd9ad0fca0726280029d688234356
io.github.egonw.bacting	managers-rdf	0.0.25		462c88c5bf33d221b805e823d4a7e1f56fb58154
io.github.egonw.bacting	managers-rdf	0.0.26		36b4bd9bf19addc2582f405f4b99055c74ac3fcb
io.github.egonw.bacting	managers-rdf	0.0.27		511f3dba49e84947505767f532644e7762d123db
io.github.egonw.bacting	managers-rdf	0.0.29		f2aa600463f51bfc3e187be69bdcc5684892b837
io.github.egonw.bacting	managers-rdf	0.0.30		c8033af1c5afc4092325617a61816ab91a23b834
io.github.egonw.bacting	managers-rdf	0.0.31		6ffb6166ba9a702ea76df2259062707ce6b95821
io.github.egonw.bacting	managers-rdf	0.0.32		d512bbae01041ba806dd353a3b99525d45ba0423
io.github.egonw.bacting	managers-rdf	0.0.33		088a9991009b32023511f1559b2475b2beb14e69
io.github.egonw.bacting	managers-rdf	0.0.34		f71ffcbc5a8e38ada41c4bf73dfed813f0ca9862
io.github.egonw.bacting	managers-rdf	0.0.35		8548463f3b3873f86603c7ddac9237482a259662
io.github.egonw.bacting	managers-rdf	0.0.36		541e60e441de165b2ed545dc24f1dfd764f721b7
io.github.egonw.bacting	managers-rdf	0.0.37		f5ec54d07e26e6134c3b1164c6469ad7addd675d
io.github.egonw.bacting	managers-rdf	0.0.38		26f2582c63cae06581b715bddfbbd245536994b8
io.github.egonw.bacting	managers-rdf	0.0.39		6320721d6254cd663010d7e096c3c7a548c0df2e
io.github.egonw.bacting	managers-rdf	0.0.40		b64c69a7561c3c894addf1060573cf9ef0d2400b
io.github.egonw.bacting	managers-rdf	0.0.41		265958af1ce756a1573ab68a0ac6addc88d9e96b
io.github.egonw.bacting	managers-rdf	0.0.42		a3cfd50150348cb91b95bf7e8a9eb918447bc129
io.github.egonw.bacting	managers-rdf	0.0.43		e008d6a56c027702db6ae7935e137d6e29167d92
io.github.egonw.bacting	managers-rdf	0.0.44		0275d2dade1369bbd457860b20db358d934d5f21
io.github.egonw.bacting	managers-rdf	0.0.45		a987342542bf7408842a7f9896b8814a2dc25ec0
io.github.egonw.bacting	managers-rdf	0.0.5		d5d6252b75b48c170a9d8f54aaaaaec31331fcc3
io.github.egonw.bacting	managers-rdf	0.0.7		0ff2002a25ce9755f2a10b5275195948896f2f6c
io.github.egonw.bacting	managers-rdf	0.0.8		90830416cd1a61ce1e69e2c062329bc7f49cb6d6
io.github.egonw.bacting	managers-rdf	0.0.9		7e856cd643b49df0251404bb03223fcb2df58ef0
io.github.egonw.bacting	managers-rdf	0.1.0		6a69a8facb54495bb01a130c1c1d2c392d898fde
io.github.egonw.bacting	managers-rdf	0.1.1		66f4052f8b6b6f9c16747261ae2d8f51116f2aee
io.github.egonw.bacting	managers-rdf	0.1.2		33495e6e9a693243bc340ea51fb13b42a762b480
io.github.egonw.bacting	managers-rdf	0.3.0		4a23f5b34c5cc00ada19b6d0a4a4d22c342f6bb5
io.github.egonw.bacting	managers-rdf	0.3.1		735724e9f5b7de25112259d2010748e857c59b39
io.github.egonw.bacting	managers-rdf	0.3.2		22e162ac69b484f221040ce27c2a822c85fda2b2
io.github.egonw.bacting	managers-rdf	0.3.3		54b93007cfcdc9a90de9520aba7b989ea1208986
io.github.egonw.bacting	managers-rdf	0.3.4		8c0be12918daf162378c900a6de943a8f20e8277
io.github.egonw.bacting	managers-rdf	0.3.5		5ae9f963fe20a559562bf0419de85bbb786d9aa3
io.github.egonw.bacting	managers-rdf	0.3.6		0769996c7b849a6e7c71c4b9a7998d003c3cae74
