ch.cern.hadoop	hadoop-yarn-server-timelineservice-hbase-tests	3.2.1		c2904468accded41562df57120d230b8713c67e4
org.jboss.arquillian.container	arquillian-parent-was	1.0.0.Alpha2		N/A
org.jboss.arquillian.container	arquillian-parent-was	1.0.0.Beta1		N/A
org.jboss.arquillian.container	arquillian-parent-was	1.0.0.Beta2		N/A
org.jboss.arquillian.container	arquillian-parent-was	1.0.0.CR1		N/A
org.joyqueue	joyqueue-client-kafka	4.2.0		0f10b5b4aa03c6061ebd2b4a8c9fa5c261d98943
org.joyqueue	joyqueue-client-kafka	4.2.1		d4a1c1f066cb24fdf0e946336ad3069fe7f70e99
org.joyqueue	joyqueue-client-kafka	4.2.2		3ab003d8a67d309b4bce2c0719add3c2fa030087
org.joyqueue	joyqueue-client-kafka	4.2.3		fbb508d928f2404c5e80dc8ed7cb2bbd69b27b29
org.joyqueue	joyqueue-client-kafka	4.2.4-RC1		975781154e9b2a1e5fd9692856164c7d42c8cc5d
org.joyqueue	joyqueue-client-kafka	4.2.4-RC2		43406a244dfb0abfb7fdbda9caa27af0240728ea
org.joyqueue	joyqueue-client-kafka	4.2.5		52d147a0919c119c799024146425159c72bb8bde
org.joyqueue	joyqueue-client-kafka	4.2.5.1		7f475a3f5fb53e51d95fcab037c9a1d043de49d8
org.joyqueue	joyqueue-client-kafka	4.2.5.2		c38bcc032218e6d96305174140127255a5d83d22
org.joyqueue	joyqueue-client-kafka	4.2.5.3		0d7ec736ef915af16c69a57309c21e185a0f4d0c
org.joyqueue	joyqueue-client-kafka	4.2.7		ecc8fe1e043f7f6b2bd3a8a4e64a3e331fcf46ed
org.knowm.xchange	xchange-bx	4.3.10		9aec48ab2407c3276a55bb2df9fd7f3bbe8cda93
org.knowm.xchange	xchange-bx	4.3.11		1cc833140ea08bf126333943eb1325711e511555
org.knowm.xchange	xchange-bx	4.3.12		10a2393d0798b6b5639ef454b43a41ce8d189ee8
org.knowm.xchange	xchange-bx	4.3.13		5d3b7e9164dd9d8c225d1e8d0d54818a5b34d10b
org.knowm.xchange	xchange-bx	4.3.14		a9eb07aced86b04b84d8b1efe4a911667d05872c
org.knowm.xchange	xchange-bx	4.3.15		2abe430c323a02f724d5aafb5782ab74521396ce
org.knowm.xchange	xchange-bx	4.3.16		be39f439b3bf9fe32e0f6994593d0221495f5803
org.knowm.xchange	xchange-bx	4.3.17		a0a342c879dbdcaa9ac9413dee66560dade5130a
org.knowm.xchange	xchange-bx	4.3.18		61babeb61c96141ce0b6c5e50cdc10df00259011
org.knowm.xchange	xchange-bx	4.3.19		dc391c49602cc954583f18ca3af04df79fb9ca6b
org.knowm.xchange	xchange-bx	4.3.20		8dd5a9c1e89b5233d0fcf205078d0994f02417e9
org.knowm.xchange	xchange-bx	4.3.21		e72dfbaed2f341a0e503a5387bca7e00a9045e6e
org.knowm.xchange	xchange-bx	4.3.8		8d986150ea107d069551b5ce89f644d7886baaf9
org.knowm.xchange	xchange-bx	4.3.9		a3c0ae0173be762fe904884188dcb264fd23aa06
org.knowm.xchange	xchange-bx	4.4.0		6b9d99543a4e76ff85b897be91f18800ed19c85d
org.knowm.xchange	xchange-bx	4.4.1		aa2d6c0f962b83876f05535a2cf4275aea6d8675
org.knowm.xchange	xchange-bx	4.4.2		bb16380e242c20d28add14ee15b0193fd92f60e8
org.knowm.xchange	xchange-bx	5.0.0		933f84305c7563714caa341816526edcf312a052
org.knowm.xchange	xchange-bx	5.0.1		2318be0b91e764fe67b42ae9b36360f9d67bcba4
org.knowm.xchange	xchange-bx	5.0.2		a8c309812ed3eb2641fb7e267bc43dcae6e3464e
org.knowm.xchange	xchange-bx	5.0.3		bfcc7129a50c3b6201e2a2ff9b967fbfd30eada2
org.opendaylight.controller	karaf-aggregator	1.1.0-Lithium		N/A
org.opendaylight.controller	karaf-aggregator	1.1.1-Lithium-SR1		N/A
org.opendaylight.controller	karaf-aggregator	1.1.2-Lithium-SR2		N/A
org.opendaylight.controller	karaf-aggregator	1.1.3-Lithium-SR3		N/A
org.opendaylight.controller	karaf-aggregator	1.1.4-Lithium-SR4		N/A
org.opendaylight.controller	karaf-aggregator	1.2.0-Beryllium		N/A
org.opendaylight.controller	karaf-aggregator	1.2.1-Beryllium-SR1		N/A
org.opendaylight.controller	karaf-aggregator	1.2.2-Beryllium-SR2		N/A
org.opendaylight.controller	karaf-aggregator	1.2.3-Beryllium-SR3		N/A
org.opendaylight.controller	karaf-aggregator	1.2.4-Beryllium-SR4		N/A
org.opendaylight.controller	karaf-aggregator	1.3.0-Boron		N/A
org.opendaylight.controller	karaf-aggregator	1.3.1-Boron-SR1		N/A
org.opendaylight.controller	karaf-aggregator	1.3.2-Boron-SR2		N/A
org.opendaylight.controller	karaf-aggregator	1.3.3-Boron-SR3		N/A
org.opendaylight.controller	karaf-aggregator	1.3.4-Boron-SR4		N/A
org.opendaylight.controller	karaf-aggregator	1.4.0-Carbon		N/A
org.opendaylight.controller	karaf-aggregator	1.4.1-Carbon		N/A
org.opendaylight.controller	karaf-aggregator	1.4.2-Carbon		N/A
org.opendaylight.controller	karaf-aggregator	1.4.3-Carbon		N/A
org.opendaylight.controller	karaf-aggregator	1.4.4-Carbon		N/A
org.opendaylight.controller	karaf-aggregator	1.5.0		N/A
org.opendaylight.controller	karaf-aggregator	1.5.1		N/A
org.opendaylight.controller	karaf-aggregator	1.5.2		N/A
org.opendaylight.controller	karaf-aggregator	1.5.3		N/A
org.rhq	rhq-oracle-plugin	1.2.0.Beta1		20dc2069a72d020080eae59697eaf5aff6a858da
org.rhq	rhq-oracle-plugin	1.2.0.GA		1bc30f18ad6063cc6e606146fe50a0dfae8105a0
org.rhq	rhq-oracle-plugin	1.3.0.EmbJopr.1.3.0-4		a3fe03771f9af3dcbc3caf125d2c98267aada99a
org.rhq	rhq-oracle-plugin	1.3.0.GA		230dd264c9c4fae4e56d6007538f7236e966ad27
org.rhq	rhq-oracle-plugin	1.4.0.B01		02009bedd004d83c2028f024971aa0c1d27a95e6
org.rhq	rhq-oracle-plugin	3.0.0		541a5efb4cdd95548ab9edf36fa9cf0f1cf17b03
org.rhq	rhq-oracle-plugin	3.0.0.B06		90fee52087b427c5347e4f70c275e5947acd3902
org.rhq	rhq-oracle-plugin	3.0.0.EmbJopr2		777543baf90c87429c4cd5a114c0bb446b187be0
org.rhq	rhq-oracle-plugin	3.0.0.EmbJopr3		d7a97b4bb9b874b0fab928002bf4ad7cf69b70d8
org.rhq	rhq-oracle-plugin	3.0.0.EmbJopr5		11ff79358c9ca491435e29732f254872fff87ca2
org.rhq	rhq-oracle-plugin	3.0.1.GA		7e75b9b312258433bfd25052d3c3fb421f3a35c1
org.rhq	rhq-oracle-plugin	4.0.0.B02		eade01aff68528bbed740f7dcf8aafd9f8dc0ecb
org.rhq	rhq-oracle-plugin	4.0.0.Beta1		e106c179cd828213a0f368b8beefccdf78914ce3
org.rhq	rhq-oracle-plugin	4.0.1		990e14f4a081b01cfa62a9ffcfd7d0eb0c556d54
org.rhq	rhq-oracle-plugin	4.10.0		8d50685581264ac9bdbc86c2a40f5fbc87f35841
org.rhq	rhq-oracle-plugin	4.11.0		9e74c62142ddde19f2d01a599ba960b77b03ddd5
org.rhq	rhq-oracle-plugin	4.12.0		2e3ce296d776c6ac1ee81924c210f358172e6ff3
org.rhq	rhq-oracle-plugin	4.13.0		9a3900d8e23306d1956163753581646af6c920bf
org.rhq	rhq-oracle-plugin	4.3.0		c4ff31de81d5eea38f24e3a4135ce488939b47eb
org.rhq	rhq-oracle-plugin	4.4.0		14bce638c2e672f5b09ef5de025b037fe16fc4b3
org.rhq	rhq-oracle-plugin	4.5.1		e1d2371a3a1fc5aac08238cd244dcf9403041b98
org.rhq	rhq-oracle-plugin	4.6.0		f4bb8535a44845468c1520e6ea9f4bdff45c2dc0
org.rhq	rhq-oracle-plugin	4.7.0		812dc05bfc3e2e4c37350b5fbd57868d167b2568
org.rhq	rhq-oracle-plugin	4.8.0		e2557368e21e0dd670195ca8a23964d5cb8a270f
org.rhq	rhq-oracle-plugin	4.9.0		76341c1d6d4d00b225360c41a916b88032f456df
org.scalatest	scalatest-funspec_0.27	3.2.2		46ce2a45dadfb2b48049adf524a61935cb28def1
org.scalatra	scalatra-akka	2.1.0		ddf586191e98bf7be780f4af8311d9b798ec8bbb
org.scalatra	scalatra-akka	2.1.0-RC1		05b5bebdf5ccff864173ba5258a2bdf2bae5cb79
org.scalatra	scalatra-akka	2.1.0-RC2		f8660eee2ce74072faf14598110a27b8fba1a0c1
org.scalatra	scalatra-akka	2.1.0-RC3		851f39c8af4ec1d0709d3e0eb30f39ac6b035cb3
org.scalatra	scalatra-akka	2.1.0.M2		2188b4245c49c16d31da948f8dd69c4a1a8bfa8c
org.scalatra	scalatra-akka	2.1.1		3ab7da80d5a4298fefa97865d9028a81cf69b90f
org.scalatra	scalatra-akka	2.1.2		a32a3e7f7fc3e056180830b7324308a760406ee4
org.scalatra	scalatra-akka	2.2.0-RC1		24510a90e10d04ed0eb02f77017be6b90036f713
org.scalatra	scalatra-akka	2.2.0-RC2		d9d840699fe5bd3581c94a25ad895ce90b60526b
org.scalatra	scalatra-akka	2.2.0-RC3		e672e65336e91ae62f9f203e2067787173a9c466
org.sonatype.tycho.p2	p2-publisher-facade-imp	0.1.0		1f6d1036719ac20efecb4ae8c732566791248907
org.sonatype.tycho.p2	p2-publisher-facade-imp	0.1.2		c99df50363420f4fea2b894cc38edad44e12e577
org.sonatype.tycho.p2	p2-publisher-facade-imp	0.2.0		3bd886ec12b8fc546e0689d9bb27592b1691c6eb
org.vertexium	vertexium-security	2.5.3		5604a4bcc3ce6403ed11570af300054152bd1103
org.vertexium	vertexium-security	2.5.4		ee71c78d0873885af9c6548a86ed51aaf5d640b4
org.vertexium	vertexium-security	2.5.5		08cf96947f70f00006878e4cf421856458c05766
org.vertexium	vertexium-security	2.5.6		398277b9d8680c8753d1a0ab850a1190e696cedc
org.vertexium	vertexium-security	2.5.7		435ecf3dc327840efbccd2386e7b81b8a1112c57
org.vertexium	vertexium-security	2.6.0		e695636a89553e6ef7578fb3aba7c80b5f132757
org.vertexium	vertexium-security	2.6.1		a797479a8e4fb044246d9616f244ea453999aa9f
org.vertexium	vertexium-security	2.6.2		aa200ca08f85f2abda97dcc19128cd1a1cf156e8
org.vertexium	vertexium-security	3.0.0		489b5507357dc0b944801d32c437aa18662c7d74
org.vertexium	vertexium-security	3.0.1		60b3e3e23f61715823fd89efe754e20e0d928e1e
org.vertexium	vertexium-security	3.0.2		7650adc4c08899196bf4e0a63d18aa27c0028c80
org.vertexium	vertexium-security	3.0.3		1ccc2d897dcbffb8e02d5978fe905072abb5d99f
org.vertexium	vertexium-security	3.0.4		b0657c401ae6a41f7f7b1e89846245a1b842c92d
org.vertexium	vertexium-security	3.1.0		a407128bc2afd806f1c09b2f21f363c15b1b0864
org.vertexium	vertexium-security	3.1.1		4063fa664fd4f07605efe0539da3e08e47c9ecb4
org.vertexium	vertexium-security	3.2.0		810bcdda0040b6ace3f31bf4cc7ffeb1aa610c98
org.vertexium	vertexium-security	3.2.1		3b5c495b98ec2f3cb3dc803c97e9b565efd42140
org.vertexium	vertexium-security	3.2.2		d0b85088d404f798b03df76d7ad58987ceaa9de9
org.vertexium	vertexium-security	3.2.3		a690cc9ca08c9b3a0bac43751e8b14a90f13f3ea
org.vertexium	vertexium-security	4.0.0		3f120e7fc6d4828a1f95beb0da30dc8e64d9d5bf
org.vertexium	vertexium-security	4.1.0		2746c9a8ddab8b4d4a480e50d806dc136a198028
org.vertexium	vertexium-security	4.1.1		b85ea201deb0659ff3e7196640aae7fd852c6086
org.vertexium	vertexium-security	4.1.1.1		f6f31a3c9990e158d78c266bc0b1b5e1fe614cd9
org.vertexium	vertexium-security	4.1.1.2		c2868b4bfa5ecbc7b4fff201e43914dd3bfc052e
org.vertexium	vertexium-security	4.1.1.3		6c0b0d7b51ec9470f3c2480f78843e9552dd75ee
org.vertexium	vertexium-security	4.1.1.4		7b489dac4b42d5d7aa9c066f3be2519093ebc698
org.vertexium	vertexium-security	4.1.1.5		7fb469203523aa7497f461ec0d7f9cfb15c24642
org.vertexium	vertexium-security	4.1.1.6		b900d6063cf80f165ab69bc56e512c1d262f728e
org.vertexium	vertexium-security	4.1.1.7		448bd16ef5f60efba40d8f9efe1e78baf86a9b82
org.vertexium	vertexium-security	4.1.2		690ea3c7390959e882575f022f110e850f12b7a6
org.vertexium	vertexium-security	4.1.3		2cd63c46a953b1e3015bd2578c8ea7d2d5245534
org.vertexium	vertexium-security	4.10.0		bbb8edf5773e99b60b9340269addf263cb2ff186
org.vertexium	vertexium-security	4.2.0		a9a05e99c2395f5e7f98de34aecbc092c19cacb2
org.vertexium	vertexium-security	4.3.0		505d187be3afba6996f63ad891cb98fe54e9eb43
org.vertexium	vertexium-security	4.3.1		37f00ecd95db5b5390b65b65f713b16c8ca82414
org.vertexium	vertexium-security	4.4.0		990f52932563f590a4b1d0b025a81021c8e250ce
org.vertexium	vertexium-security	4.4.1		46abc47661a7bbf69307e51c7e9adccbcb11901a
org.vertexium	vertexium-security	4.4.2		fb4cb7051673067f97ffe69039045f300a1173a7
org.vertexium	vertexium-security	4.5.0		e050461902f85acb50cc819dad73057c8c7f51ab
org.vertexium	vertexium-security	4.5.1		784c4690e11c722d1ef2b1869e5168557aa72541
org.vertexium	vertexium-security	4.5.2		1a935a3ad491ff569c8c573acc5425d793b9591d
org.vertexium	vertexium-security	4.6.0		e2083b55a60e46e7dc4fa7ce2756775ecb9b6518
org.vertexium	vertexium-security	4.6.1		3ec7553bc52437d65161fbacca35acecd6729ddc
org.vertexium	vertexium-security	4.6.2		cf2e5e4a0423c9b6c3267f78c8123ddd838e8b73
org.vertexium	vertexium-security	4.6.3		69f120e452ff56cf320efd2d90adff4beddeb744
org.vertexium	vertexium-security	4.7.0		842b3e621f6c119459c7c9af212c8630dd3128fa
org.vertexium	vertexium-security	4.7.1		1ee3ca2dcfc5e484cf45fac008cda2372030ac91
org.vertexium	vertexium-security	4.8.0		53ebd02883e3194bdc4bd05ba2e344604d515f52
org.vertexium	vertexium-security	4.8.1		bf4f2ff22530a32fd71f2d67935ee54f68c7d254
org.vertexium	vertexium-security	4.9.0		51d0cd9e09347e93ffd1024a6f7768afdc5db1f9
org.vertexium	vertexium-security	4.9.1		64723b5e8a287806f17636e5e556f9b5afee3ab6
org.vertexium	vertexium-security	4.9.2		d4d64d8deea906dde7ab35fd242fc6b4d72f29f2
org.vertexium	vertexium-security	4.9.3		e4dc150a95db121e940f031640ef3b74382681dc
org.vertexium	vertexium-security	4.9.4		24673b6c5e010ef2155ce7bf0ef3420a78686747
org.vertexium	vertexium-security	4.9.5		ae2b1ecc7df9462542dada64231134094c1cb55c
org.vertexium	vertexium-security	4.9.6		a9179ecfbd1593543566e23c5455de12b035b542
org.vertexium	vertexium-security	4.9.7		2f4a851a9ea642da0eb75930715f852d97918dbd
org.webjars.bowergithub.doowb	detect-file	0.1.0		28b162df3dcbea55144df2bbffaab0378dbccdd9
org.webjars.npm	handlebars-loader	1.4.0		e551c9945f5a2ffc4fd663197d0afbbeae948931
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.10.0		d260c257a399fe271c21fe5fbc7fb38d8b1ff4c7
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.10.0-RC1		1054037ef03c8fe91e592f71acb5faef6bc64e72
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.10.0-RC2		7bd7cb7b3381b700b2eaef2ee8ff800808410aec
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.10.0-RC3		275162dc5454ff5804b58779e8cf1a4cd0093704
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.11.0		082b576491793880c86069932dec3f96c5bbee97
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.11.0-RC1		b4ce1492f53ae53493bc540d088113adfedbfda1
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.11.1		b7c485605fa5f6c234777f9889a7acbbd93b5181
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.11.2		19204f4f0c568be1a7666342497f992e9163412d
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.11.2	assembly	5402274428d656acaac8d24e4a06c8720cebe046
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.11.3		e0556113ee4899219695461f4a537c3e816ac85a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.0		c51b03aded8ea080f3532783f3445c41504f57c0
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.0	assembly	d149557913736b6d01f3d92d82ed781a8f75fcf9
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.1		0be854de7c6f7abdc015f7c9be52105946fea00e
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.1	assembly	1b5a187a44e1012f88a3990bcaa0d299592e5811
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.2		c02256dde0481ec07f6832e2da8054c080ff183a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.2	assembly	3c763dbf3fb6e13cad58d7ad10ce6d89111e297f
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.3		0bda47fbd13c97daf5b6ce29e70c6c95fe030605
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.3	assembly	923da7ffbfb26fd20b58e825a6e27e74978a6678
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.4		2506c85a30ee63edf3588b7daac81d00f5beea25
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.4	assembly	dc8519cf48449091a2f6827458cc35ab83fadd3b
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.5		8119321e3d056ea04db62d2161cbe2803483563a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.5	assembly	109947a4632dba52456fa32ee6f14c1dc6fb580a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.6		f56f6f4b4f32b95850938e5bf39f71ac476854f9
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.12.6	assembly	2ca6b4ac603f990daf8fe65719014ceeea14096a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13-RC1		9aa5b09d57104a4b915917dd550206d45f2fa45d
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13-RC1	assembly	acbdb7128279a42616f4c856fd9281a64544d71a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.0		66d9dcf7224d7283f08cb0ec33d7766bf20e2dc6
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.0	assembly	0a4d8d221114f5f8794def1efa3b37f4b0a5d5c5
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.0-RC1		b209dadcaafd0ec453dd85550f9c0394c41e64af
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.0-RC1	assembly	d4b1c1e84e15be4c9d845010bfd960f00764e531
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.0-RC2		800506b84217beeb0d5f0a416072addc3ec605bc
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.0-RC2	assembly	50d0eb5b9ba89236b324795afa74449f5fc57434
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.1		d1f15937e20458f7b8e5c5fb9d0a8aef4cabbad9
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.1	assembly	3133f731f601fb8c3f2de23765003f46886933c1
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.2		de53da67cc804cb9935f478adc4c95ca852b19e1
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.2	assembly	e48d7910b06a0c30c188c82b65b888e06061dc3d
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.3		eb676431a537aad161d9174565608ab780d642a5
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.13.3	assembly	2be2940f8f41e73654b339d70efd04106680250c
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0		356ab7f591262ee3e891b596fb3caee4a162b48b
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0	assembly	935627d7c2cc99f4c30eb6dd0311d787d4843509
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0-RC1		5947df8e506af2e46abb98ca5bd9e4970b62a0e6
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0-RC1	assembly	fa9f32614439048d216c300cd60e7f26900b15a4
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0-RC2		681e79f7dfb80b8d7f1827120cd355fd84b70759
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0-RC2	assembly	1f53a9aba7f51d52e071922927b1431af3d3042e
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0-RC3		6b523efb2cc8381058c97fe6eebf94463a657812
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.14.0-RC3	assembly	70763e57d677f1135ba7350050009a8bcdd2fabb
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.0		c0d478ca5d34256f4f4eec50250b8cd9780dfca8
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.0	assembly	407b408258899b1f26e2ac8e421f65ada0ad77fc
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.0-RC1		f401de8b406dd600f7fdd6f087acae4aba05663b
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.0-RC1	assembly	21e71e7cd2e50c9d6aa15500c7c5fb9ef7c12b93
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.0-RC2		03e295ac438bf828bb43e66c0ce4cf4c34c3641a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.0-RC2	assembly	ce56ff1e911bfa6804e15a4acf2995a0f3dd6bed
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.1		87eb2b5fdd3bd4eb5236d1404d65fcf0da1bc7f6
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.1	assembly	32091f4939dba6ac9ecbd9a721a7730fd81fd35f
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.2		0c46f60b33fc623fc16d8a48f26e8658a6972f7a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.2	assembly	92719284a8429e494faecb0f3180f9c5d87b66f6
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.3		5701af4eab1bc92a3695f1a59d25ca8045301a0a
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.3	assembly	67873a003b171db7e05fb9c07c465b02334e6bcd
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.4		26fa2f5fa611245f89bf90e2cc8a2947c99259d3
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.15.4	assembly	d0429fedab3385d7800065034d89b85bae87d2c3
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.0		19ae253293987c01f118866ea1d023fdbd843537
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.0	assembly	813250fdd826a89e238a2460a4240b987ffa1219
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.0-RC1		ee909faaa295ebd46914e9e22b117f3323ebaaf9
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.0-RC1	assembly	05b032b55db45b6837064882e848059111e163bf
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.0-RC2		d71c3481c3d1b1ebaa91f5ea716cd4ca2687f712
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.0-RC2	assembly	b009aeff5ae63f6d8769e90197890077935df1f2
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.1		70708800e52ce266eb617bae8d8cfc6b504b2f28
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.1	assembly	830e61a742f0c03e3f3c6add38b7a552893b48bb
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.2		f675704f181ad66c19bb98b2394b043f8acd4500
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.2	assembly	5c46e42bbdc1643c46f706fd63eff50fc7ed092d
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.3		b2037aa280d9ff1444a40cf3799617e31daaf9d3
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.16.3	assembly	b371d26ab8d5eb6ba8de636217e35cfd46393d3c
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.17.0		e68dbab1ce1e75e2ab5ff7fdce3e63df1e9bf989
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.17.0	assembly	4e33f1a339b9cd4837a47a4f5d98899aa49544ca
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.17.0-RC1		646753809600ac3950ebb796231fa461762f2892
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.17.0-RC1	assembly	97496f712fcf4a33847d6c14f1defbc5f6fe1c29
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.17.0-RC2		41301964dffd0215a15f4f1654798cd4ad633827
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.17.0-RC2	assembly	675c5f354ec0b2cc6714fdd529675daf5d4ea515
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.0		7fca50bc00f4d26ead51ca735ac46f517bbe4d20
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.0	assembly	fac20e88e7482591e172f8d71c38587c1ae49057
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.0-RC1		8892f224f3e854a1ccde537e0a133a5b9e223f55
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.0-RC1	assembly	c1511635f9bc54fd07bee1a2b0e6f1ecb0d81471
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.0-RC2		324ab230c868e671b2f0fb7fcc06941f8040c5ca
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.0-RC2	assembly	3e63dfc6c4a92807b6fac33f032b5b0c1f6a18ed
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.1		990af46e8af70c4a5011ba5ac2211554aea6baa4
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.18.1	assembly	b2e407cecc09064ddd61df5cda875f3285feec48
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.2.0		fc8f81789eb2ab69d210ad4acf9f23ee332f7748
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.3.0		92e5bb42af11b6629aaa1699e2941b4b2aa06df0
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.3.0-RC1		dbff1de71157fde1937a8c13e5ad2ce7730048d5
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.4.0		ebd5e64521cb20d0b8205cd9817aa75709d4aaca
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.4.0-RC		61a8670c650cad114861f8c815faa8effb1d3408
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.5.0		6187574b48e76814184b7abdf474dae3654c8b76
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.5.0-RC1		333e23cb04dd6c2d788639062562b7016650742b
pl.touk.nussknacker	nussknacker-lite-request-response-components_2.12	1.5.0-RC2		e89a0ab57839519e4a87ce9ce4ec26f7581068ba
