cn.detachment	core	1.0.8-RELEASE		3c6e6459decb01a32edd61fab82f9419d085b927
dev.zio	zio-aws-marketplacemetering_2.13	6.20.149.2		4821af5daaceab6071aee4affec0fa54787e0590
dev.zio	zio-aws-marketplacemetering_2.13	6.20.162.1		7e0abcc0bc5e4714cbec5ce2a24f3293e586c0ee
dev.zio	zio-aws-marketplacemetering_2.13	6.20.162.2		59de6929a9d2568bcb36eb631cfc50dc2685ffc2
dev.zio	zio-aws-marketplacemetering_2.13	6.20.42.1		9c4484cc9cc45566a21ce0dab1f578f7d7248c8c
dev.zio	zio-aws-marketplacemetering_2.13	6.20.42.2		0a30880c0fb4de4e15c5ea1d46fe113e8f8905e4
dev.zio	zio-aws-marketplacemetering_2.13	6.20.47.1		5b3d966f09919be25ad34a0fea31c25879c7931c
dev.zio	zio-aws-marketplacemetering_2.13	6.20.56.2		2362207b3d4048d6601d892cabeda88c27b3e7c8
dev.zio	zio-aws-marketplacemetering_2.13	6.20.58.1		8b62319c38021171518c85ba3ea9f7060c205813
dev.zio	zio-aws-marketplacemetering_2.13	6.20.58.2		0ea9abf3703e8e04b9c0e5fb232af6bc6a1c49fe
dev.zio	zio-aws-marketplacemetering_2.13	6.20.58.3		a1e2ac12c95adafc31a2dac020ac7fe3e09232b1
dev.zio	zio-aws-marketplacemetering_2.13	6.20.61.1		8adc5cb5fce3f55359710bfb97d0d066fc671a73
dev.zio	zio-aws-marketplacemetering_2.13	6.20.69.1		ef41e940b378f1fcb7f7e822910510d906e7a844
dev.zio	zio-aws-marketplacemetering_2.13	6.20.69.2		5feac4fa62cb01e3659cb10d00043669744c688b
dev.zio	zio-aws-marketplacemetering_2.13	6.20.74.1		21325ff94471dac61dec79941a63847d64c8fdac
dev.zio	zio-aws-marketplacemetering_2.13	6.20.74.2		1f57e64a3d207a8bf10af59adfda17f5458849ba
dev.zio	zio-aws-marketplacemetering_2.13	6.20.78.1		3a8366137096d457b61d7b305dde0e4c2608e084
dev.zio	zio-aws-marketplacemetering_2.13	6.20.78.2		819fd28fc95ff8eb5db418c8e7d979257455251e
dev.zio	zio-aws-marketplacemetering_2.13	6.20.78.3		e5f8c4f5d80c52b215a89705ba42d82edde595dc
dev.zio	zio-aws-marketplacemetering_2.13	6.20.83.1		6a0b12813ed96f4861008b057d50ce6c5f2de2c1
dev.zio	zio-aws-marketplacemetering_2.13	6.20.83.2		f0623b01b3d895cbd35193c51560d87dfcf6e08b
dev.zio	zio-aws-marketplacemetering_2.13	6.20.97.2		102a0e3604068f794ff56bb51c51ed730b299e91
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.1		6a3f0bd06edae9404efda060b6eadc079386946b
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.10		e7dad3ef1b2275f40bf5fcd97d550bb160988f5f
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.11		09edda422ca9e48a97bf6543156f6866e6913c4b
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.12		59e0867ed19dc744a195adf16c5b605a3097cb68
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.13		90ae4a05c1e0b361e5bc25022ef487887d803f8b
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.15		af558420f32e90accefc9c8ce73e03e74c567d82
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.2		6dc47074239c088b0b572c4d156f7982e6fbe0a6
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.3		5d6d899328c187dbc15a71ccade3370c8cf9b1bc
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.4		033e3b2c3f9117bde9b73d3d6669985dfc0ee934
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.5		696f67035d1f28b05d9b9141b53d615fa0601dc7
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.7		244d5fa85f546719f8c0b138621aeeb525067a96
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.8		e6e225a791f8c62541ec585c8526aafed03af4ac
dev.zio	zio-aws-marketplacemetering_2.13	7.21.15.9		29a17bb585dc7bc8743cfa0e6a74a9e68285d6da
dev.zio	zio-aws-marketplacemetering_2.13	7.28.24.2		587e24e978d99834e502ebb5eb1f628708ac8e5a
dev.zio	zio-aws-marketplacemetering_2.13	7.28.26.1		ae0bf400cff7a52a395e7c3de9ae01f67f6f003e
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.1		d635ccc79a71d1cf50bd02bd95e09ead8b0f70c6
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.10		6d77f0879671dc066a5b945ca7c328f193cc8c85
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.11		03d95c2fe5467aa5d88d719b5e1a3e9e6a89b45f
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.12		93d27a8ce42487f74ed0c61334e2ad41da69dd54
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.13		10d2fe05e6a17d7db913e02cca0c3b5e8f1fd3a0
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.14		2b0b5cdc40811ea1752d2ea10a4630a109799289
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.15		45ce9eca1db6ad4ced22b24316c8a059e37f6e6c
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.16		cca9fdf8af47ef60b554d4541adbeb913985e046
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.17		72ab0c405774df1317a0f375b223cae1da7a8d9d
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.18		7c65c5a2060aec11a56f701342aa8051a175b39f
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.19		4538c981d3cd5b8b065cdb9cf4180e040017bc02
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.2		a88b4488dda8ddb6f07ca843f069765ee83915fb
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.3		53d1bae30f4dc35eda52979dca44987a01b1e370
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.4		7b4531938d8fb8fd2b72c0bdd7eeb6f8cce164f9
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.5		99a6d335bdfc8e818ea42392d3cae1954b5c0a2a
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.6		5bd70154e476f89f4550270f802ef203530bfe48
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.7		4c327393a2a630b63eea8ca6fc7dd36bcbb21cdc
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.8		b29c907077d438c5a22613606e26169e9baeec99
dev.zio	zio-aws-marketplacemetering_2.13	7.28.29.9		99d3535ccb8dd2a3f513063d25fafd002cba4cbc
dev.zio	zio-aws-marketplacemetering_2.13	7.30.15.1		4264b4445db9fd64a8d6ffbed07f34b978679a32
dev.zio	zio-aws-marketplacemetering_2.13	7.30.15.2		108f51c312a6c147851b4e37aa90186c77a0c643
dev.zio	zio-aws-marketplacemetering_2.13	7.30.16.1		051d818f7d1a8d5fa8884f6c0ef062c45d6bf875
dev.zio	zio-aws-marketplacemetering_2.13	7.30.16.2		c891b627ab47f814c0ccc81060cfe1b47e1d539e
dev.zio	zio-aws-marketplacemetering_2.13	7.30.16.3		af2a8033998e88b95347df45a483f350da23874a
dev.zio	zio-aws-marketplacemetering_2.13	7.30.16.4		90d9528ddfec689bd69ebc3ceb0e4f55b78668c3
dev.zio	zio-aws-marketplacemetering_2.13	7.30.20.1		fef63d035ec1f0d77689fa861de501351e8c330e
dev.zio	zio-aws-marketplacemetering_2.13	7.30.22.1		58ef66a3f752ae514c666d1b40eb0b379b506c51
dev.zio	zio-aws-marketplacemetering_2.13	7.30.22.2		a5ac9e40bcb0b6ee29a29a9a8cee4039710e37b1
dev.zio	zio-aws-marketplacemetering_2.13	7.30.23.1		95689e313f76432c64ceb91fb4e03c4d5b4919be
dev.zio	zio-aws-marketplacemetering_2.13	7.30.24.1		871d7e64789b3fe102759397ccb418227a9afbd0
dev.zio	zio-aws-marketplacemetering_2.13	7.30.24.2		07a1c249b7984d1a14681b8a6241077a4c2f588f
dev.zio	zio-aws-marketplacemetering_2.13	7.30.25.1		84c5744bcd978697711b7c12bb81b4cc4caab5bd
dev.zio	zio-aws-marketplacemetering_2.13	7.30.26.1		1c4aaed4879b11022ded7479d63cfa8f6ac2934b
dev.zio	zio-aws-marketplacemetering_2.13	7.30.27.1		4b81a94019bc98062e613019bb931a3245cc59bd
dev.zio	zio-aws-marketplacemetering_2.13	7.30.27.2		f1f76d4abd45b87735699a336cf4b1a78473733d
dev.zio	zio-aws-marketplacemetering_2.13	7.30.29.1		aaf0c3953b422cea5f3b7f10944d62de6540c75f
dev.zio	zio-aws-marketplacemetering_2.13	7.30.30.1		6486689db12be842681cc179dba38e975c5ee7eb
dev.zio	zio-aws-marketplacemetering_2.13	7.30.31.1		b7cd2bce18e951f1d27d89101fcb2eec41ba6fb9
dev.zio	zio-aws-marketplacemetering_2.13	7.30.31.2		9a2adba00c15f0287ca08a62e98bcf6893d0eab8
dev.zio	zio-aws-marketplacemetering_2.13	7.30.32.1		e4d313fa3f66a972f2b2a1dd6a07631244353544
dev.zio	zio-aws-marketplacemetering_2.13	7.30.33.1		f6c1f91cb5d5f23aa57c77ee8744de27abd3031f
dev.zio	zio-aws-marketplacemetering_2.13	7.30.34.1		6855b01e8c025c1f8ddb747650beb4f24924c26d
dev.zio	zio-aws-marketplacemetering_2.13	7.30.34.2		df2ca1bb05486aa278135aed79d5c22e21f7f52d
dev.zio	zio-aws-marketplacemetering_2.13	7.30.35.1		96297cea38f578c47c870f6fb88d9d403c429786
dev.zio	zio-aws-marketplacemetering_2.13	7.30.36.1		fc1c5bb7ac675be93a33b3e13ddceca50d40072c
dev.zio	zio-aws-marketplacemetering_2.13	7.30.37.1		0e8a98201910b6b32f0d22ab6098edbcf094c841
dev.zio	zio-aws-marketplacemetering_2.13	7.30.38.1		330ae5996251b928f8fd38cc249176c7f510d5c3
dev.zio	zio-aws-marketplacemetering_2.13	7.30.38.2		80508d70a9545161e70049efcb0501cff0da0eee
dev.zio	zio-aws-marketplacemetering_2.13	7.31.0.1		e21f5661a3db276694662bbbf5840107244c9805
dev.zio	zio-aws-marketplacemetering_2.13	7.31.1.1		4bff5e764ffe88f3556ad630ae4bde5337e5bed0
dev.zio	zio-aws-marketplacemetering_2.13	7.31.1.3		cc860070978c7b1ac8c77b3c449360a9dba7a353
dev.zio	zio-aws-marketplacemetering_2.13	7.31.1.4		e4f0a43e7a3842e57e989051f00a2bffce9733f6
dev.zio	zio-aws-marketplacemetering_2.13	7.31.1.5		2f73df7ecad7a001ea6ae92f86053bed7810825c
dev.zio	zio-aws-marketplacemetering_2.13	7.31.10.1		0539d777406433f5f22d1df1efa5e7a9b64c158e
dev.zio	zio-aws-marketplacemetering_2.13	7.31.11.1		4c5009147e42f92598974e5aa63b52196571c062
dev.zio	zio-aws-marketplacemetering_2.13	7.31.13.1		0e620f8baf97ac8aaa8052444437fd8c9fdd1ca3
dev.zio	zio-aws-marketplacemetering_2.13	7.31.14.1		4722128dc95d93344695f5126284e6fa552303ce
dev.zio	zio-aws-marketplacemetering_2.13	7.31.15.1		85b9e3c4718b8dfad9fd70063671861c255a85c9
dev.zio	zio-aws-marketplacemetering_2.13	7.31.16.1		cb9c9265c84ba3451ff68be335cb566bc197140e
dev.zio	zio-aws-marketplacemetering_2.13	7.31.16.2		ad8116478588dd270016a5f51a4df69af4b47233
dev.zio	zio-aws-marketplacemetering_2.13	7.31.17.1		2f08f926fa33e1d3c39d8f875fc0e975567d555e
dev.zio	zio-aws-marketplacemetering_2.13	7.31.18.1		f56091225099e1585533c98d06961b2710ba6f91
dev.zio	zio-aws-marketplacemetering_2.13	7.31.19.1		7949aa42d218a04c08eee6dd49c3a78825faf801
dev.zio	zio-aws-marketplacemetering_2.13	7.31.2.1		51420bcd23b43c6454d51ddedcb5992626b07c7a
dev.zio	zio-aws-marketplacemetering_2.13	7.31.20.1		0ba26076035ff35978106f5be40937bfa6c6dd53
dev.zio	zio-aws-marketplacemetering_2.13	7.31.21.1		f6e23ca2af0092dfc09d00071da90e6479e818c1
dev.zio	zio-aws-marketplacemetering_2.13	7.31.22.1		db6088b8b76794686f630a423b3edeb1b6f9986c
dev.zio	zio-aws-marketplacemetering_2.13	7.31.22.2		4af6ebf0e001193c197acacaf15af9eebad0a455
dev.zio	zio-aws-marketplacemetering_2.13	7.31.24.1		0692c891e54281bcecfd430050ddbd86e0359eba
dev.zio	zio-aws-marketplacemetering_2.13	7.31.25.1		0af970cf4cdd2aba2bdc04b9f8696d1be8e73e51
dev.zio	zio-aws-marketplacemetering_2.13	7.31.26.1		3d9c3bb209a2debd178c91627008e9c650953509
dev.zio	zio-aws-marketplacemetering_2.13	7.31.26.2		f0e4f87f6712c99d4be5ae40d8162afbd2885428
dev.zio	zio-aws-marketplacemetering_2.13	7.31.27.1		09f3168d789b80cd2ed04498db1d0f8bc0a45ef7
dev.zio	zio-aws-marketplacemetering_2.13	7.31.28.1		90c37863878f999fb50b99297473dd3b928bdd20
dev.zio	zio-aws-marketplacemetering_2.13	7.31.3.1		e6ad106b21ce76648d167e662a29acb5c6323f9c
dev.zio	zio-aws-marketplacemetering_2.13	7.31.30.1		32de74ec8acb9b1bac7236af4c2279f0860025ab
dev.zio	zio-aws-marketplacemetering_2.13	7.31.4.1		ff2b3db2db2e3247806cba22dd3f4e63229b8453
dev.zio	zio-aws-marketplacemetering_2.13	7.31.6.1		de7c33f2f14846f2b4131e8f60bbf93a76b730e2
dev.zio	zio-aws-marketplacemetering_2.13	7.31.6.2		4b6c315007a78e01bb5e82579e03cd44d0e02f3b
dev.zio	zio-aws-marketplacemetering_2.13	7.31.6.3		d0ce273d45decce5cba13f2e10ab7ff12c960144
dev.zio	zio-aws-marketplacemetering_2.13	7.31.7.1		1710c59301de745ba91e377cbf56c4cab455cf4f
dev.zio	zio-aws-marketplacemetering_2.13	7.31.8.1		f8b3c03e31bbc628b46f1bed89192ae191dbcf76
dev.zio	zio-aws-marketplacemetering_2.13	7.31.9.1		ef6d910adf8ff140ced0d957123c151d09a756b4
eu.cdevreeze.xpathparser	xpathparser_sjs1_2.12	0.6.1		55fdbc9a330dfa74fad684164cb704e230fa8e56
hr.laplacian.laplas	laplas-redis_2.12	1.0.0		4416c83ff3c511630961791ab5a3c93f3ec87df5
hr.laplacian.laplas	laplas-redis_2.12	1.0.2		61a8fa087231d69a2cc6f58e9c7ff3e6a3fe31f5
hr.laplacian.laplas	laplas-redis_2.12	1.1.0		a2b8f36a037ed8a1a20af1742041ffde593fd39b
hr.laplacian.laplas	laplas-redis_2.12	1.2.0		af4b045340486412b1e6eb043aecaf66a7d9bdf8
hr.laplacian.laplas	laplas-redis_2.12	1.3.0		82701c7dca580a8e4cf972784e2cc335c7dd8b6e
ink.aos.module	aos-captcha	3.0.0		da87ff4ed4e5f5fad3fd8d30709b689cc30679be
io.eqoty.secretk	secret-std-msgs-linuxx64	6.4.1-rc		N/A
io.github.afezeria	freedao-core-processor	0.1.0		0687e7c53f41c32ab120781f6ce60c5bb2db5962
io.github.afezeria	freedao-core-processor	0.1.1		9881fc1a9b3a090e2bbaaa17400f767545b9858c
io.github.afezeria	freedao-core-processor	0.2.0		fbf9ff57f47b124270e8f704ea9b6f35a4962a20
io.github.afezeria	freedao-core-processor	0.2.1		d90baa610cb746d2643d9088af7e37829d354785
io.github.afezeria	freedao-core-processor	0.2.2		eacdaa3a9cc55d75ade3f00139ea0f0d472d685f
io.github.blucky8649	decompose-navhost	1.0.0-alpha01		N/A
io.github.blucky8649	decompose-navhost	1.0.0-alpha02		5f53b584c536ddb7226c6cbc1ebcbf837491445b
io.github.blucky8649	decompose-navhost	1.0.0-alpha03		5f53b584c536ddb7226c6cbc1ebcbf837491445b
io.github.blucky8649	decompose-navhost	1.0.0-alpha04		f23f5bf42a2237701eb17a0c5034aec569c31eba
io.github.maximilien-kengne-kongne	utilities-spring-boot-starter	1.0.0		d79ad23cb9c72a831a131e800b32f68f3b85a963
io.github.milobotdev	discord-oauth2-api	1.0-alpha.2		859dcf79c1f23a80a71f02be6274b25e5a29dc5c
io.github.milobotdev	discord-oauth2-api	1.0-alpha.3		68cf257506ec3d82a627d7bbab71f44c3ba923fa
io.github.unknow0.server	unknow-server-test	0.8.0		N/A
io.github.unknow0.server	unknow-server-test	0.8.0-rc1		N/A
io.github.unknow0.server	unknow-server-test	0.8.1		N/A
io.github.unknow0.server	unknow-server-test	0.8.2		N/A
io.github.unknow0.server	unknow-server-test	0.8.3		N/A
io.github.unknow0.server	unknow-server-test	0.9.0		N/A
io.github.unknow0.server	unknow-server-test	0.9.0-RC1		N/A
io.github.unknow0.server	unknow-server-test	0.9.0-RC2		N/A
io.github.unknow0.server	unknow-server-test	0.9.0-RC3		N/A
io.github.unknow0.server	unknow-server-test	0.9.1		N/A
io.github.unknow0.server	unknow-server-test	0.9.2		N/A
io.github.unknow0.server	unknow-server-test	0.9.3		N/A
io.github.unknow0.server	unknow-server-test	0.9.4		N/A
io.github.unknow0.server	unknow-server-test	0.9.5		N/A
io.github.unknow0.server	unknow-server-test	0.9.6		N/A
io.github.unknow0.server	unknow-server-test	0.9.7		N/A
io.github.unknow0.server	unknow-server-test	0.9.8		N/A
io.github.zhuto666	mail-spring-boot-core	1.0		3329e1709f0f9d81149bc031caba906e1db3d286
io.github.zhuto666	mail-spring-boot-core	1.0.0		6ee2c31c2b00bd2730a5554a5afb96a1a9b0a9ef
io.github.zhuto666	mail-spring-boot-core	1.0.1		6da8af21d43f07bf6d35c7b5406679e7fa1c3b5f
io.monix	minitest_sjs0.6_2.12.0-RC2	0.26		47908345b3d97d7c4bd60369fcd3e8a4d5d229c6
io.nosqlbench	virtdata-annotations	3.12.1		7b592ce14989072174a6c09576a4c8d0a82a1163
io.nosqlbench	virtdata-annotations	3.12.17		3edd23cf06f068728389cfb78c209ab8e35f3dfe
io.nosqlbench	virtdata-annotations	3.12.19		dabec2115b72afcb831a8851e23b45d08d3ff8f3
io.nosqlbench	virtdata-annotations	3.12.2		82fc553d24d8852421626d64db3d8997388e0264
io.nosqlbench	virtdata-annotations	3.12.20		c574c52e445ad54744ae68414002f2b029dd1bfd
io.nosqlbench	virtdata-annotations	3.12.21		fc8ae19f07cc85372b004a81583e59177de1d447
io.nosqlbench	virtdata-annotations	3.12.22		ba79fd49782c77e0bdc510f98101f7114ef261a5
io.nosqlbench	virtdata-annotations	3.12.23		bf877170527634410a6bb167d43b839097dc5d09
io.nosqlbench	virtdata-annotations	3.12.24		ef1919948cedbfe8ae4bdd94f56787deea20cf14
io.nosqlbench	virtdata-annotations	3.12.25		0437fef1dc6b0c6b366a5eeeadac6452dda02b7e
io.nosqlbench	virtdata-annotations	3.12.26		73889400228db6d3948a256b16e099b2afab3e3b
io.nosqlbench	virtdata-annotations	3.12.27		5113a083c2ceeae77903e7a9e1ff75e9e8245278
io.nosqlbench	virtdata-annotations	3.12.28		a0c1d28a67b3b5df3c09d23a5b507406399cb304
io.nosqlbench	virtdata-annotations	3.12.29		bc89a68dd230ff30dacc27d7f3143176c4d09ccb
io.nosqlbench	virtdata-annotations	3.12.30		756dfd87abda9f4ca7fca2b0e19ed5e9bd3b31f6
io.nosqlbench	virtdata-annotations	3.12.31		390e9e22e2f3050ca995b5c1dc8ba365af9576f6
io.nosqlbench	virtdata-annotations	3.12.32		f6380b520a150e1fe9533492a06429fb9a413dbe
io.nosqlbench	virtdata-annotations	3.12.34		f394a74d321cfadf6c1c15ba8bc6f272306a49f2
io.nosqlbench	virtdata-annotations	3.12.35		b76ec8f8badda389557f043545a60aa59c60b9d9
io.nosqlbench	virtdata-annotations	3.12.36		d4949c5fc4b17210f73503ff08be1baebe5f15e8
io.nosqlbench	virtdata-annotations	3.12.37		dfa89d8887ee732a72b158c759e21728e88fb969
io.nosqlbench	virtdata-annotations	3.12.38		a5f8322739bd99dc5c5d9e10d20b1c3a16b33708
io.nosqlbench	virtdata-annotations	3.12.39		e39f06262cc47aa0a95290b1fc52e351bd777a1a
io.nosqlbench	virtdata-annotations	3.12.41		aa0453b80edb9ab7ea69ef002c776dda8feb48c0
io.nosqlbench	virtdata-annotations	3.12.43		20ef42a9af8f5741db009ee2ce967378e390780e
io.nosqlbench	virtdata-annotations	3.12.44		991fda9ff96cfd99e955efd7361d33731e78d4cf
io.nosqlbench	virtdata-annotations	3.12.45		bec745a1249c1e3424563f98ffc9e2f04c3bff6f
io.nosqlbench	virtdata-annotations	3.12.46		e794756609c8be2e2c1776650afbd76a06d5fa06
io.nosqlbench	virtdata-annotations	3.12.47		7c1055528917f52c0c923115898bcf2c72fe7483
io.nosqlbench	virtdata-annotations	3.12.48		bb2694ac6688e2cdd99dee24ee3f7d6e7e3d22f3
io.nosqlbench	virtdata-annotations	3.12.52		c09b336098c4477ef813874e98e0705f91e80f30
io.nosqlbench	virtdata-annotations	3.12.53		e994b20340794b8ccba4fc0f946566cf0b62dba7
io.nosqlbench	virtdata-annotations	3.12.54		d1f6852b359ffd66ab08dcbfeca8949fb5a5b1ac
io.nosqlbench	virtdata-annotations	3.12.55		1e159f0b393f5fa53049ad8da14ca8896dbd74ac
io.nosqlbench	virtdata-annotations	3.12.60		0d5dac763219df183ddf47ff36869a48ebedd752
io.nosqlbench	virtdata-annotations	3.12.61		1cf8d709a5db15fd29016f46b44b67379905dbb0
io.nosqlbench	virtdata-annotations	3.12.62		3e0bc67d460e6f2c775632b33757c68a2e451a58
io.nosqlbench	virtdata-annotations	3.12.66		3fedca913d366a098e1bb31b57fddcff0464c61b
io.nosqlbench	virtdata-annotations	3.12.67		3bdbc9cf0359ab02f783cddc5e2677af3d1c953f
io.nosqlbench	virtdata-annotations	3.12.70		1b15e5afbb027c1d14ee74d3be8c21ff66eb9604
io.nosqlbench	virtdata-annotations	3.12.71		98b3d56e22010f1ce98a5da7a6e3970743c3fd01
io.nosqlbench	virtdata-annotations	3.12.72		dcb6775a9ac36135d96d083601f57c0a36044d5d
io.nosqlbench	virtdata-annotations	3.12.73		c209ef20315c0babdd372f2acc48061903a8b67f
io.nosqlbench	virtdata-annotations	3.12.74		73abd6eb5759f88ee4c6f2dd34167d8d192a0a73
io.nosqlbench	virtdata-annotations	3.12.75		758cd3968d2aca994f912bdf503313ac1e84d55e
io.quee.ktx.framework	ktx-business-starter	1.0.8.0-RELEASE		N/A
io.quee.ktx.framework	ktx-business-starter	1.0.9.0-RELEASE		N/A
io.quee.ktx.framework	ktx-business-starter	1.0.9.1-RELEASE		N/A
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.0		3771ed05a772b1bd01b50df36b330c91b4c3853b
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.0-pre1		0d6b1202223280b0697528cb49f3debc6da4a73c
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.0-pre2		1129acecc4c35dfbb7daa9e0129d72ed934ce491
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.0-pre3		334209ee0f5b2b508bff591b2497afe8db107f06
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.0-pre4		0360742e338b9d44e0fd817ec7d76603ba713ffb
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.0-pre5		600fa6b476dc0c6f633564b4a6b377cdb9ba054d
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.1		60e314eb560d59a21348ccc396e3059d6f4a6e31
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.4.2		e7bdf7d4a21b02b88585bc7b8932ef036aa337f4
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.5.1-1		aad7cdbace6ce8eded2b3efe59d86a6863cce99a
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.5.1-2		d0dc83695c778c827fafba9ba7892a0cb39f2631
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.5.1-3		1645de33ce92d2110c90a349908599a231630a2d
io.scalajs.npm	mkdirp_sjs0.6_2.11	0.5.1-4		7a62dc967f04eadece6fb2234f39f606bde89639
io.tryp	cats-http-metrics_2.12	0.1.0		8ca1f108725694fd51b80c97ff505546b5e53168
jp.ne.opt	redshift-fake-driver_2.11	1.0.0		c24f5587293818422298a6415b9800103b2a3802
jp.ne.opt	redshift-fake-driver_2.11	1.0.1		cc450ea29502372ba67dc7dc0b64b35a5f8aa36f
jp.ne.opt	redshift-fake-driver_2.11	1.0.10		a6a9d8160d65ece1d456fc76afd1c13c4a3302c2
jp.ne.opt	redshift-fake-driver_2.11	1.0.11		bae291355e3213da4f0cab563b786c7ecc25ddce
jp.ne.opt	redshift-fake-driver_2.11	1.0.12		091ee18b45339526cd8c69bd31f0c7595287ef9e
jp.ne.opt	redshift-fake-driver_2.11	1.0.13		91ae812ef3f60e1afca7c0c9005aa1077fbf72e7
jp.ne.opt	redshift-fake-driver_2.11	1.0.14		c805ed698409a9b11472b45d8c4b831da0a95e51
jp.ne.opt	redshift-fake-driver_2.11	1.0.15		2ad6cbabc11da772a1d3f3eac6861bf51b5b4062
jp.ne.opt	redshift-fake-driver_2.11	1.0.2		b403320c2ad32484a5fc64ee8d525c5439b33028
jp.ne.opt	redshift-fake-driver_2.11	1.0.3		de8ac42e8dfc2ef3166cee60a5f8a82a417a4d7e
jp.ne.opt	redshift-fake-driver_2.11	1.0.4		51b7b832e8346426da47f05814fdd49a4e4da7b3
jp.ne.opt	redshift-fake-driver_2.11	1.0.5		84ba58dd8f8ab6fbb954960bb159d3126699d42c
jp.ne.opt	redshift-fake-driver_2.11	1.0.6		77a79cd4a4299dd25b957aeb54a1af34ea30db94
jp.ne.opt	redshift-fake-driver_2.11	1.0.7		78c711888b8b0cdeb5dd64dca0904369c4eee1f4
jp.ne.opt	redshift-fake-driver_2.11	1.0.8		25bdcd2bb3daa95d16d8408d26018e6259fb60f8
jp.ne.opt	redshift-fake-driver_2.11	1.0.9		e56ba5e03ae94ca56655254ca8dcc103c607db30
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	2.0.0		58f7ff36665774a660b27e44c0e9f4a4a68d8503
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	3.0.0		c3a4083e1729951515b2f6474b78556335c3aa41
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	3.0.1		7d6e740707a91874ba0d2574de118cd897379c00
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	3.0.2		f0ec5375e3815808dd9af5e029fa1f5dc42ff813
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	3.0.3		20838bc1d8b14fb90b8b08ad7da30b25b83e7ebd
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	4.0.0		62c3cbfa45314a5cdb62c58c212af0afc86b88cb
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	4.0.1		14a0ce1998f7b79a614955a14fbb3a72135ae938
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	4.0.2		5c391f48bacd05e78af6faeb22fcfda8da72c931
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	4.0.3		02156b97670c5dcddb85943056f3460854fffcca
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	4.0.4		c8186628243c706bb860cdfd3349d6542e3426f0
me.insidezhou.southernquiet	southern-quiet-session-spring-boot-starter-spring-filesystem	4.0.5		c82609e1b899cffe56763e49e6fb11d4931b2dd7
net.databinder	dispatch-json_2.9.1.RC1	0.8.5		ffdb13bf2f4ac8864cd017067efac8be68336a89
net.sf.itcb.common	itcb-common-client	0.1.0		7a90e845ca96101eb57e5d729799fe852df5b906
