at.released.cassettes	cassettes-playhead-js	0.1-alpha01		N/A
dev.zio	zio-delegate_sjs0.6_2.13	0.0.3		21675180388e72483a8c99a1410d52a80d9c3712
dev.zio	zio-delegate_sjs0.6_2.13	0.0.4		2cc52663017c5e213af8a428d963d070ea275acb
dev.zio	zio-delegate_sjs0.6_2.13	0.0.5		f3f7288c888995fc6095c2b7c5741cad4414445c
dk.eobjects.metamodel	MetaModel-access	1.2		9fb6a0b9b7e49c15db036075a212f76ff8c36722
es.bsc	clopla	1.0.0		0715d9a06a9da5d6b6eea1102c4de9e6b51ee731
es.iti.wakamiti	wakamiti-io	2.0.0		20271cae494717300821341f848bcc9cbbbf3f61
es.iti.wakamiti	wakamiti-io	2.1.0		e5d1f0490316991b094b7cf127941f00501481d2
es.iti.wakamiti	wakamiti-io	2.1.1		0ad151b09582a53ae16a9d296964f8c10627b3b2
io.brooklyn	brooklyn-api	0.4.0		8f8f0cc6ffb018fed5fe08805d2d17ceafbfbaad
io.brooklyn	brooklyn-api	0.5.0		17cf1d470e17a312860e361e5f7eff004da33842
io.brooklyn	brooklyn-api	0.5.0-M1		a097ce9af651a4b44059ef66065433291b875540
io.brooklyn	brooklyn-api	0.5.0-M2		759eb47fd16c90b87afae7a98e4d0918231248bf
io.brooklyn	brooklyn-api	0.5.0-rc.1		caf9f65359db5e1fa4e5d4e60705c8f3ea7d3981
io.brooklyn	brooklyn-api	0.5.0-rc.2		7484587f1fa32d06e5cbeab1f0d884ba8c708a8a
io.brooklyn	brooklyn-api	0.6.0		f0afd2472bb07a191cc95519c7132221039725f6
io.brooklyn	brooklyn-api	0.6.0-M1		9d4213175fe8df0488a753f3f55a8a6657c01e6a
io.brooklyn	brooklyn-api	0.6.0-M2		defa272e611c280f9fa1207c3383c9f205582080
io.brooklyn	brooklyn-api	0.6.0-rc.1		ea320bc1791461b904a39f922162373285cf0124
io.brooklyn	brooklyn-api	0.6.0-rc.2		2b9564115e0f7848f8f073a2ce065ce2c564430d
io.brooklyn	brooklyn-api	0.6.0-rc.3		c7ce216f7a191fdbf2afac9b2bc7078eb15dfced
io.brooklyn	brooklyn-api	0.6.0-rc.4		8c30737094b157c88ed5092cd344d2cd2d3b3035
io.brooklyn	brooklyn-api	0.7.0-M1		fa5a4ac9bc672e4558893b9cd1146b29875b4ec3
io.circe	circe-scalajs_sjs1_2.13	0.13.0		0407e1ae4a51f439fb6915e5711ada0dc9cd90bc
io.circe	circe-scalajs_sjs1_2.13	0.14.0		3255676cfc37b22fd7fda4fef807f9038bce1d67
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M1		33295d324e7c1dc7bd86932ab15e67e7e6262eee
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M2		ef6b93c9a733016b8498aa6c60af546193a88cdf
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M3		5ead080f7e984c8719ecde913cc13699506274de
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M4		aadd93128dbba43f5505a867174e1938a98b5b28
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M5		4d7fcfa9824f84dad36fcbf6defbe873e4f1913c
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M6		402f34b738ea7863ac778a44e801e96516f8dba9
io.circe	circe-scalajs_sjs1_2.13	0.14.0-M7		e3b82253e3c83932ff83c154d32ddca326a213fa
io.circe	circe-scalajs_sjs1_2.13	0.14.1		80d5389047cd4bc6091be1bc7f0b8c2051f14495
io.circe	circe-scalajs_sjs1_2.13	0.14.10		3ab88b3d787441c2d1db59aa07bb9abe625dc4c8
io.circe	circe-scalajs_sjs1_2.13	0.14.11		2a1b1d3c8e6e454be33bde3df2410f195ee563b7
io.circe	circe-scalajs_sjs1_2.13	0.14.12		7b8423e55c73ed4c1bbb8eba80836fc28b5c7aae
io.circe	circe-scalajs_sjs1_2.13	0.14.13		49b53baf13cc96cad32bf465095cc9614dab2613
io.circe	circe-scalajs_sjs1_2.13	0.14.2		64dcdeb2f1eee0b2336ebd66ad950b0d10f0698b
io.circe	circe-scalajs_sjs1_2.13	0.14.3		3be702d033104e21ab9f80c03c3e3c0f6820a3ef
io.circe	circe-scalajs_sjs1_2.13	0.14.4		99821416e27239e95471138749fdb3da799726a8
io.circe	circe-scalajs_sjs1_2.13	0.14.5		096b7346b0c828b0536d7916760322946e6293cc
io.circe	circe-scalajs_sjs1_2.13	0.14.6		4cc95d0fc5a83df0164ef7abb79a3156f1fd1d4e
io.circe	circe-scalajs_sjs1_2.13	0.14.7		f291a172edd90c643f28a8d6c4ca8d21d14b15a8
io.circe	circe-scalajs_sjs1_2.13	0.14.8		a2a9f63078fa0cb67d37ecbf59568fd282d60c4b
io.circe	circe-scalajs_sjs1_2.13	0.14.9		2f6a002daa04ec0ca726c29493e6fbac8605cd64
io.circe	circe-scalajs_sjs1_2.13	0.15.0-M1		b4daafa59fabc6ae9e5b82338a3768d97bb16b8a
io.fabric8.funktion.connector	connector-twitter	1.1.20		e4f1b4a10baadafbb29ed3e1a4b869117442366d
io.fabric8.funktion.connector	connector-twitter	1.1.21		229df7031dda48eb042b26d648f9c4fd1d88c84a
io.fabric8.funktion.connector	connector-twitter	1.1.22		c69f8a8d6bb1a6e0190a1dfd6d1b50f2cc0c6b81
io.fabric8.funktion.connector	connector-twitter	1.1.23		09d88ec0681987ddaaf86d90a6ff01da34541edd
io.fabric8.funktion.connector	connector-twitter	1.1.24		53462fd465b811baabc659413e8ceb6c52af891b
io.fabric8.funktion.connector	connector-twitter	1.1.27		6fecc0633cb8e612ed78ffb94d1eff2d52c5cf8c
io.fabric8.funktion.connector	connector-twitter	1.1.28		54f920d54a1aa2f9953afdde077a86a0a053d607
io.fabric8.funktion.connector	connector-twitter	1.1.29		c5db23afa25e3630ca0b1692a3b90d117aa96533
io.fabric8.funktion.connector	connector-twitter	1.1.30		9ea85629d97fd5bab91cd100b331a8b5187d544a
io.fabric8.funktion.connector	connector-twitter	1.1.31		2b79a8d0c726660a97f781a243b289a44b40c2f2
io.fabric8.funktion.connector	connector-twitter	1.1.36		9ed587842b22eda7631ac27788315bafe7f8ce05
io.fabric8.funktion.connector	connector-twitter	1.1.37		f5670247f8a13d00b089b88a1aec1b7d7f333e5a
io.fabric8.funktion.connector	connector-twitter	1.1.39		7f6598f6cd391f96eb584c41d30231409c9b0787
io.fabric8.funktion.connector	connector-twitter	1.1.41		18a0588cc085ed1d211418430e2996fb53e56ecf
io.fabric8.funktion.connector	connector-twitter	1.1.42		d8fcfe35cfdb9f27d90b145daed7bb2268949e38
io.fabric8.funktion.connector	connector-twitter	1.1.44		53f168ef019f9773a2fa299a52703a3aaa4b580e
io.fabric8.funktion.connector	connector-twitter	1.1.53		2fc2b0db4861df4d580ce05c95ca4e97bea5763d
io.fabric8.funktion.connector	connector-twitter	1.1.55		45471e7e04e05482bc0f69a7d93795a090cf6c7d
io.fabric8.funktion.connector	connector-twitter	1.1.9		4e0e240fc06f51d37aababf39dd346d9197ba555
io.gitee.h8778	accurate-bridge-coverage	1.5.7		786a0cfdad7b610fe4a01c9e7442c97d32b23b42
io.gitee.h8778	accurate-bridge-coverage	1.5.8		fa8177f2e1f6504071252e9cacfd1868c1179a90
io.gitee.h8778	accurate-bridge-coverage	1.6.3		87b19bce7a14b77805f68b2c4204f7d4779e3174
io.gitee.h8778	accurate-bridge-coverage	1.6.4		70f09ffef609ceecc1d49542c941dd1f69d0e1db
io.gitee.h8778	accurate-bridge-coverage	1.6.5		d7601e9f9ab47d9b95f24ef2dba84e0c98aed27e
io.gitee.h8778	accurate-bridge-coverage	1.6.5.1		032678506b7e3007b6d574033ede671f427d1bb6
io.github.apollokwok	tracer-shared	1.7.20-1.0.0		07d9854bbb9242d1d46bc12e3d4fcdb3ec2eb481
io.github.apollokwok	tracer-shared	1.7.20-1.0.1		d20bdd609a92269efce9cb28cf3e371c560e88ca
io.github.apollokwok	tracer-shared	1.7.20-1.0.2		86648a3b295b6d1096f29a997645a81319b83857
io.github.cquiroz	scala-java-time_sjs1.0.0-M3_2.13.0-M2	2.0.0-M13		43e49d05fab2a504546cd7234349679e40454ad0
io.github.jitendrakumar2006.automaticrelease	upload_to_mvn_central	1.0.0		dbfbed22bcf99d32599d76622113215c311bb991
io.github.jitendrakumar2006.automaticrelease	upload_to_mvn_central	1.0.2		7982759d798944b0091b93216a87803383ed8e25
io.github.open-accelerators	cheque-processing-client	1.0.2		b48f7995e3357c128da4243ad88cf9f7ba9e75a1
io.github.open-accelerators	consumer-advisory-services-client	1.0.2		dd1615534832b73131033da2ebbcb77f818b8bb9
io.github.scalan	library-conf_2.12	0.6.1		f160306ca8b14f306fa4fbe520f288cc7e9d2174
io.github.scalan	library-conf_2.12	0.7.0-RC4		7a0fa479ed5837231c0cca0b1cf85835a6239418
io.github.ysmc-slg	yzg-gen	1.3.0		7e9887b34fab739d8f0847147301c2876dcaf847
io.github.ysmc-slg	yzg-gen	1.3.1		8ddd31a4676ab746cfabf67b3bf26ffc9c4586bb
io.github.ysmc-slg	yzg-gen	1.3.1.1		854a41315f8dbc0597d9eae0a0ec41496f5c3927
io.github.ysmc-slg	yzg-gen	1.3.2		c5d30d29836c42a1d489ae23f324bba59b057624
io.quarkus.platform	quarkus-google-cloud-services-parent	2.0.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.0.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.0.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.0.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.1.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.1.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.1.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.1.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.1.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.1.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.10.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.10.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.10.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.10.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.10.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.10.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.11.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.11.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.11.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.11.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.12.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.12.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.12.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.12.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.12.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.5.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.6.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.7.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.8.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.13.9.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.14.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.14.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.14.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.14.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.14.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.15.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.15.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.15.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.15.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.15.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.10.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.11.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.12.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.5.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.6.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.7.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.8.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.16.9.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.2.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.2.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.2.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.2.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.2.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.2.5.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.3.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.3.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.3.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.4.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.4.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.4.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.4.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.5.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.5.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.5.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.5.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.5.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.5.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.6.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.6.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.6.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.6.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.6.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.5.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.6.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.7.7.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.8.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.8.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.8.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.8.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.8.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.9.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.9.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.9.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	2.9.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.0.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.0.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.0.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.0.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.1.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.1.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.1.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.1.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.1.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.10.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.10.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.10.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.10.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.11.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.11.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.11.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.11.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.11.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.12.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.12.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.12.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.12.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.12.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.13.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.13.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.13.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.13.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.13.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.14.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.14.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.14.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.14.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.14.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.3.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.15.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.16.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.16.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.16.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.16.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.16.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.5		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.6		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.7		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.17.8		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.18.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.18.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.18.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.18.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.18.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.19.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.19.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.19.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.19.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.19.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.0.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.1.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.10.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.11.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.12.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.2.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.3.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.4.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.5.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.6.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.7.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.8.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.2.9.Final		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.20.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.20.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.21.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.21.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.21.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.21.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.21.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.21.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.22.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.22.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.3.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.3.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.3.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.3.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.3.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.4.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.4.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.4.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.4.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.5.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.5.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.5.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.5.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.5.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.0		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.5		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.6		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.7		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.8		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.6.9		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.7.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.7.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.7.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.7.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.7.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.5		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.6		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.8.6.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.0.CR1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.0.CR2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.1		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.2		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.3		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.4		N/A
io.quarkus.platform	quarkus-google-cloud-services-parent	3.9.5		N/A
io.syncrasy.dynamic	manager-impl-iossimulatorarm64	0.0.7		N/A
io.syncrasy.dynamic	manager-impl-iossimulatorarm64	0.0.7	metadata	9f2eaa8cb2662f41b68f4188ecf709f8661ee57b
io.syncrasy.dynamic	manager-impl-iossimulatorarm64	0.1.0		N/A
io.syncrasy.dynamic	manager-impl-iossimulatorarm64	0.1.0	metadata	e1563ce0ab3af189112aaac1d636639565dc854b
maven	maven-jxr-plugin	1.0		b570eb3750b8ec6043e2b9f929bd4d7d8bc7da09
maven	maven-jxr-plugin	1.3		b17d8f62145eee25a4aa883fbf7f0d4508807e45
maven	maven-jxr-plugin	1.4		0210e67f19b95409ec999d9b27402074e47d84f0
maven	maven-jxr-plugin	1.4.1		799943bbe1c8b6775c3a4b717196e9f54fabf8b0
