be.atbash.jakarta.config	config-parent	1.0.0		N/A
com.github.binarywang	weixin-java-mp	3.1.1.BETA		6a7bce55f07a5f4bcb145103ab514b40c04b0c50
com.github.binarywang	weixin-java-mp	3.1.2.BETA		0459287be3eafdd4e27ab4732641f8e10081acd3
com.github.binarywang	weixin-java-mp	3.1.3.BETA		d1b5f4adfa59ae0c71118f7d1aa3c44c7c8f3443
com.github.binarywang	weixin-java-mp	3.1.4.BETA		eaf81ece9ce6bd141a1886ceec4c01a6c50093e7
com.github.binarywang	weixin-java-mp	3.1.5.BETA		5140f2e2b3876152b1fe04e04ef77d158e0d07a4
com.github.binarywang	weixin-java-mp	3.1.6.BETA		0db823991721e86945159c66747acfd060beab14
com.github.binarywang	weixin-java-mp	3.1.7.BETA		46c0c68b0d208566c4ab1e14ca70293dd212bda0
com.github.binarywang	weixin-java-mp	3.1.8.B		6d147db933485bcc4da04c4345e99b675e572673
com.github.binarywang	weixin-java-mp	3.1.9.B		91857f70e7c037a6f7dd20fe8b0b68c674443a4d
com.github.binarywang	weixin-java-mp	3.2.0		864a77c371f37e08657f608c5147f37b208dfbb2
com.github.binarywang	weixin-java-mp	3.2.1.B		5d894e3507d5fc0f2be6232a24099e5ab7b40acd
com.github.binarywang	weixin-java-mp	3.2.10.B		744260962afac74cf9dfc5d40e3d2a5c080cad57
com.github.binarywang	weixin-java-mp	3.2.2.B		c23ff46acce85dc905ed6012d5ffdcdba1325315
com.github.binarywang	weixin-java-mp	3.2.3.B		67b44cafc1e9201b6d6ff23177f54840baab1eb8
com.github.binarywang	weixin-java-mp	3.2.4.B		ad36b9174fc5c19837fbf7985ed2ef2208b58baa
com.github.binarywang	weixin-java-mp	3.2.5.B		1c35b7d9157a2f31cf2d254ce4853f69a796189d
com.github.binarywang	weixin-java-mp	3.2.6.B		4821aff812988d2750c0ed831a23df0f06f66b8e
com.github.binarywang	weixin-java-mp	3.2.7.B		c9fb4869721b55c630d68dad10a751ddb2dfe7c2
com.github.binarywang	weixin-java-mp	3.2.8.B		c9046a52037b1f99b409ad9d2cb458106a0cfb89
com.github.binarywang	weixin-java-mp	3.2.9.B		cd846320e40fc1a731684a03b965400a867ba785
com.github.binarywang	weixin-java-mp	3.3.0		5142a417f5471bc3417aa8cda45431efcc61a725
com.github.binarywang	weixin-java-mp	3.3.1.B		a6a77d4729723ef03eb41d99a9f3553c841c7240
com.github.binarywang	weixin-java-mp	3.3.2.B		42fc6b64d1b781c52662634cfd9b90bbbd1c1645
com.github.binarywang	weixin-java-mp	3.3.3.B		06aafaf64964d908a974b5d1e325d6df30890fbd
com.github.binarywang	weixin-java-mp	3.3.4.B		bb92eb38e2dd4876cd16018eac242cf690737002
com.github.binarywang	weixin-java-mp	3.3.5.B		33d8e98c6e73ef07277a08250de5abd90bc20314
com.github.binarywang	weixin-java-mp	3.3.6.B		ec5f3fbeb7f6e37d348194c7cc2de2114829d51e
com.github.binarywang	weixin-java-mp	3.3.7.B		2e63f72175ca707650b266ecfd46d2d7a3e8c415
com.github.binarywang	weixin-java-mp	3.3.8.B		38bfda1c5a0b9ccf6cea7bacfba139659ba76c09
com.github.binarywang	weixin-java-mp	3.3.9.B		b6461a8070ac62ab81aac2e0aa6408873fa5889a
com.github.binarywang	weixin-java-mp	3.4.0		21f6dda293af14feda6204b83736fc3fb10d544b
com.github.binarywang	weixin-java-mp	3.4.1.B		22ca0f82b903585173b05c2fff5cd925f029a142
com.github.binarywang	weixin-java-mp	3.4.2.B		3c017bdbef13663a61b406012f673a6d9e66dd99
com.github.binarywang	weixin-java-mp	3.4.3.B		4e40d90b32a388ec09409715d510a885a0c5f7e5
com.github.binarywang	weixin-java-mp	3.4.4.B		300f567255f3accaa3f93dc6e563d56c11ac2617
com.github.binarywang	weixin-java-mp	3.4.5.B		3a3d2b37509e3352b6cb3b7bd69caa6610d538c6
com.github.binarywang	weixin-java-mp	3.4.6.B		fa14f0b8057da3646a77c7bc8287ff7eb663bea1
com.github.binarywang	weixin-java-mp	3.4.7.B		96dcb7d8652fa0c700c493cb36bf25aa243f4746
com.github.binarywang	weixin-java-mp	3.4.8.B		b2f6bd2fe279d5bd6c812b36a6849e6dbe23cb18
com.github.binarywang	weixin-java-mp	3.4.9.B		451a041c8664c9c9c31f929af11d87af33ef13f6
com.github.binarywang	weixin-java-mp	3.5.0		bd2a5cfa226e36785262280e0db369f2e1291dcb
com.github.binarywang	weixin-java-mp	3.5.1.B		681f74b6e0b1fb66e7bd9ef4c855b8b561ba3fa8
com.github.binarywang	weixin-java-mp	3.5.10.B		8bc5d36aa1396e97fc636fbdf7c4a49902ff3e74
com.github.binarywang	weixin-java-mp	3.5.2.B		a7c37b5bf76079445ce83125638996e7e3ace8da
com.github.binarywang	weixin-java-mp	3.5.3.B		7d58f8eafb03076d40c18d700e987247b6c82388
com.github.binarywang	weixin-java-mp	3.5.4.B		7438ac36177366e1db51599b67938b8c7226f25d
com.github.binarywang	weixin-java-mp	3.5.5.B		a452af7f05a413ab9d277790dabf35327b1e93e3
com.github.binarywang	weixin-java-mp	3.5.6.B		15f106333298bbf81afe2ecf9cb949d8c7f858f8
com.github.binarywang	weixin-java-mp	3.5.7.B		b25fa48b5688f6634fe6aa1c84caa738cb2ebcf4
com.github.binarywang	weixin-java-mp	3.5.8.B		ef23052e300acc1ee3a782fecbd0f1e2a62b2330
com.github.binarywang	weixin-java-mp	3.5.9.B		0203b4a063fb290fb5bfc1c3d20b950874b5f065
com.github.binarywang	weixin-java-mp	3.6.0		2d17f69cab34cea150da155aaed5597c8d1ccd9c
com.github.binarywang	weixin-java-mp	3.6.1.B		e0fc0eb8a2925ed0f9081ef44f74a50431e13809
com.github.binarywang	weixin-java-mp	3.6.2.B		b9710f465bbc85f4dccbfdece9b04ceb10d69e1d
com.github.binarywang	weixin-java-mp	3.6.3.B		9fc4fc4801268f67559111f667a636a01d38d43d
com.github.binarywang	weixin-java-mp	3.6.4.B		5e5b180a7766511397978a9a04f726cc81deab2c
com.github.binarywang	weixin-java-mp	3.6.5.B		902891edd6b19cd3544a65ba855243cad1d20ef8
com.github.binarywang	weixin-java-mp	3.6.6.B		34f5b9d218ef09c00e16531df3da6b386234db9d
com.github.binarywang	weixin-java-mp	3.6.7.B		1c561be7bc4c8eb1839869cb4e93a9c3d50cc241
com.github.binarywang	weixin-java-mp	3.6.8.B		a59cb5b83128f4ccbdf81d96c752663c78874c98
com.github.binarywang	weixin-java-mp	3.6.9.B		7e937c0cf9a61e2b6e3304b0c15deca003b5c705
com.github.binarywang	weixin-java-mp	3.7.0		85adf54b2addb1543a34a3182894de83c23d699b
com.github.binarywang	weixin-java-mp	3.7.1.B		423bb058237ed54127e8415dff1eed81f7e54ec2
com.github.binarywang	weixin-java-mp	3.7.2.B		656af9815780c9687df9c98c84e233b5b28bbbc8
com.github.binarywang	weixin-java-mp	3.7.3.B		48a28bdba34943406d626d04256e9bcb77adff34
com.github.binarywang	weixin-java-mp	3.7.4.B		70f7e960326ad57aa9d2eada12da53e3516944a7
com.github.binarywang	weixin-java-mp	3.7.5.B		e220f6a9fb5ff6d21a1bf89af3cf34770ce8a1df
com.github.binarywang	weixin-java-mp	3.7.6.B		d31cec38843849713f39e6ffc3774701741356dd
com.github.binarywang	weixin-java-mp	3.7.7.B		1822e3cdd946a0806d0b691606e98b0b9d5753b4
com.github.binarywang	weixin-java-mp	3.7.8.B		ba3c2f127166e5b9174d596cc6dcc7de56281485
com.github.binarywang	weixin-java-mp	3.7.9.B		3ba1f61fdcd40b3353e55b433c8f1223ffe41372
com.github.binarywang	weixin-java-mp	3.8.0		53762c936ead0031a280b2065b68f4d214dc2d4c
com.github.binarywang	weixin-java-mp	3.8.1.1.B		de2365f1a80e4ec725a92e8f22c9c61d3ec57b26
com.github.binarywang	weixin-java-mp	3.8.1.B		bc3ca83ccd1f2d486699f3c8ddf81538de21e19a
com.github.binarywang	weixin-java-mp	3.8.2.B		287a968e0035fe44a09251962ea32842bb7e256c
com.github.binarywang	weixin-java-mp	3.8.3.B		2050adbb8c9975bbe687fa174d80fa89c889adf4
com.github.binarywang	weixin-java-mp	3.8.4.B		671dea824845f840fe6c94c6224ac433a744ef79
com.github.binarywang	weixin-java-mp	3.8.5.B		1d36254d9d305f4c0fffb0004c34b19d5fa52cbf
com.github.binarywang	weixin-java-mp	3.8.6.B		fe956763241c7f16468a30d12f28a03820cdcb06
com.github.binarywang	weixin-java-mp	3.8.7.B		826f5a370e1216184ebe022a28999baec1d0d64b
com.github.binarywang	weixin-java-mp	3.8.8.B		eaa1343f7de67ea5c451a727615fa4fccbffe402
com.github.binarywang	weixin-java-mp	3.8.9.B		5554581f73ed8382d3725409c3a518174aaae6e2
com.github.binarywang	weixin-java-mp	3.9.0		5bdf266da58b75113a94fecc4ce5aeb19613c5c9
com.github.binarywang	weixin-java-mp	3.9.1.B		6903fd66f1dc7a1accf94fd18af03e47fdf568d4
com.github.binarywang	weixin-java-mp	3.9.2.B		eb9d371c5fd554247e83ee7f152d82050d1a4f36
com.github.binarywang	weixin-java-mp	3.9.3.B		340b5d5c805ef11311ba5748f3113318767e5fa9
com.github.binarywang	weixin-java-mp	3.9.4.B		7628b90f78eec7f8a6df448eb3b18689d7492951
com.github.binarywang	weixin-java-mp	3.9.5.B		51eff178848d61df5eafb5218780daa415bee4d3
com.github.binarywang	weixin-java-mp	3.9.6.B		b3c69178d690fd7e06f57ab20ec7600892c3f67c
com.github.binarywang	weixin-java-mp	3.9.7.B		275564781cb9f9fa0742aa1f7e98a565b3fea8ab
com.github.binarywang	weixin-java-mp	3.9.8.B		fd8289f3c6c5e277842db8d1d486092d6cdb2365
com.github.binarywang	weixin-java-mp	3.9.9.B		f53befa08e862d67ae738c258d838684a2f9339d
com.github.binarywang	weixin-java-mp	4.0.0		87ff4dd2ee0a262c91238690d267482d12514017
com.github.binarywang	weixin-java-mp	4.0.1.B		f346d0267aa5e4ef463dc382c92503ea6bce1cc3
com.github.binarywang	weixin-java-mp	4.0.2.B		2589238ef985852b1bf6d19837deb67921a19d83
com.github.binarywang	weixin-java-mp	4.0.3.B		22b3cba795da80011a4c879aeb3701ab3028f53d
com.github.binarywang	weixin-java-mp	4.0.4.B		ac95ccb2c80300c75776c3a22ed6bb02c87f5822
com.github.binarywang	weixin-java-mp	4.0.5.B		527a6f07b4b1bf75c5b73b143da294e5aacc0d00
com.github.binarywang	weixin-java-mp	4.0.6.B		8fdf96da243d6e7d4fcdefed586632ca6d666d94
com.github.binarywang	weixin-java-mp	4.0.7.B		a129985b8223334d8da05baf6ee3d8dc849f9fbf
com.github.binarywang	weixin-java-mp	4.0.8.B		50b8706ad2985b214d3eddeb258ba38e8bc7cff4
com.github.binarywang	weixin-java-mp	4.0.9.B		a2120daa25efbbf06a724fc1e5475da9716401a4
com.github.binarywang	weixin-java-mp	4.1.0		1ebb46cefb15573a9d6057bd05665b9740ead328
com.github.binarywang	weixin-java-mp	4.1.1.B		84a06a376fb3a55a6f0d7cdbb166275d71035dab
com.github.binarywang	weixin-java-mp	4.1.2.B		9b056aec7c7f17bf44c8235895c4c9e33e021f06
com.github.binarywang	weixin-java-mp	4.1.3.B		c467f93920ad464cd5b37581a33e2dac2625e6b2
com.github.binarywang	weixin-java-mp	4.1.4.B		cbb85145821ed875806400dcd4ad9f6dac80d523
com.github.binarywang	weixin-java-mp	4.1.5.B		c9cc3b3c85c90c812b2dff6c4a00ee5621c02b25
com.github.binarywang	weixin-java-mp	4.1.6.B		6889f9ebcb1747bf7b03f56128555d69372fc4ad
com.github.binarywang	weixin-java-mp	4.1.7.B		a72722dbae3980ce1586cd1a3ddb2ad73dbd3176
com.github.binarywang	weixin-java-mp	4.1.8.B		a126babd672c3473e12fdbef75b8d94c6f85a39e
com.github.binarywang	weixin-java-mp	4.1.9.B		7846a3131a00610bf1bc858050075211de438899
com.github.binarywang	weixin-java-mp	4.2.0		a550816d89774b6bf9a60f2728af2cfc3ca0b695
com.github.binarywang	weixin-java-mp	4.2.1.B		755eed684dc796fd091e1be8a6553aa7cbbeceee
com.github.binarywang	weixin-java-mp	4.2.2.B		91783d8f2eb4c15fd2fb4338028356e7899816c1
com.github.binarywang	weixin-java-mp	4.2.3.B		9cfd34d3f466d9ce0ff07a5b2301412afd2a7c29
com.github.binarywang	weixin-java-mp	4.2.4.B		1e8da1b93c1f478001dc3c130f2010a2c657a730
com.github.binarywang	weixin-java-mp	4.2.5.B		4db236c7da5b2e0850a57bf607f06ee536170454
com.github.binarywang	weixin-java-mp	4.2.6.B		06913f01ede498db97d21bc5a5bbf6c2bbd1089b
com.github.binarywang	weixin-java-mp	4.2.7.B		893091a4193999d86fbd6a2bbc73c1b056d212cb
com.github.binarywang	weixin-java-mp	4.2.8.B		832bbb12c92fbecb1044030b4925b77ac3ca4a86
com.github.binarywang	weixin-java-mp	4.2.9.B		9168d7a8a4a4d820105b468525efe8563967537b
com.github.binarywang	weixin-java-mp	4.3.0		154d88a2ea64910c08d331a1e7f4a9ce417488f1
com.github.binarywang	weixin-java-mp	4.3.1.B		f4437232b9a509fabfb80ff0160a4821c8bd7e92
com.github.binarywang	weixin-java-mp	4.3.2.B		c8fe68bb4f832268b2f92b51970c5db44b17efbd
com.github.binarywang	weixin-java-mp	4.3.3.B		15240925c2c8ebb4e6eaedd79bc1c4e9fb3fcaae
com.github.binarywang	weixin-java-mp	4.3.4.B		07675137dccb803b91390b4f956645870892cc25
com.github.binarywang	weixin-java-mp	4.3.5.B		1812538844d91438305f9be9ee7ba6310773af4b
com.github.binarywang	weixin-java-mp	4.3.6.B		0aeae6c4f98c0db75bff61317656ce39d0be5270
com.github.binarywang	weixin-java-mp	4.3.7.B		412b012c984210c309e9ca4f449c1e532eb5ab07
com.github.binarywang	weixin-java-mp	4.3.8.B		86c06d9bed984186c474fdbe407424d725f0ebdf
com.github.binarywang	weixin-java-mp	4.3.9.B		234d9ebd7c6f4e1d6f48e189665eaad1d0fd176a
com.github.binarywang	weixin-java-mp	4.4.0		77490c98378b7b54f13b8b830277233658b165bd
com.github.binarywang	weixin-java-mp	4.4.1.B		352ffb2892fb3c14f78e1eec0448e4aabc2bb4dd
com.github.binarywang	weixin-java-mp	4.4.2.B		905eb1421543b6b7f51db2615bc32b651286cabf
com.github.binarywang	weixin-java-mp	4.4.3.B		16d20160b46157d29bfac9c3b6f5a0d6f2f3b3ac
com.github.binarywang	weixin-java-mp	4.4.4.B		05030bdf04fa62688636c0cf825aed87b113f190
com.github.binarywang	weixin-java-mp	4.4.5.B		49fe0586791f9185305b9b5c0065cfc0597e5aee
com.github.binarywang	weixin-java-mp	4.4.6.B		0335fbdec5aa636d6db47a6eed20172b9385feda
com.github.binarywang	weixin-java-mp	4.4.7.B		e74aa18735ab05c81e4e4ffb0d7d04ba5b422c87
com.github.binarywang	weixin-java-mp	4.4.8.B		5df0ac49a105b0584ed25ce05799d44a73a84956
com.github.binarywang	weixin-java-mp	4.4.9.B		1bd56c90c76a5703fd875f5f9358c1aef2795af7
com.github.binarywang	weixin-java-mp	4.5.0		26cb4fe415d2ae9dc46b2833ed63a3ba144b9c8c
com.github.binarywang	weixin-java-mp	4.5.1.B		71d8c09697c54ae1d1fe259876eadc7350bfcc96
com.github.binarywang	weixin-java-mp	4.5.2.B		e8a4cc05edd0f947f3c8f1403ee9741e6b3a51e1
com.github.binarywang	weixin-java-mp	4.5.3.B		d5990406f6a250b43bb379395a0002204017d695
com.github.binarywang	weixin-java-mp	4.5.4.B		d8161dd0ea26f494a9d687fe233c3647458bfc27
com.github.binarywang	weixin-java-mp	4.5.5.B		daf564efd836bf407e03ae96b35cabe718632fec
com.github.binarywang	weixin-java-mp	4.5.6.B		c704f540af1c1d024c1a14d5e46ab488f513f294
com.github.binarywang	weixin-java-mp	4.5.7.B		dbcbb6d7ffea7dbb67e187aa5a2aa1fa43dee92b
com.github.binarywang	weixin-java-mp	4.5.8.B		f56fb63d55be24f09f1eaa95d8b02ee37d58c23a
com.github.binarywang	weixin-java-mp	4.5.9.B		5b300625ce98a24e4d54fb77a0ce07066531789f
com.github.binarywang	weixin-java-mp	4.6.0		f7f9b842b1940f9c6d7859f59174400aeb0e0774
com.github.binarywang	weixin-java-mp	4.6.1.B		ec1e9e7e0b7258bde064d8d34801928c50b38f9c
com.github.binarywang	weixin-java-mp	4.6.2.B		fc6cbb50426bcf30c54340562af757b12a1fb41a
com.github.binarywang	weixin-java-mp	4.6.3.B		f328b04b95dceed3ddbbf8b4d347f714bb3c8829
com.github.binarywang	weixin-java-mp	4.6.4.B		ea580f464370555021c7c22226087f031fae93f6
com.github.binarywang	weixin-java-mp	4.6.5.B		5147bb49e425300ea2124e5a7917df1993100997
com.github.binarywang	weixin-java-mp	4.6.6.B		f009af66a5e8fb61775f425155d11250c006e418
com.github.binarywang	weixin-java-mp	4.6.7.B		f201b08152aa983ab0dc63f28934b1161a6b81d8
com.github.binarywang	weixin-java-mp	4.6.8.B		14ce9af347bb07f62ea7195eaf5b3664722843aa
com.github.binarywang	weixin-java-mp	4.6.9.B		9a644e96be1918461fac9b330be0241d7c5edd44
com.github.binarywang	weixin-java-mp	4.7.0		a697d572846164a6d3325e68a1283ef9b0edd9a0
com.github.binarywang	weixin-java-mp	4.7.0-20250512.042554		43f66c5cba0852ab9d8e849d088189ac7f5229a8
com.github.binarywang	weixin-java-mp	4.7.0-20250512.122859		4bf46904ca07e45307d1ddf5c2671b4336d7436c
com.github.binarywang	weixin-java-mp	4.7.1.B		06e243acbad363e43317beb694efce28b093a6ac
com.github.binarywang	weixin-java-mp	4.7.2.B		5319fdc69a6e1c0935874fee59f0c5d2e489677d
com.github.binarywang	weixin-java-mp	4.7.3.B		38a479a620ecfa04e8e3632e2812a45982bed307
com.github.binarywang	weixin-java-mp	4.7.4.B		cf17d82c054367a32ba0ccbb4f5744a9acbd53a8
com.github.binarywang	weixin-java-mp	4.7.5.B		41b7a82d4a20da5e9b12d7added1322059ae4225
com.github.binarywang	weixin-java-mp	tmp-build-20250512.032409		eb317f3ce3d2c42ae89a0372938cf2af53499786
com.github.binarywang	weixin-java-mp	v4.7.0-20250512.042306		81c27e225a8d2054cb679e1cec0d15cc8ecdfbf8
com.github.housepower	clickhouse-spark-runtime-3.4_2.13	0.7.0		e0ccad998d1cfbd093ff1541cf306b3a09f3757e
com.github.housepower	clickhouse-spark-runtime-3.4_2.13	0.7.1		ce3e1f53a6cb2b491c8a442c34e3c9e2d0ae82ca
com.github.housepower	clickhouse-spark-runtime-3.4_2.13	0.7.2		a1a52a7c1e106748f9c06212247ad863ece3e96c
com.github.housepower	clickhouse-spark-runtime-3.4_2.13	0.7.3		ec02ce446de6782d3f95c16f6fb48476fe3354bf
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.0.0		322bb28fec76ffa0bc2349b64e09f4076e2f7549
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.0.0-RC2		fd4ccbed1fdc909ffd5b0c222d5e511da955218a
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.0.0-RC3		471bbca8334dfca4e6475b5b691a500ca90c9a16
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.0.1		00f5f36843d255c5044d531963704d9e2ad62a55
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.1.0		14dfe12cc5a0f10b7fbd9ddba533a7c0e5811f89
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.1.1		3aba66958d63970fe4c3bfd54b07299df36d5fcf
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.2.0		1305dd65a3442863cbb888680a16efb8b4b4a77a
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.2.1		b8311c6886ef8feae848bd556dca72651d79470a
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.2.2		b3814f8716be739ffda93d5199d153e513765726
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.2.3		18e23f53d9a59d5427b109ad10dd7b2a4a473c4c
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.3.0		b54777d3335b8bcea43ab59373c6bccf3b888b9c
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.3.1		ce7ef9728922d80df5ba4b12058ae6879d131b04
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.4.0		60839ba9594e1f6259a5cecf44c85607717a48af
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.4.1		4a3c35b350faf64d06dd4fd706bcba2f4752e000
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.4.2		45f5c47aa408a59a338435bbc0c2471224acd502
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.5.0		73cdf6c713acc2179b9d953ddc88e9d226fbe957
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.5.0-RC1		986d93c2a70845782b9e9b62db46b5df0dcd4c05
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.5.0-RC2		7e5bfb88ae4ef5bc1196cba86b090842892df425
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.6.0		0f5a778ab197a94fce8b4ed569514f6e8e49d36f
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.0		b164facb77ab502179a7a8592abce31531bbfa97
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.1		e6b56c912630c091f4c69501abadc75f2798a1b4
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.2		c6d4785dba96cedf8ab74dc93b007f22b74aa1e2
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.3		8742c2ed407a146fa74f5cb07876dcc02342ab57
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.4		f6cd4e0a342e9ca41525da66a9cfd5ca992ca173
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.5		ad2e2dda1f48e3d12d3039706122976a6bf8e5c6
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.6		928680facf7bbd0738d8332d332427bd10ec88ab
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.12	1.7.7		c031fd1d3bf16e81f2a4b0329ffa8f263ea81b2a
com.hrofeh.kronos	extension-json-kotlinx-android-debug	1.4.0		N/A
com.hrofeh.kronos	extension-json-kotlinx-android-debug	1.4.0-rc1		N/A
com.hrofeh.kronos	extension-json-kotlinx-android-debug	1.4.1		N/A
com.javax0.kscad	kscad	0.0.0		8dd5c6446b52c13f28554e05f5ca6795143e1cfa
com.javax0.kscad	kscad	0.0.1		f5763f39983e9638d49ad8992ac85ffc66d14bff
com.javax0.kscad	kscad	0.0.2		250040aadb655700dd11c77006c5df399758f803
com.linkedin.gobblin	gobblin-metadata	0.10.0		fea00a2cb78c9be30354b4baf7c528f2de76a130
com.linkedin.gobblin	gobblin-metadata	0.11.0		841e1cdd9576a322f65034cd261002c639d5f420
com.nryanov.feature4s	feature4s-core_2.13	0.1.0		350677933f6100b79ee50516af2923e22f606d33
com.nryanov.feature4s	feature4s-core_2.13	0.2.0		48b7a4c4738684002dc4ab39cb1612f4281db135
com.octopepper	apprate	1.0.0		N/A
com.palantir.aip.processing	aip-test-orchestrator	0.0.2		N/A
com.palantir.aip.processing	aip-test-orchestrator	v1.0		N/A
com.palantir.aip.processing	aip-test-orchestrator	v1.4		N/A
com.palantir.gradle.revapi	gradle-revapi	0.3.0		14ecc2a63714229b36a6eba7fa557eb8afd69179
com.palantir.gradle.revapi	gradle-revapi	0.4.0		e6d4cf2baf289c3e9da1dec9c44d49d171f86d8f
com.palantir.gradle.revapi	gradle-revapi	0.4.1		d84548b26f9e02d4e1ee59561e97fde8698ccf74
com.palantir.gradle.revapi	gradle-revapi	0.4.2		40b1d0583b5ecab29f16415f442938ee8cdf14b6
com.palantir.gradle.revapi	gradle-revapi	1.0.0		1b9f79fcc48d3a584fdbb746288e620795b11319
com.palantir.gradle.revapi	gradle-revapi	1.0.1		24274e383f2fd9edfac7ce436d588a9ae577dc00
com.palantir.gradle.revapi	gradle-revapi	1.0.2		c829ed158e30776cbef8af83d76c170c66549744
com.palantir.gradle.revapi	gradle-revapi	1.0.3		a18d87f587c677bd334dbbf63163b053815b4773
com.palantir.gradle.revapi	gradle-revapi	1.0.4		b372840f83cbad4ba335b8b9523959dddf203d12
com.palantir.gradle.revapi	gradle-revapi	1.0.5		e6a703114a24a41ce150740b0dea48429dd0fad6
com.palantir.gradle.revapi	gradle-revapi	1.0.6		2d73221c048b275ff621c155935fc0f4ae6c90a4
com.palantir.gradle.revapi	gradle-revapi	1.0.7		f386c6edd067c73a858eac99ae7ed4313cd52595
com.palantir.gradle.revapi	gradle-revapi	1.0.8		62e9f797d361e4fb2debfefe6d278ee04511418d
com.palantir.gradle.revapi	gradle-revapi	1.1.0		ff16fded89d88c1fcc188bdf6a7a1b9f5e266866
com.palantir.gradle.revapi	gradle-revapi	1.1.1		2e0ea3878dfd666d9de9300ba5e8b2297da384d9
com.palantir.gradle.revapi	gradle-revapi	1.1.2		bbd7e25e8a711975ec0f42e57f0f2311a12ad0bb
com.palantir.gradle.revapi	gradle-revapi	1.1.3		517cae75a800519f483debf14d672be962b31940
com.palantir.gradle.revapi	gradle-revapi	1.2.0		73b5c165590ff4fdcff16c5d5cf78184de076e8e
com.palantir.gradle.revapi	gradle-revapi	1.2.1		784c62044f21c6ed973cf49c142701f6f994907e
com.palantir.gradle.revapi	gradle-revapi	1.2.2		3b008307a3ef279f23696fab8e4c3eaad8ee9dec
com.palantir.gradle.revapi	gradle-revapi	1.2.3		674747244454c6fc7655e74cbdcf571c532fd78b
com.palantir.gradle.revapi	gradle-revapi	1.2.4		d1bc9f5eb980f3345255c39c676d62c4f5ea25a1
com.palantir.gradle.revapi	gradle-revapi	1.3.0		0e7d88fb5913fad417f080c7bfbab911d90099f4
com.palantir.gradle.revapi	gradle-revapi	1.3.1		588274c1450ca4aeed07121cbf78b30c29792e71
com.palantir.gradle.revapi	gradle-revapi	1.3.2		b207db804f5a9c58a5b5e728579c094d9dd6fc0a
com.palantir.gradle.revapi	gradle-revapi	1.4.0		47842fde9599616ae2ab73703a723e7d3f652888
com.palantir.gradle.revapi	gradle-revapi	1.4.1		4f53700204f52279076e10cc5fc30632571178e6
com.palantir.gradle.revapi	gradle-revapi	1.4.2		a750e0382479f99778354e21fc7a67b0c34bd9c8
com.palantir.gradle.revapi	gradle-revapi	1.4.3		906a7345a626744501d8b14a97b15972c72f6327
com.palantir.gradle.revapi	gradle-revapi	1.4.4		cf98f491b75bdbbd7ca7c049c21667db5010d610
com.palantir.gradle.revapi	gradle-revapi	1.5.0		41b95ad9ce948774519fffcbb8d1c927db8a665e
com.palantir.gradle.revapi	gradle-revapi	1.6.0		6842c82960eb8be6871b15ddbfb4e73ddde2822f
com.palantir.gradle.revapi	gradle-revapi	1.7.0		1da39131d908571ade61bc82d39c7c1ed5052748
com.palantir.gradle.revapi	gradle-revapi	1.8.0		b96805aa2349ea22027f276c11b9fbb39513777c
com.playtika.testcontainers	embedded-mysql	1.62		fb6e637e569733dcbb70679ab6fb961fea4e0790
com.playtika.testcontainers	embedded-mysql	1.63		6c979ee4b1581768397c7173993663917fc79a22
com.playtika.testcontainers	embedded-mysql	1.64		98cc938acc969243544b309b211f31c133a25f0b
com.playtika.testcontainers	embedded-mysql	1.65		61e244371d0f240e5c87bad9a5a0316ebdaed9d7
com.playtika.testcontainers	embedded-mysql	1.66		820a08451ebe23f2a9795a657c2e038de7f31fa5
com.playtika.testcontainers	embedded-mysql	1.67		a0eabcb17f4b523f36636315c228a89345a09e82
